Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps,Year,Week,Tackle %,Sack %,QB Hit %
Joe Jones ,LB,DEN,1,2,2,3,,,,,0.8,40.0,2020,15,0,0,0
Jamal Perry ,CB,MIA,1,2,2,4,,,,,0.0,0.0,2020,15,0,0,0
Greg Mabin ,CB,JAC,1,66,66,100,,,,,4.5,6.8,2020,15,3,0,0
Bradley Chubb ,LB,DEN,1,46,46,63,,,,,0.8,1.7,2020,15,0,0,0
Minkah Fitzpatrick ,S,PIT,1,56,56,100,,,,,12.3,22.0,2020,15,11,0,0
Arden Key ,DE,LV,1,25,25,38,,,,,1.5,6.0,2020,15,4,0,0
Daron Payne ,DT,WAS,1,49,49,86,,,,,8.0,16.3,2020,15,2,0,0
Roquan Smith ,LB,CHI,1,68,68,100,,,,,7.5,11.0,2020,15,6,0,0
Sam Hubbard ,DE,CIN,1,57,57,88,,,,,1.5,2.6,2020,15,0,0,0
Denzel Ward ,CB,CLE,1,54,54,100,,,,,9.0,16.7,2020,15,7,0,0
Dorance Armstrong Jr. ,DE,DAL,1,34,34,40,,,,,5.5,16.2,2020,15,0,0,0
Marcus Davenport ,DE,NO,1,56,56,57,,,,,2.3,4.1,2020,15,0,0,0
Carlton Davis ,CB,TB,1,40,40,62,,,,,13.5,33.8,2020,15,18,0,0
Rashaan Evans ,LB,TEN,1,56,56,86,,,,,9.8,17.5,2020,15,9,0,0
Taven Bryan ,DT,JAC,1,16,16,24,,,,,0.8,5.0,2020,15,0,0,0
Harold Landry III ,LB,TEN,1,62,62,95,,,,,3.8,6.1,2020,15,2,0,0
Isaiah Oliver ,CB,ATL,1,39,39,57,,,,,13.0,33.3,2020,15,15,0,0
Jaire Alexander ,CB,GB,1,69,69,100,,,,,6.0,8.7,2020,15,4,0,0
Malik Jefferson ,LB,LAC,1,1,1,1,,,,,0.0,0.0,2020,15,0,0,0
Josey Jewell ,LB,DEN,1,67,67,92,,,,,6.0,9.0,2020,15,1,0,0
Tremaine Edmunds ,LB,BUF,1,49,49,77,,,,,12.0,24.5,2020,15,16,0,0
Harrison Phillips ,DT,BUF,1,21,21,33,,,,,4.5,21.4,2020,15,14,0,0
DeShon Elliott ,S,BAL,1,58,58,100,,,,,4.5,7.8,2020,15,2,0,0
Tyquan Lewis ,DE,IND,1,35,35,51,,,,,2.8,8.0,2020,15,0,1,0
Tim Settle ,DT,WAS,1,14,14,25,,,,,0.0,0.0,2020,15,0,0,0
Leighton Vander Esch ,LB,DAL,1,32,32,38,,,,,3.0,9.4,2020,15,3,0,0
Jerome Baker ,LB,MIA,1,55,55,100,,,,,21.8,39.6,2020,15,13,2,0
Marcus Allen ,S,PIT,1,56,56,100,,,,,6.0,10.7,2020,15,4,0,0
Rasheem Green ,DE,SEA,1,43,43,54,,,,,0.0,0.0,2020,15,0,0,0
Derrick Nnadi ,DT,KC,1,26,26,47,,,,,2.3,8.8,2020,15,0,0,0
Kyzir White ,LB,LAC,1,32,32,42,,,,,3.0,9.4,2020,15,6,0,0
Hercules Mata'afa ,LB,MIN,1,24,24,38,,,,,6.0,25.0,2020,15,8,0,0
Josh Sweat ,DE,PHI,1,4,4,6,,,,,0.0,0.0,2020,15,0,0,0
Terrell Edmunds ,S,PIT,1,44,44,79,,,,,3.8,8.6,2020,15,5,0,0
D.J. Reed Jr. ,CB,SEA,1,80,80,100,,,,,17.0,21.3,2020,15,5,0,0
Darius Phillips ,CB,CIN,1,65,65,100,,,,,14.5,22.3,2020,15,8,0,0
Marquis Haynes ,LB,CAR,1,6,6,10,,,,,1.5,25.0,2020,15,17,0,0
Poona Ford ,DT,SEA,1,47,47,59,,,,,4.5,9.6,2020,15,4,0,0
Anthony Averett ,CB,BAL,1,58,58,100,,,,,5.3,9.1,2020,15,3,0,0
Darius Leonard ,LB,IND,1,69,69,100,,,,,22.0,31.9,2020,15,13,0,0
B.J. Hill ,DT,NYG,1,21,21,33,,,,,3.8,18.1,2020,15,5,0,0
Jordan Whitehead ,S,TB,1,49,49,75,,,,,5.3,10.8,2020,15,4,0,0
Brandon Facyson ,CB,LAC,1,2,2,3,,,,,0.0,0.0,2020,15,0,0,0
Kentavius Street ,DE,SF,1,13,13,22,,,,,0.0,0.0,2020,15,0,0,0
Jason Cabinda ,LB,DET,1,2,2,200,,,,,0.0,0.0,2020,15,0,0,0
Taron Johnson ,CB,BUF,1,50,50,78,,,,,7.5,15.0,2020,15,8,0,0
J.C. Jackson ,CB,NE,1,69,69,96,,,,,11.8,17.1,2020,15,4,0,0
Shaun Dion Hamilton ,LB,WAS,1,24,24,42,,,,,7.8,32.5,2020,15,13,0,0
Uchenna Nwosu ,LB,LAC,1,36,36,47,,,,,8.5,23.6,2020,15,8,0,0
Deadrin Senat ,DT,ATL,1,10,10,15,,,,,0.8,8.0,2020,15,0,0,0
Kenny Young ,LB,LAR,1,30,30,46,,,,,3.0,10.0,2020,15,7,0,0
Shaquem Griffin ,LB,SEA,1,2,2,3,,,,,0.0,0.0,2020,15,0,0,0
M.J. Stewart ,CB,CLE,1,1,1,2,,,,,0.0,0.0,2020,15,0,0,0
Kemoko Turay ,LB,IND,1,33,33,48,,,,,0.0,0.0,2020,15,0,0,0
Donte Jackson ,CB,CAR,1,62,62,100,,,,,6.0,9.7,2020,15,5,0,0
Christian Wilkins ,DT,MIA,1,32,32,52,,,,,6.3,19.7,2020,15,6,0,0
Nathan Shepherd ,DT,NYJ,1,38,38,64,,,,,12.8,33.7,2020,15,5,3,0
Fred Warner ,LB,SF,1,58,58,100,,,,,6.8,11.7,2020,15,7,0,0
Siran Neal ,CB,BUF,1,14,14,22,,,,,0.8,5.7,2020,15,0,0,0
Cornell Armstrong ,CB,HOU,1,1,1,2,,,,,0.0,0.0,2020,15,0,0,0
Keion Crossen ,CB,HOU,1,54,54,98,,,,,6.0,11.1,2020,15,4,0,0
Ja'Whaun Bentley ,LB,NE,1,16,16,22,,,,,3.8,23.8,2020,15,6,0,0
Jessie Bates III ,S,CIN,1,65,65,100,,,,,8.3,12.8,2020,15,6,0,0
Genard Avery ,LB,PHI,1,12,12,18,,,,,4.8,40.0,2020,15,8,0,0
Zach Sieler ,DE,MIA,1,29,29,53,,,,,12.5,43.1,2020,15,10,3,0
Kendal Vickers ,DT,LV,1,31,31,47,,,,,8.8,28.4,2020,15,3,3,0
Olasunkanmi Adeniyi ,DE,PIT,1,6,6,11,,,,,0.0,0.0,2020,15,0,0,0
Isaac Yiadom ,CB,NYG,1,61,61,95,,,,,6.0,9.8,2020,15,5,0,0
Justin Jones ,DT,LAC,1,49,49,64,,,,,6.3,12.9,2020,15,4,0,0
Maurice Hurst Jr. ,DT,LV,1,31,31,47,,,,,3.0,9.7,2020,15,3,0,0
Bilal Nichols ,DT,CHI,1,48,48,71,,,,,10.0,20.8,2020,15,2,2,0
Joel Iyiegbuniwe ,LB,CHI,1,2,2,3,,,,,0.0,0.0,2020,15,0,0,0
Tracy Walker ,S,DET,1,13,13,19,,,,,3.0,23.1,2020,15,15,0,0
Devante Downs ,LB,NYG,1,11,11,17,,,,,3.0,27.3,2020,15,18,0,0
Jalyn Holmes ,DT,MIN,1,44,44,69,,,,,0.8,1.8,2020,15,0,0,0
Foyesade Oluokun ,LB,ATL,1,68,68,100,,,,,8.3,12.2,2020,15,7,0,0
Jermaine Carter ,LB,CAR,1,31,31,50,,,,,6.0,19.4,2020,15,6,0,0
Andre Smith ,LB,BUF,1,3,3,5,,,,,0.0,0.0,2020,15,0,0,0
Marcell Harris ,S,SF,1,26,26,45,,,,,0.0,0.0,2020,15,0,0,0
Tarvarius Moore ,S,SF,1,57,57,98,,,,,10.0,17.5,2020,15,7,0,0
Sebastian Joseph-Day ,DT,LAR,1,32,32,49,,,,,8.3,25.9,2020,15,13,0,0
Ogbonnia Okoronkwo ,LB,LAR,1,9,9,14,,,,,2.3,25.6,2020,15,11,0,0
John Franklin-Myers ,DE,NYJ,1,31,31,53,,,,,8.0,25.8,2020,15,3,3,0
Jacob Martin ,LB,HOU,1,16,16,29,,,,,0.0,0.0,2020,15,0,0,0
Levi Wallace ,CB,BUF,1,45,45,70,,,,,4.5,10.0,2020,15,4,0,0
A.J. Moore ,CB,HOU,1,43,43,78,,,,,5.3,12.3,2020,15,7,0,0
Frank Herron ,DT,DET,1,34,34,50,,,,,5.5,16.2,2020,15,6,0,0
Daniel Ekuale ,DT,JAC,1,44,44,67,,,,,1.5,3.4,2020,15,2,0,0
Chris Board ,S,BAL,1,36,36,62,,,,,0.8,2.2,2020,15,0,0,0
Tre Herndon ,CB,JAC,1,66,66,100,,,,,3.8,5.8,2020,15,3,0,0
Matt Dickerson ,DE,TEN,1,23,23,35,,,,,0.0,0.0,2020,15,0,0,0
Trey Marshall ,CB,DEN,1,2,2,3,,,,,0.0,0.0,2020,15,0,0,0
Ben Niemann ,LB,KC,1,47,47,85,,,,,9.8,20.9,2020,15,11,0,0
Charvarius Ward ,CB,KC,1,52,52,95,,,,,6.0,11.5,2020,15,8,0,0
Jeremy Reaves ,S,WAS,1,57,57,100,,,,,6.0,10.5,2020,15,4,0,0
Chandon Sullivan ,CB,GB,1,58,58,84,,,,,6.0,10.3,2020,15,5,0,0
Chris Jones ,CB,MIN,1,31,31,48,,,,,4.5,14.5,2020,15,10,0,0
Tyler Lancaster ,DT,GB,1,21,21,30,,,,,0.8,3.8,2020,15,0,0,0
Jacob Tuioti-Mariner ,DE,ATL,1,24,24,35,,,,,1.5,6.3,2020,15,4,0,0
Taylor Stallworth ,DT,IND,1,12,12,17,,,,,0.8,6.7,2020,15,0,0,0
Linden Stephens ,CB,SEA,1,3,3,4,,,,,0.0,0.0,2020,15,0,0,0
Henry Mondeaux ,DT,PIT,1,1,1,2,,,,,0.0,0.0,2020,15,0,0,0
Jonathan Owens ,S,HOU,1,1,1,2,,,,,0.0,0.0,2020,15,0,0,0
Dennis Gardeck ,LB,ARI,1,25,25,30,,,,,17.5,70.0,2020,15,12,8,0
Ezekiel Turner ,S,ARI,1,4,4,5,,,,,0.0,0.0,2020,15,0,0,0
Frankie Luvu ,LB,NYJ,1,40,40,68,,,,,1.5,3.8,2020,15,3,0,0
Joshua Kalu ,S,TEN,1,18,18,28,,,,,3.0,16.7,2020,15,11,0,0
Ryan Neal ,S,SEA,1,10,10,13,,,,,1.5,15.0,2020,15,10,0,0
Emmanuel Moseley ,CB,SF,1,5,5,9,,,,,3.0,60.0,2020,15,20,0,0
Dallin Leavitt ,S,LV,1,29,29,44,,,,,1.5,5.2,2020,15,0,0,0
Mike Ford ,CB,DET,1,15,15,22,,,,,0.8,5.3,2020,15,0,0,0
Josh Woods ,LB,CHI,1,1,1,1,,,,,0.8,80.0,2020,15,0,0,0
Darious Williams ,CB,LAR,1,50,50,77,,,,,6.8,13.6,2020,15,8,0,0
Alexander Johnson ,LB,DEN,1,71,71,97,,,,,7.5,10.6,2020,15,4,0,0
Quinnen Williams ,DT,NYJ,1,33,33,56,,,,,11.8,35.8,2020,15,9,3,0
Ed Oliver ,DT,BUF,1,33,33,52,,,,,11.8,35.8,2020,15,6,3,0
Devin White ,LB,TB,1,65,65,100,,,,,41.5,63.8,2020,15,15,5,0
Jeffery Simmons ,DT,TEN,1,50,50,77,,,,,5.5,11.0,2020,15,0,0,0
Rashan Gary ,DT,GB,1,35,35,51,,,,,3.0,8.6,2020,15,3,0,0
Dexter Lawrence II ,DT,NYG,1,48,48,75,,,,,14.0,29.2,2020,15,4,2,0
Dre'Mont Jones ,DT,DEN,1,47,47,64,,,,,0.8,1.7,2020,15,0,0,0
Montez Sweat ,DE,WAS,1,39,39,68,,,,,2.3,5.9,2020,15,0,0,0
Jerry Tillery ,DT,LAC,1,61,61,80,,,,,4.0,6.6,2020,15,2,0,0
Byron Murphy ,CB,ARI,1,62,62,74,,,,,17.0,27.4,2020,15,6,2,0
Zach Allen ,DE,ARI,1,75,75,89,,,,,20.8,27.7,2020,15,8,1,0
Brian Burns ,DE,CAR,1,58,58,94,,,,,19.0,32.8,2020,15,7,3,0
Raekwon Davis ,DT,MIA,1,39,39,71,,,,,0.8,2.1,2020,15,0,0,0
Amani Oruwariye ,CB,DET,1,68,68,100,,,,,7.5,11.0,2020,15,7,0,0
Julian Love ,CB,NYG,1,61,61,95,,,,,6.8,11.1,2020,15,5,0,0
Trayvon Mullen ,CB,LV,1,62,62,94,,,,,16.0,25.8,2020,15,13,0,0
Jaylon Ferguson ,DE,BAL,1,15,15,26,,,,,3.0,20.0,2020,15,13,0,0
Juan Thornhill ,S,KC,1,22,22,40,,,,,3.0,13.6,2020,15,5,0,0
Chase Winovich ,DE,NE,1,19,19,26,,,,,0.0,0.0,2020,15,0,0,0
T.J. Edwards ,LB,PHI,1,20,20,29,,,,,1.5,7.5,2020,15,5,0,0
Charles Omenihu ,DE,HOU,1,39,39,71,,,,,8.0,20.5,2020,15,3,3,0
Trevon Diggs ,CB,DAL,1,43,43,51,,,,,10.0,23.3,2020,15,7,0,0
Germaine Pratt ,LB,CIN,1,45,45,69,,,,,8.3,18.4,2020,15,7,0,0
Carl Granderson ,DE,NO,1,32,32,33,,,,,8.0,25.0,2020,15,3,3,0
Dre Greenlaw ,LB,SF,1,57,57,98,,,,,5.3,9.3,2020,15,4,0,0
Randy Ramsey ,DE,GB,1,4,4,6,,,,,1.5,37.5,2020,15,25,0,0
Armon Watts ,DT,MIN,1,26,26,41,,,,,3.8,14.6,2020,15,8,0,0
Wyatt Ray ,DE,TEN,1,2,2,3,,,,,0.0,0.0,2020,15,0,0,0
Sione Takitaki ,LB,CLE,1,21,21,39,,,,,3.0,14.3,2020,15,5,0,0
John Cominsky ,DE,ATL,1,19,19,28,,,,,2.3,12.1,2020,15,5,0,0
Austin Bryant ,DE,DET,1,39,39,57,,,,,10.8,27.7,2020,15,10,0,0
Azeez Al-Shaair ,LB,SF,1,21,21,36,,,,,4.5,21.4,2020,15,10,0,0
Jahlani Tavai ,LB,DET,1,31,31,46,,,,,3.8,12.3,2020,15,3,0,0
Isaiah Johnson ,CB,LV,1,1,1,1,,,,,0.0,0.0,2020,15,0,0,0
Mike Edwards ,S,TB,1,15,15,23,,,,,0.0,0.0,2020,15,0,0,0
Lonnie Johnson Jr. ,CB,HOU,1,55,55,100,,,,,12.0,21.8,2020,15,13,0,0
Darnell Savage Jr. ,S,GB,1,69,69,100,,,,,13.0,18.8,2020,15,9,0,0
Sheldrick Redwine ,S,CLE,1,54,54,100,,,,,9.0,16.7,2020,15,7,0,0
Khari Willis ,S,IND,1,69,69,100,,,,,16.8,24.3,2020,15,12,0,0
Ugo Amadi ,S,SEA,1,58,58,73,,,,,11.5,19.8,2020,15,10,0,0
Justin Hollins ,LB,LAR,1,38,38,58,,,,,1.5,3.9,2020,15,3,0,0
Derick Roberson ,DE,TEN,1,37,37,57,,,,,4.8,13.0,2020,15,0,0,0
Keisean Nixon ,CB,LV,1,62,62,94,,,,,2.3,3.7,2020,15,2,0,0
Porter Gustin ,LB,CLE,1,5,5,9,,,,,0.8,16.0,2020,15,0,0,0
Alijah Holder ,CB,DEN,1,4,4,5,,,,,0.0,0.0,2020,15,0,0,0
Ben Banogu ,DE,IND,1,4,4,6,,,,,0.0,0.0,2020,15,0,0,0
L.J. Collier ,LB,SEA,1,34,34,43,,,,,9.5,27.9,2020,15,6,3,0
Rock Ya-Sin ,CB,IND,1,23,23,33,,,,,0.0,0.0,2020,15,0,0,0
Kingsley Keke ,DT,GB,1,24,24,35,,,,,0.0,0.0,2020,15,0,0,0
Nik Needham ,CB,MIA,1,32,32,58,,,,,4.5,14.1,2020,15,6,0,0
Greg Gaines ,DT,LAR,1,9,9,14,,,,,0.0,0.0,2020,15,0,0,0
Andrew Van Ginkel ,LB,MIA,1,24,24,44,,,,,0.8,3.3,2020,15,0,0,0
Marcus Epps ,S,PHI,1,68,68,100,,,,,18.5,27.2,2020,15,10,0,0
Andrew Wingard ,S,JAC,1,28,28,42,,,,,4.5,16.1,2020,15,11,0,0
Jordan Brailford ,DE,MIN,1,1,1,2,,,,,0.0,0.0,2020,15,0,0,0
Jamel Dean ,CB,TB,1,51,51,78,,,,,12.5,24.5,2020,15,8,0,0
Amani Hooker ,S,TEN,1,62,62,95,,,,,9.0,14.5,2020,15,8,0,0
David Long Jr. ,CB,LAR,1,1,1,1,,,,,0.0,0.0,2020,15,0,0,0
Bryce Hall ,CB,NYJ,1,59,59,100,,,,,11.0,18.6,2020,15,5,0,0
Anthony Nelson ,DE,TB,1,14,14,22,,,,,1.5,10.7,2020,15,0,0,0
Sean Murphy-Bunting ,CB,TB,1,65,65,100,,,,,6.8,10.5,2020,15,6,0,0
C.J. Gardner-Johnson ,CB,NO,1,78,78,80,,,,,9.0,11.5,2020,15,3,0,0
Kendall Sheffield ,CB,ATL,1,64,64,94,,,,,3.8,5.9,2020,15,3,0,0
Bless Austin ,CB,NYJ,1,59,59,100,,,,,10.8,18.3,2020,15,8,0,0
Malik Reed ,LB,DEN,1,55,55,75,,,,,1.5,2.7,2020,15,2,0,0
Bobby Okereke ,LB,IND,1,48,48,70,,,,,13.8,28.8,2020,15,10,0,0
Will Harris ,S,DET,1,16,16,24,,,,,1.5,9.4,2020,15,6,0,0
Darryl Johnson ,DE,BUF,1,28,28,44,,,,,4.0,14.3,2020,15,4,0,0
Byron Cowart ,DT,NE,1,35,35,49,,,,,1.5,4.3,2020,15,3,0,0
David Long ,LB,TEN,1,64,64,98,,,,,15.0,23.4,2020,15,9,0,0
Cortez Broughton ,DT,LAC,1,12,12,16,,,,,1.5,12.5,2020,15,0,0,0
Rashad Fenton ,DB,KC,1,3,3,5,,,,,0.0,0.0,2020,15,33,0,0
Maxx Crosby ,DE,LV,1,61,61,92,,,,,0.0,0.0,2020,15,0,0,0
Donovan Wilson ,S,DAL,1,83,83,99,,,,,18.5,22.3,2020,15,7,0,0
Jimmy Moreland ,CB,WAS,1,29,29,51,,,,,6.0,20.7,2020,15,7,0,0
Duke Shelley ,DB,CHI,1,66,66,97,,,,,0.0,0.0,2020,15,6,0,0
Terez Hall ,LB,NE,1,63,63,88,,,,,18.0,28.6,2020,15,17,0,0
Joe Giles-Harris ,LB,JAC,1,26,26,39,,,,,5.5,21.2,2020,15,8,0,0
Brandon Rusnak ,CB,JAC,1,1,1,1,,,,,0.0,0.0,2020,15,0,0,0
Alex Myres ,CB,DET,1,28,28,41,,,,,9.0,32.1,2020,15,18,0,0
Amani Bledsoe ,DE,CIN,1,20,20,31,,,,,1.5,7.5,2020,15,5,0,0
Matt Nelson ,DT,DET,1,33,33,3300,,,,,0.0,0.0,2020,15,0,0,0
Shy Tuttle ,DT,NO,1,46,46,47,,,,,6.8,14.8,2020,15,4,0,0
Kevin Givens ,DT,SF,1,18,18,31,,,,,2.3,12.8,2020,15,6,0,0
Troy Reeder ,LB,LAR,1,62,62,95,,,,,14.3,23.1,2020,15,10,0,0
Anthony Rush ,DT,GB,1,1,1,1,,,,,0.0,0.0,2020,15,0,0,0
Kevin Strong ,DT,DET,1,37,37,54,,,,,3.0,8.1,2020,15,5,0,0
Chase Young ,DE,WAS,1,48,48,84,,,,,3.0,6.3,2020,15,2,0,0
Isaiah Simmons ,LB,ARI,1,63,63,75,,,,,5.3,8.4,2020,15,5,0,0
A.J. Epenesa ,DE,BUF,1,22,22,34,,,,,1.5,6.8,2020,15,0,0,0
Derrick Brown ,DT,CAR,1,57,57,92,,,,,17.5,30.7,2020,15,5,4,0
Javon Kinlaw ,DT,SF,1,43,43,74,,,,,4.8,11.2,2020,15,2,0,0
Kenneth Murray ,LB,LAC,1,76,76,100,,,,,13.0,17.1,2020,15,8,0,0
Yetur Gross-Matos ,DE,CAR,1,52,52,84,,,,,1.5,2.9,2020,15,2,0,0
Xavier McKinney ,S,NYG,1,41,41,64,,,,,4.5,11.0,2020,15,5,0,0
A.J. Terrell ,CB,ATL,1,66,66,97,,,,,7.5,11.4,2020,15,8,0,0
Neville Gallimore ,DT,DAL,1,41,41,49,,,,,9.3,22.7,2020,15,5,0,0
K'Lavon Chaisson ,DE,JAC,1,27,27,41,,,,,4.0,14.8,2020,15,4,0,0
Zack Baun ,LB,NO,1,10,10,10,,,,,0.8,8.0,2020,15,0,0,0
Jordan Elliott ,DT,CLE,1,11,11,20,,,,,0.0,0.0,2020,15,0,0,0
Brandon Jones ,S,MIA,1,32,32,58,,,,,11.5,35.9,2020,15,13,0,0
Cameron Dantzler ,CB,MIN,1,61,61,95,,,,,11.0,18.0,2020,15,5,0,0
Jeff Gladney ,CB,MIN,1,64,64,100,,,,,10.0,15.6,2020,15,6,0,0
Josh Uche ,DE,NE,1,20,20,28,,,,,2.3,11.5,2020,15,5,0,0
Akeem Davis-Gaither ,LB,CIN,1,17,17,26,,,,,0.0,0.0,2020,15,0,0,0
Jabari Zuniga ,DE,NYJ,1,6,6,10,,,,,0.0,0.0,2020,15,0,0,0
Antoine Winfield Jr. ,S,TB,1,65,65,100,,,,,3.8,5.8,2020,15,2,0,0
Troy Dye ,LB,MIN,1,24,24,38,,,,,5.3,22.1,2020,15,4,0,0
Justin Madubuike ,DT,BAL,1,30,30,52,,,,,6.3,21.0,2020,15,7,0,0
Rashard Lawrence ,DT,ARI,1,24,24,29,,,,,2.3,9.6,2020,15,4,0,0
Jonathan Greenard ,DE,HOU,1,15,15,27,,,,,0.0,0.0,2020,15,0,0,0
Anfernee Jennings ,LB,NE,1,44,44,61,,,,,2.3,5.2,2020,15,0,0,0
James Lynch ,DT,MIN,1,4,4,6,,,,,0.0,0.0,2020,15,0,0,0
Jordyn Brooks ,LB,SEA,1,24,24,30,,,,,3.0,12.5,2020,15,8,0,0
Malik Harrison ,LB,BAL,1,8,8,14,,,,,1.5,18.8,2020,15,13,0,0
Jacob Phillips ,LB,CLE,1,22,22,41,,,,,2.3,10.5,2020,15,0,0,0
Leki Fotu ,DT,ARI,1,29,29,35,,,,,9.5,32.8,2020,15,3,3,0
Trevis Gipson ,DT,CHI,1,10,10,15,,,,,1.5,15.0,2020,15,0,0,0
Alex Highsmith ,DE,PIT,1,53,53,95,,,,,6.0,11.3,2020,15,6,0,0
McTelvin Agim ,DT,DEN,1,19,19,26,,,,,0.8,4.2,2020,15,0,0,0
K'Von Wallace ,S,PHI,1,23,23,34,,,,,1.5,6.5,2020,15,4,0,0
Raequan Williams ,DT,PHI,1,11,11,16,,,,,0.0,0.0,2020,15,0,0,0
Khalid Kareem ,DE,CIN,1,8,8,12,,,,,0.0,0.0,2020,15,0,0,0
Kyle Dugger ,S,NE,1,38,38,53,,,,,5.3,13.9,2020,15,8,0,0
Michael Ojemudia ,CB,DEN,1,55,55,75,,,,,4.5,8.2,2020,15,5,0,0
Benito Jones ,DT,MIA,1,3,3,5,,,,,0.0,0.0,2020,15,0,0,0
D.J. Wonnum ,DE,MIN,1,43,43,67,,,,,5.3,12.3,2020,15,5,0,0
Alton Robinson ,DE,SEA,1,24,24,30,,,,,11.0,45.8,2020,15,4,4,0
Ross Blacklock ,DT,HOU,1,8,8,15,,,,,0.0,0.0,2020,15,0,0,0
Julian Blackmon ,S,IND,1,69,69,100,,,,,0.8,1.2,2020,15,0,0,0
Carter Coughlin ,LB,NYG,1,28,28,44,,,,,5.3,18.9,2020,15,11,0,0
Bravvion Roy ,DT,CAR,1,47,47,76,,,,,6.3,13.4,2020,15,4,0,0
Kamal Martin ,LB,GB,1,22,22,32,,,,,4.5,20.5,2020,15,9,0,0
Carlos Davis ,DT,PIT,1,2,2,4,,,,,0.0,0.0,2020,15,0,0,0
Patrick Queen ,LB,BAL,1,47,47,81,,,,,19.0,40.4,2020,15,9,2,0
Jeremy Chinn ,S,CAR,1,62,62,100,,,,,9.0,14.5,2020,15,8,0,0
Khaleke Hudson ,LB,WAS,1,28,28,49,,,,,8.5,30.4,2020,15,11,0,0
Kamren Curl ,S,WAS,1,57,57,100,,,,,10.5,18.4,2020,15,11,0,0
Krys Barnes ,LB,GB,1,31,31,45,,,,,15.5,50.0,2020,15,19,0,0
Casey Toohill ,LB,WAS,1,3,3,5,,,,,0.8,26.7,2020,15,0,0,0
Willie Gay Jr. ,LB,KC,1,12,12,22,,,,,3.0,25.0,2020,15,8,0,0
Broderick Washington Jr. ,DT,BAL,1,15,15,26,,,,,0.0,0.0,2020,15,0,0,0
John Penisini ,DT,DET,1,48,48,71,,,,,8.5,17.7,2020,15,4,0,0
Doug Costin ,DT,JAC,1,52,52,79,,,,,1.5,2.9,2020,15,0,0,0
Bryce Huff ,DE,NYJ,1,5,5,8,,,,,0.0,0.0,2020,15,0,0,0
Troy Pride Jr. ,CB,CAR,1,18,18,29,,,,,1.5,8.3,2020,15,6,0,0
Malcolm Roach ,DT,NO,1,37,37,38,,,,,3.8,10.3,2020,15,3,0,0
Michael Danna ,DE,KC,1,13,13,24,,,,,0.0,0.0,2020,15,0,0,0
Tae Crowder ,LB,NYG,1,45,45,70,,,,,9.3,20.7,2020,15,7,0,0
Teair Tart ,DT,TEN,1,21,21,32,,,,,4.0,19.0,2020,15,5,0,0
Mykal Walker ,LB,ATL,1,22,22,32,,,,,0.0,0.0,2020,15,0,0,0
Kindle Vildor ,CB,CHI,1,30,30,44,,,,,6.8,22.7,2020,15,13,0,0
Myles Bryant ,CB,NE,1,8,8,11,,,,,3.0,37.5,2020,15,25,0,0
Jordan Fuller ,S,LAR,1,65,65,100,,,,,9.8,15.1,2020,15,9,0,0
Markus Bailey ,LB,CIN,1,9,9,14,,,,,0.0,0.0,2020,15,0,0,0
Javelin Guidry ,CB,NYJ,1,59,59,100,,,,,9.0,15.3,2020,15,10,0,0
Tershawn Wharton ,DE,KC,1,29,29,53,,,,,1.5,5.2,2020,15,3,0,0
L'Jarius Sneed ,CB,KC,1,51,51,93,,,,,19.0,37.3,2020,15,2,2,0
Elijah Riley ,CB,PHI,1,2,2,3,,,,,0.0,0.0,2020,15,0,0,0
Auzoyah Alufohai ,DT,HOU,1,16,16,29,,,,,0.8,5.0,2020,15,0,0,0
JuJu Hughes ,S,LAR,1,6,6,9,,,,,0.0,0.0,2020,15,0,0,0
Blake Lynch ,LB,MIN,1,1,1,2,,,,,0.8,80.0,2020,15,0,0,0
Jaylinn Hawkins ,S,ATL,1,12,12,18,,,,,0.0,0.0,2020,15,0,0,0
Chris Claybrooks ,CB,JAC,1,40,40,61,,,,,2.3,5.8,2020,15,3,0,0
Vernon Scott ,S,GB,1,10,10,14,,,,,1.5,15.0,2020,15,10,0,0
Michael Jacquet ,DB,PHI,1,68,68,100,,,,,0.0,0.0,2020,15,7,1,0
Niko Lalos ,DE,NYG,1,16,16,25,,,,,0.8,5.0,2020,15,0,0,0
Delrick Abrams Jr. ,CB,ATL,1,6,6,9,,,,,0.0,0.0,2020,15,0,0,0
Tyler Hall ,CB,ATL,1,5,5,7,,,,,3.0,60.0,2020,15,40,0,0
Myles Hartsfield ,DB,CAR,1,29,29,47,,,,,0.0,0.0,2020,15,7,0,0
Chris Jackson ,DB,TEN,1,9,9,14,,,,,0.0,0.0,2020,15,22,0,0
Patrick Peterson ,CB,ARI,1,55,55,98,,,,,3.8,6.9,2020,16,4,0,0
Adrian Clayborn ,DE,CLE,1,18,18,26,,,,,0.0,0.0,2020,16,0,0,0
Cameron Heyward ,DE,PIT,1,58,58,84,,,,,11.8,20.3,2020,16,3,2,0
Robert Quinn ,LB,CHI,1,30,30,55,,,,,3.0,10.0,2020,16,7,0,0
J.J. Watt ,DE,HOU,1,70,70,92,,,,,3.0,4.3,2020,16,1,0,0
Aldon Smith ,DE,DAL,1,53,53,73,,,,,1.5,2.8,2020,16,2,0,0
Allen Bailey ,DE,ATL,1,20,20,30,,,,,0.0,0.0,2020,16,0,0,0
