Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps,Year,Week,Tackle %,Sack %,QB Hit %
C.J. Prosise ,RB,SEA,1,10,10,15,50,10,60,60,2.5,25.0,2019,15,,,
Tyler Higbee ,TE,LAR,1,63,63,85,0,22,19,22,11.1,17.6,2019,15,,,
Will Fuller V ,WR,HOU,1,59,59,94,0,12,8,12,6.1,10.3,2019,15,,,
Kenyan Drake ,RB,ARI,1,46,46,75,48,2,50,50,38.6,83.9,2019,15,,,
Jacoby Brissett ,QB,IND,1,56,56,100,2,0,63,63,7.3,13.0,2019,15,,,
Nick Vannett ,TE,PIT,1,54,54,92,0,11,9,11,4.0,7.4,2019,15,,,
Demarcus Robinson ,WR,KC,1,38,38,55,0,8,5,8,2.1,5.5,2019,15,,,
Seth DeValve ,TE,JAC,1,29,29,51,0,7,7,7,2.3,7.9,2019,15,,,
Robby Anderson ,WR,NYJ,1,60,60,97,0,10,7,10,8.6,14.3,2019,15,,,
Cody Core ,WR,NYG,1,3,3,4,0,0,0,0,0.0,0.0,2019,15,,,
Alex Erickson ,WR,CIN,1,50,50,76,0,10,2,10,-1.4,-2.8,2019,15,,,
Josh Ferguson ,RB,WAS,1,3,3,6,100,0,100,100,0.9,30.0,2019,15,,,
Derek Watt ,RB,LAC,1,5,5,8,0,0,0,0,0.0,0.0,2019,15,,,
Tyreek Hill ,WR,KC,1,57,57,83,2,12,11,14,18.8,33.0,2019,15,,,
Johnny Holton ,WR,PIT,1,13,13,22,0,15,15,15,-0.1,-0.8,2019,15,,,
DeAndre Washington ,RB,OAK,1,11,11,15,55,27,73,82,2.2,20.0,2019,15,,,
Marcus Johnson ,WR,IND,1,45,45,80,0,9,4,9,3.7,8.2,2019,15,,,
Dwayne Washington ,RB,NO,1,6,6,9,50,0,50,50,2.0,33.3,2019,15,,,
Geronimo Allison ,WR,GB,1,32,32,54,0,13,6,13,1.9,5.9,2019,15,,,
Dan Vitale ,RB,GB,1,5,5,8,0,0,0,0,0.0,0.0,2019,15,,,
Peyton Barber ,RB,TB,1,21,21,28,48,10,57,57,4.0,19.0,2019,15,,,
J.P. Holtz ,TE,CHI,1,38,38,45,0,3,3,3,-0.1,-0.3,2019,15,,,
Kalif Raymond ,WR,TEN,1,15,15,22,0,13,7,13,0.2,1.3,2019,15,,,
Jalen Richard ,RB,OAK,1,22,22,29,5,14,14,18,3.6,16.4,2019,15,,,
C.J. Ham ,RB,MIN,1,30,30,46,3,10,13,13,1.8,6.0,2019,15,,,
J.D. McKissic ,RB,DET,1,12,12,19,8,25,25,33,0.9,7.5,2019,15,,,
Josh Perkins ,TE,PHI,1,16,16,21,0,0,0,0,0.0,0.0,2019,15,,,
Elijhaa Penny ,RB,NYG,1,8,8,12,13,0,13,13,-0.2,-2.5,2019,15,,,
Dalvin Cook ,RB,MIN,1,28,28,43,32,11,43,43,4.3,15.4,2019,15,,,
Mike Williams ,WR,LAC,1,52,52,84,0,17,8,17,13.1,25.2,2019,15,,,
Leonard Fournette ,RB,JAC,1,55,55,96,27,13,36,40,7.3,13.3,2019,15,,,
O.J. Howard ,TE,TB,1,66,66,88,0,11,6,11,4.6,7.0,2019,15,,,
Mitchell Trubisky ,QB,CHI,1,84,84,100,5,0,68,68,18.3,21.8,2019,15,,,
Corey Davis ,WR,TEN,1,52,52,76,0,12,6,12,5.7,11.0,2019,15,,,
John Ross ,WR,CIN,1,25,25,38,0,12,8,12,2.4,9.6,2019,15,,,
Christian McCaffrey ,RB,CAR,1,72,72,100,26,14,39,42,29.5,41.0,2019,15,,,
Deshaun Watson ,QB,HOU,1,63,63,100,11,0,54,54,18.9,30.0,2019,15,,,
Chris Godwin ,WR,TB,1,46,46,61,0,17,11,17,12.1,26.3,2019,15,,,
Patrick Mahomes II ,QB,KC,1,68,68,99,4,0,54,54,23.7,34.9,2019,15,,,
Joe Mixon ,RB,CIN,1,44,44,67,57,7,64,64,15.6,35.5,2019,15,,,
Alvin Kamara ,RB,NO,1,42,42,63,33,12,45,45,8.9,21.2,2019,15,,,
Jamaal Williams ,RB,GB,1,24,24,41,33,4,38,38,3.3,13.8,2019,15,,,
Kareem Hunt ,RB,CLE,1,43,43,61,9,21,28,30,7.6,17.7,2019,15,,,
Zay Jones ,WR,OAK,1,50,50,67,0,4,2,4,0.5,1.0,2019,15,,,
Isaiah Ford ,WR,MIA,1,31,31,44,0,16,10,16,2.1,6.8,2019,15,,,
Cooper Kupp ,WR,LAR,1,68,68,92,0,9,9,9,10.1,14.9,2019,15,,,
Curtis Samuel ,WR,CAR,1,66,66,92,6,11,14,17,11.4,17.3,2019,15,,,
Dede Westbrook ,WR,JAC,1,53,53,93,2,8,6,9,2.1,4.0,2019,15,,,
Josh Reynolds ,WR,LAR,1,27,27,36,0,15,7,15,3.6,13.3,2019,15,,,
Marlon Mack ,RB,IND,1,25,25,45,44,0,44,44,1.9,7.6,2019,15,,,
James Conner ,RB,PIT,1,34,34,58,24,15,35,38,11.1,32.6,2019,15,,,
Brian Hill ,RB,ATL,1,10,10,15,10,0,10,10,1.6,16.0,2019,15,,,
Tarik Cohen ,RB,CHI,1,55,55,65,15,18,27,33,8.5,15.5,2019,15,,,
Jonnu Smith ,TE,TEN,1,55,55,81,2,9,11,11,11.7,21.3,2019,15,,,
Jeremy Sprinkle ,TE,WAS,1,43,43,81,0,5,5,5,1.3,3.0,2019,15,,,
Cooper Rush ,QB,DAL,1,2,2,3,0,0,0,0,0.0,0.0,2019,15,,,
Austin Ekeler ,RB,LAC,1,30,30,48,23,23,40,47,8.1,27.0,2019,15,,,
Kenny Golladay ,WR,DET,1,60,60,94,0,12,5,12,4.4,7.3,2019,15,,,
Robert Davis ,WR,PHI,1,16,16,21,0,0,0,0,0.0,0.0,2019,15,,,
Krishawn Hogan ,WR,NO,1,15,15,22,0,0,0,0,0.0,0.0,2019,15,,,
George Kittle ,TE,SF,1,61,61,94,0,28,21,28,13.4,22.0,2019,15,,,
Robert Tonyan ,TE,GB,1,9,9,15,0,22,11,22,0.5,5.6,2019,15,,,
Jacob Hollister ,TE,SEA,1,46,46,69,0,7,7,7,2.3,5.0,2019,15,,,
Mason Schreck ,TE,CIN,1,1,1,2,0,0,0,0,0.0,0.0,2019,15,,,
Cethan Carter ,TE,CIN,1,32,32,48,0,6,6,6,7.3,22.8,2019,15,,,
Tim Patrick ,WR,DEN,1,40,40,66,0,18,8,18,2.6,6.5,2019,15,,,
Mo Alie-Cox ,TE,IND,1,14,14,25,0,0,0,0,0.0,0.0,2019,15,,,
Isaiah McKenzie ,WR,BUF,1,30,30,46,0,0,0,0,0.0,0.0,2019,15,,,
Blake Jarwin ,TE,DAL,1,38,38,52,0,8,5,8,4.0,10.5,2019,15,,,
Aaron Jones ,RB,GB,1,35,35,59,37,0,37,37,17.1,48.9,2019,15,,,
Alex Armah ,RB,CAR,1,4,4,6,0,0,0,0,0.0,0.0,2019,15,,,
Ricky Seals-Jones ,TE,CLE,1,19,19,27,0,21,16,21,12.9,67.9,2019,15,,,
Johnny Mundt ,TE,LAR,1,11,11,15,0,27,18,27,1.5,13.6,2019,15,,,
Chris Carson ,RB,SEA,1,51,51,76,47,4,49,51,25.7,50.4,2019,15,,,
David Moore ,WR,SEA,1,10,10,15,0,0,0,0,0.0,0.0,2019,15,,,
Anthony Firkser ,TE,TEN,1,18,18,26,0,22,6,22,0.7,3.9,2019,15,,,
C.J. Board ,WR,JAC,1,11,11,19,0,9,9,9,0.8,7.3,2019,15,,,
Keelan Cole Sr. ,WR,JAC,1,43,43,75,0,14,7,14,7.6,17.7,2019,15,,,
Dare Ogunbowale ,RB,TB,1,21,21,28,5,5,10,10,1.6,7.6,2019,15,,,
Andre Patton ,WR,LAC,1,46,46,74,0,2,2,2,0.8,1.7,2019,15,,,
Zach Pascal ,WR,IND,1,45,45,80,0,13,9,13,4.4,9.8,2019,15,,,
Matt Breida ,RB,SF,1,12,12,18,33,17,50,50,-0.3,-2.5,2019,15,,,
Kendrick Bourne ,WR,SF,1,34,34,52,0,6,3,6,1.1,3.2,2019,15,,,
Tyrone Swoopes ,TE,SEA,1,22,22,33,0,0,0,0,0.0,0.0,2019,15,,,
Taysom Hill ,QB,NO,1,17,17,25,12,12,24,24,10.3,60.6,2019,15,,,
Greg Ward ,WR,PHI,1,58,58,75,0,16,12,16,12.1,20.9,2019,15,,,
Dan Arnold ,TE,ARI,1,11,11,18,0,9,9,9,6.6,60.0,2019,15,,,
Patrick Ricard ,RB,BAL,1,19,19,29,0,11,0,11,0.0,0.0,2019,15,,,
Fred Brown ,WR,DEN,1,7,7,11,0,0,0,0,0.0,0.0,2019,15,,,
Trey Edmunds ,RB,PIT,1,1,1,2,0,0,0,0,0.0,0.0,2019,15,,,
Brandon Zylstra ,WR,CAR,1,2,2,3,0,0,0,0,0.0,0.0,2019,15,,,
Lamar Jackson ,QB,BAL,1,54,54,83,15,0,57,57,37.1,68.7,2019,15,,,
Sam Darnold ,QB,NYJ,1,60,60,97,2,0,55,55,16.8,28.0,2019,15,,,
Baker Mayfield ,QB,CLE,1,70,70,100,3,0,64,64,18.0,25.7,2019,15,,,
Saquon Barkley ,RB,NYG,1,53,53,79,45,9,53,55,26.3,49.6,2019,15,,,
Ronald Jones II ,RB,TB,1,34,34,45,32,9,35,41,4.9,14.4,2019,15,,,
Royce Freeman ,RB,DEN,1,32,32,52,16,13,28,28,2.6,8.1,2019,15,,,
Nick Chubb ,RB,CLE,1,35,35,50,49,9,57,57,20.8,59.4,2019,15,,,
Myles Gaskin ,RB,MIA,1,34,34,48,26,9,32,35,7.2,21.2,2019,15,,,
Courtland Sutton ,WR,DEN,1,54,54,89,0,19,7,19,7.9,14.6,2019,15,,,
James Washington ,WR,PIT,1,50,50,85,0,22,10,22,8.3,16.6,2019,15,,,
Anthony Miller ,WR,CHI,1,79,79,94,0,19,11,19,17.8,22.5,2019,15,,,
Marcell Ateman ,WR,OAK,1,3,3,4,0,0,0,0,0.0,0.0,2019,15,,,
Michael Gallup ,WR,DAL,1,59,59,81,0,5,2,5,0.6,1.0,2019,15,,,
Tre'Quan Smith ,WR,NO,1,45,45,67,0,2,2,2,8.1,18.0,2019,15,,,
Deon Cain ,WR,PIT,1,18,18,31,0,6,0,6,0.0,0.0,2019,15,,,
D.J. Moore ,WR,CAR,1,70,70,97,1,17,13,19,12.3,17.6,2019,15,,,
Christian Kirk ,WR,ARI,1,54,54,89,2,9,9,11,6.1,11.3,2019,15,,,
Mark Andrews ,TE,BAL,1,23,23,35,0,30,17,30,11.2,48.7,2019,15,,,
Dallas Goedert ,TE,PHI,1,65,65,84,0,9,8,9,5.5,8.5,2019,15,,,
Jaylen Samuels ,RB,PIT,1,17,17,29,12,6,18,18,0.4,2.4,2019,15,,,
Mike Gesicki ,TE,MIA,1,55,55,77,0,15,7,15,4.7,8.5,2019,15,,,
Troy Fumagalli ,TE,DEN,1,18,18,30,0,6,6,6,0.7,3.9,2019,15,,,
Hayden Hurst ,TE,BAL,1,18,18,28,0,11,6,11,1.9,10.6,2019,15,,,
Braxton Berrios ,WR,NYJ,1,5,5,8,0,0,0,0,0.0,0.0,2019,15,,,
Nyheim Hines ,RB,IND,1,9,9,16,22,22,44,44,1.2,13.3,2019,15,,,
Josh Allen ,QB,BUF,1,65,65,100,11,0,49,49,17.4,26.8,2019,15,,,
Justin Jackson ,RB,LAC,1,13,13,21,38,15,54,54,1.7,13.1,2019,15,,,
Allen Lazard ,WR,GB,1,46,46,78,0,7,4,7,1.4,3.0,2019,15,,,
Richie James Jr. ,WR,SF,1,3,3,5,0,0,0,0,0.0,0.0,2019,15,,,
Sony Michel ,RB,NE,1,27,27,42,70,7,74,78,10.3,38.1,2019,15,,,
Dalton Schultz ,TE,DAL,1,16,16,22,0,0,0,0,0.0,0.0,2019,15,,,
Ian Thomas ,TE,CAR,1,69,69,96,0,4,3,4,2.3,3.3,2019,15,,,
Javon Wims ,WR,CHI,1,8,8,10,0,0,0,0,0.0,0.0,2019,15,,,
Jordan Thomas ,TE,HOU,1,1,1,2,0,0,0,0,0.0,0.0,2019,15,,,
Jordan Akins ,TE,HOU,1,38,38,60,0,5,5,5,0.7,1.8,2019,15,,,
DaeSean Hamilton ,WR,DEN,1,49,49,80,0,18,4,18,1.3,2.7,2019,15,,,
Jordan Wilkins ,RB,IND,1,24,24,43,13,13,17,25,7.7,32.1,2019,15,,,
Phillip Lindsay ,RB,DEN,1,23,23,38,30,9,30,39,3.2,13.9,2019,15,,,
Durham Smythe ,TE,MIA,1,23,23,32,0,0,0,0,0.0,0.0,2019,15,,,
Noah Fant ,TE,DEN,1,27,27,44,0,11,7,11,5.6,20.7,2019,15,,,
Marquez Valdes-Scantling ,WR,GB,1,7,7,12,0,14,0,14,0.0,0.0,2019,15,,,
Damion Ratley ,WR,CLE,1,21,21,30,0,10,10,10,3.3,15.7,2019,15,,,
Tyler Conklin ,TE,MIN,1,30,30,46,0,0,0,0,0.0,0.0,2019,15,,,
Justin Watson ,WR,TB,1,42,42,56,0,5,5,5,1.7,4.0,2019,15,,,
Russell Gage ,WR,ATL,1,51,51,76,2,12,12,14,3.3,6.5,2019,15,,,
Boston Scott ,RB,PHI,1,35,35,45,17,20,37,37,6.5,18.6,2019,15,,,
Chris Lacy ,WR,DET,1,42,42,66,0,5,2,5,4.8,11.4,2019,15,,,
Da'Mari Scott ,WR,NYG,1,8,8,12,0,0,0,0,0.0,0.0,2019,15,,,
Gus Edwards ,RB,BAL,1,18,18,28,28,0,28,28,3.5,19.4,2019,15,,,
Vyncint Smith ,WR,NYJ,1,38,38,61,0,13,8,13,4.0,10.5,2019,15,,,
Byron Pringle ,WR,KC,1,6,6,9,0,0,0,0,0.0,0.0,2019,15,,,
Mike Boone ,RB,MIN,1,21,21,32,62,0,62,62,17.6,83.8,2019,15,,,
Tanner Hudson ,TE,TB,1,6,6,8,0,17,17,17,1.4,23.3,2019,15,,,
Christian Blake ,WR,ATL,1,57,57,85,0,2,0,2,0.0,0.0,2019,15,,,
Kyle Allen ,QB,CAR,1,72,72,100,7,0,64,64,14.6,20.3,2019,15,,,
Ross Dwelley ,TE,SF,1,3,3,5,0,0,0,0,0.0,0.0,2019,15,,,
Trent Sherfield ,WR,ARI,1,2,2,3,0,0,0,0,0.0,0.0,2019,15,,,
Cam Sims ,WR,WAS,1,2,2,4,0,0,0,0,0.0,0.0,2019,15,,,
Dontrell Hilliard ,RB,CLE,1,7,7,10,0,0,0,0,0.0,0.0,2019,15,,,
Jaeden Graham ,TE,ATL,1,4,4,6,0,0,0,0,0.0,0.0,2019,15,,,
KhaDarel Hodge ,WR,CLE,1,30,30,43,0,3,0,3,0.0,0.0,2019,15,,,
Malik Turner ,WR,SEA,1,21,21,31,0,14,14,14,2.6,12.4,2019,15,,,
Dwayne Haskins ,QB,WAS,1,53,53,100,6,0,58,58,19.0,35.8,2019,15,,,
A.J. Brown ,WR,TEN,1,62,62,91,0,21,13,21,17.4,28.1,2019,15,,,
D.K. Metcalf ,WR,SEA,1,55,55,82,0,7,4,7,9.6,17.5,2019,15,,,
N'Keal Harry ,WR,NE,1,38,38,58,5,11,11,16,9.7,25.5,2019,15,,,
Drew Lock ,QB,DEN,1,59,59,97,3,0,71,71,7.6,12.9,2019,15,,,
Marquise Brown ,WR,BAL,1,47,47,72,0,9,9,9,10.5,22.3,2019,15,,,
Kelvin Harmon ,WR,WAS,1,44,44,83,0,7,5,7,2.2,5.0,2019,15,,,
JJ Arcega-Whiteside ,WR,PHI,1,71,71,92,0,3,0,3,0.0,0.0,2019,15,,,
David Montgomery ,RB,CHI,1,36,36,43,39,3,42,42,4.9,13.6,2019,15,,,
Deebo Samuel ,WR,SF,1,57,57,88,2,5,4,7,3.7,6.5,2019,15,,,
Justice Hill ,RB,BAL,1,10,10,15,40,0,40,40,1.5,15.0,2019,15,,,
Riley Ridley ,WR,CHI,1,41,41,49,0,5,5,5,1.0,2.4,2019,15,,,
Josh Jacobs ,RB,OAK,1,43,43,57,56,7,60,63,10.9,25.3,2019,15,,,
Devin Singletary ,RB,BUF,1,46,46,71,46,7,50,52,6.9,15.0,2019,15,,,
Miles Sanders ,RB,PHI,1,55,55,71,35,11,45,45,29.2,53.1,2019,15,,,
Kaden Smith ,TE,NYG,1,67,67,100,0,4,4,4,3.8,5.7,2019,15,,,
Patrick Laird ,RB,MIA,1,34,34,48,35,15,41,50,5.4,15.9,2019,15,,,
Alexander Hollins ,WR,MIN,1,8,8,12,0,0,0,0,0.0,0.0,2019,15,,,
Ty Johnson ,RB,DET,1,29,29,45,7,17,21,24,0.0,0.0,2019,15,,,
Andy Isabella ,WR,ARI,1,15,15,25,7,7,13,13,0.3,2.0,2019,15,,,
Terry McLaurin ,WR,WAS,1,47,47,89,0,11,11,11,19.0,40.4,2019,15,,,
Travis Fulgham ,WR,DET,1,4,4,6,0,0,0,0,0.0,0.0,2019,15,,,
Qadree Ollison ,RB,ATL,1,1,1,1,100,0,100,100,6.1,610.0,2019,15,,,
Jesper Horsted ,TE,CHI,1,41,41,49,0,7,2,7,-1.1,-2.7,2019,15,,,
Wes Hills ,RB,DET,1,23,23,36,43,9,52,52,14.2,61.7,2019,15,,,
Ryquell Armstead ,RB,JAC,1,2,2,4,50,0,50,50,0.1,5.0,2019,15,,,
Keelan Doss ,WR,OAK,1,35,35,47,0,6,3,6,1.7,4.9,2019,15,,,
Gardner Minshew II ,QB,JAC,1,57,57,100,9,0,60,60,18.7,32.8,2019,15,,,
Trevon Wesco ,TE,NYJ,1,29,29,47,0,0,0,0,0.0,0.0,2019,15,,,
Alec Ingold ,RB,OAK,1,17,17,23,0,18,18,18,2.2,12.9,2019,15,,,
Mecole Hardman ,WR,KC,1,14,14,20,0,14,7,14,1.0,7.1,2019,15,,,
Jakobi Meyers ,WR,NE,1,7,7,11,0,0,0,0,0.0,0.0,2019,15,,,
Kyler Murray ,QB,ARI,1,61,61,100,13,0,54,54,17.4,28.5,2019,15,,,
Isaac Nauta ,TE,DET,1,12,12,19,0,17,8,17,1.0,8.3,2019,15,,,
Trayveon Williams ,RB,CIN,1,1,1,2,0,0,0,0,0.0,0.0,2019,15,,,
Benny Snell Jr. ,RB,PIT,1,2,2,3,100,0,100,100,0.1,5.0,2019,15,,,
Irv Smith Jr. ,TE,MIN,1,42,42,65,0,7,5,7,6.8,16.2,2019,15,,,
Jace Sternberger ,TE,GB,1,14,14,24,0,0,0,0,0.0,0.0,2019,15,,,
Diontae Johnson ,WR,PIT,1,44,44,75,0,16,11,16,4.2,9.5,2019,15,,,
Travis Homer ,RB,SEA,1,6,6,9,33,0,33,33,0.7,11.7,2019,15,,,
Darwin Thompson ,RB,KC,1,24,24,35,33,4,38,38,3.9,16.3,2019,15,,,
Stanley Morgan Jr. ,WR,CIN,1,6,6,9,0,0,0,0,0.0,0.0,2019,15,,,
Kerrith Whyte Jr. ,RB,PIT,1,6,6,10,17,0,17,17,0.5,8.3,2019,15,,,
Dawson Knox ,TE,BUF,1,31,31,48,0,3,3,3,1.1,3.5,2019,15,,,
Miles Boykin ,WR,BAL,1,19,19,29,0,5,5,5,6.5,34.2,2019,15,,,
Ashton Dulin ,WR,IND,1,9,9,16,0,11,11,11,0.4,4.4,2019,15,,,
Ishmael Hyman ,WR,TB,1,13,13,17,0,8,8,8,0.3,2.3,2019,15,,,
Zach Gentry ,TE,PIT,1,14,14,24,0,7,7,7,0.4,2.9,2019,15,,,
Tony Pollard ,RB,DAL,1,23,23,32,52,9,61,61,20.3,88.3,2019,15,,,
Darius Slayton ,WR,NYG,1,47,47,70,0,6,4,6,9.1,19.4,2019,15,,,
Olabisi Johnson ,WR,MIN,1,26,26,40,4,4,8,8,2.5,9.6,2019,15,,,
Scotty Miller ,WR,TB,1,11,11,15,0,27,27,27,10.9,99.1,2019,15,,,
John Ursua ,WR,SEA,1,2,2,3,0,0,0,0,0.0,0.0,2019,15,,,
Andrew Beck ,TE,DEN,1,13,13,21,0,23,15,23,1.3,10.0,2019,15,,,
David Blough ,QB,DET,1,64,64,100,8,0,75,75,10.3,16.1,2019,15,,,
Stephen Carlson ,TE,CLE,1,17,17,24,0,0,0,0,0.0,0.0,2019,15,,,
Hale Hentges ,TE,WAS,1,21,21,40,0,0,0,0,0.0,0.0,2019,15,,,
Jeff Smith ,WR,NYJ,1,14,14,23,0,14,7,14,1.2,8.6,2019,15,,,
Khari Blasingame ,RB,TEN,1,13,13,19,0,8,8,8,0.0,0.0,2019,15,,,
Olamide Zaccheaus ,WR,ATL,1,5,5,7,0,0,0,0,0.0,0.0,2019,15,,,
Deonte Harris ,WR,NO,1,9,9,13,0,11,11,11,0.1,1.1,2019,15,,,
Jason Moore ,WR,LAC,1,8,8,13,0,0,0,0,0.0,0.0,2019,15,,,
Steven Sims ,WR,WAS,1,37,37,70,0,30,14,30,10.5,28.4,2019,15,,,
Ventell Bryant ,WR,DAL,1,2,2,3,0,0,0,0,0.0,0.0,2019,15,,,
Devlin Hodges ,QB,PIT,1,59,59,100,2,0,66,66,8.5,14.4,2019,15,,,
Aaron Rodgers ,QB,GB,1,77,77,100,4,0,56,56,9.3,12.1,2019,16,,,
Adrian Peterson ,RB,WAS,1,35,35,50,43,6,49,49,11.5,32.9,2019,16,,,
Benjamin Watson ,TE,NE,1,31,31,42,0,10,10,10,1.5,4.8,2019,16,,,
Brian Hoyer ,QB,IND,1,3,3,5,100,0,100,100,-0.2,-6.7,2019,16,,,
Danny Amendola ,WR,DET,1,41,41,82,0,7,5,7,2.1,5.1,2019,16,,,
Drew Brees ,QB,NO,1,68,68,97,4,0,60,60,22.9,33.7,2019,16,,,
Frank Gore ,RB,BUF,1,2,2,4,0,0,0,0,0.0,0.0,2019,16,,,
Greg Olsen ,TE,CAR,1,40,40,57,0,13,5,13,3.3,8.3,2019,16,,,
Jared Cook ,TE,NO,1,36,36,51,0,11,8,11,20.4,56.7,2019,16,,,
Jason Witten ,TE,DAL,1,49,49,78,0,6,4,6,1.4,2.9,2019,16,,,
Julian Edelman ,WR,NE,1,52,52,71,0,12,10,12,9.2,17.7,2019,16,,,
Larry Fitzgerald ,WR,ARI,1,60,60,87,0,12,7,12,10.8,18.0,2019,16,,,
Marcedes Lewis ,TE,GB,1,41,41,53,0,2,2,2,0.2,0.5,2019,16,,,
Matt Moore ,QB,KC,1,1,1,2,100,0,100,100,-0.1,-10.0,2019,16,,,
Matt Ryan ,QB,ATL,1,75,75,99,5,0,65,65,18.0,24.0,2019,16,,,
Matthew Slater ,WR,NE,1,3,3,4,0,0,0,0,0.0,0.0,2019,16,,,
Philip Rivers ,QB,LAC,1,60,60,98,0,0,65,65,11.2,18.7,2019,16,,,
Ryan Fitzpatrick ,QB,MIA,1,90,90,97,6,0,63,63,32.7,36.3,2019,16,,,
Ted Ginn Jr. ,WR,NO,1,25,25,36,0,4,0,4,0.0,0.0,2019,16,,,
Tom Brady ,QB,NE,1,73,73,100,5,0,51,51,17.2,23.6,2019,16,,,
Golden Tate ,WR,NYG,1,59,59,84,0,19,10,19,9.6,16.3,2019,16,,,
Andre Roberts ,WR,BUF,1,13,13,24,0,0,0,0,0.0,0.0,2019,16,,,
Emmanuel Sanders ,WR,SF,1,56,56,98,0,11,5,11,6.1,10.9,2019,16,,,
Jimmy Graham ,TE,GB,1,41,41,53,0,2,2,2,1.6,3.9,2019,16,,,
Julio Jones ,WR,ATL,1,57,57,75,0,26,18,26,16.6,29.1,2019,16,,,
Mark Ingram II ,RB,BAL,1,30,30,41,27,7,33,33,15.1,50.3,2019,16,,,
Randall Cobb ,WR,DAL,1,48,48,76,0,15,10,15,7.3,15.2,2019,16,,,
Kyle Rudolph ,TE,MIN,1,36,36,65,0,6,3,6,0.7,1.9,2019,16,,,
Andy Dalton ,QB,CIN,1,90,90,100,0,0,62,62,33.8,37.6,2019,16,,,
Luke Stocker ,TE,ATL,1,40,40,53,0,3,0,3,0.0,0.0,2019,16,,,
Bilal Powell ,RB,NYJ,1,4,4,7,25,50,50,75,0.8,20.0,2019,16,,,
Anthony Sherman ,RB,KC,1,4,4,6,0,0,0,0,0.0,0.0,2019,16,,,
Dion Lewis ,RB,TEN,1,43,43,69,35,5,37,40,8.7,20.2,2019,16,,,
Lee Smith ,TE,BUF,1,2,2,4,0,0,0,0,0.0,0.0,2019,16,,,
Charles Clay ,TE,ARI,1,4,4,6,0,25,25,25,1.6,40.0,2019,16,,,
Tyrod Taylor ,QB,LAC,1,2,2,3,100,0,100,100,-0.2,-10.0,2019,16,,,
Virgil Green ,TE,LAC,1,12,12,20,0,8,8,8,0.4,3.3,2019,16,,,
Ryan Tannehill ,QB,TEN,1,62,62,100,2,0,45,45,23.7,38.2,2019,16,,,
Kirk Cousins ,QB,MIN,1,54,54,98,0,2,57,59,7.9,14.6,2019,16,,,
Russell Wilson ,QB,SEA,1,57,57,100,4,0,58,58,11.0,19.3,2019,16,,,
Mohamed Sanu ,WR,NE,1,70,70,96,0,7,4,7,2.4,3.4,2019,16,,,
T.Y. Hilton ,WR,IND,1,38,38,59,0,11,8,11,2.6,6.8,2019,16,,,
Jarius Wright ,WR,CAR,1,40,40,57,0,13,3,13,1.9,4.8,2019,16,,,
Brandon Bolden ,RB,NE,1,3,3,4,0,0,0,0,0.0,0.0,2019,16,,,
Derek Carrier ,TE,OAK,1,18,18,29,0,11,11,11,1.2,6.7,2019,16,,,
Case Keenum ,QB,WAS,1,35,35,50,3,0,66,66,16.4,46.9,2019,16,,,
Cole Beasley ,WR,BUF,1,46,46,84,0,26,15,26,10.8,23.5,2019,16,,,
Chris Hogan ,WR,CAR,1,52,52,74,0,6,4,6,1.6,3.1,2019,16,,,
Jamize Olawale ,RB,DAL,1,4,4,6,0,0,0,0,0.0,0.0,2019,16,,,
Travis Kelce ,TE,KC,1,61,61,92,0,15,13,15,13.4,22.0,2019,16,,,
DeAndre Hopkins ,WR,HOU,1,65,65,98,0,14,8,14,2.3,3.5,2019,16,,,
Robert Woods ,WR,LAR,1,70,70,100,3,16,14,19,12.3,17.6,2019,16,,,
Kenny Stills ,WR,HOU,1,56,56,85,0,16,9,16,5.7,10.2,2019,16,,,
Cordarrelle Patterson ,WR,CHI,1,6,6,10,17,17,33,33,2.1,35.0,2019,16,,,
Keenan Allen ,WR,LAC,1,53,53,87,2,19,11,21,6.6,12.5,2019,16,,,
Tavon Austin ,WR,DAL,1,16,16,25,0,13,6,13,0.5,3.1,2019,16,,,
Spencer Ware ,RB,KC,1,24,24,36,21,13,29,33,3.6,15.0,2019,16,,,
Giovani Bernard ,RB,CIN,1,51,51,57,4,6,8,10,1.5,2.9,2019,16,,,
Le'Veon Bell ,RB,NYJ,1,56,56,92,45,7,52,52,9.3,16.6,2019,16,,,
Chris Thompson ,RB,WAS,1,38,38,54,21,11,32,32,5.2,13.7,2019,16,,,
Rex Burkhead ,RB,NE,1,19,19,26,26,21,47,47,13.7,72.1,2019,16,,,
Kenjon Barner ,RB,ATL,1,2,2,3,0,0,0,0,0.0,0.0,2019,16,,,
Zach Ertz ,TE,PHI,1,59,59,81,0,10,7,10,2.8,4.7,2019,16,,,
Tyler Eifert ,TE,CIN,1,57,57,63,0,14,7,14,13.7,24.0,2019,16,,,
Levine Toilolo ,TE,SF,1,8,8,14,0,0,0,0,0.0,0.0,2019,16,,,
Vance McDonald ,TE,PIT,1,65,65,97,0,9,5,9,0.9,1.4,2019,16,,,
Kyle Juszczyk ,RB,SF,1,24,24,42,0,8,4,8,2.3,9.6,2019,16,,,
Luke Willson ,TE,SEA,1,22,22,39,0,0,0,0,0.0,0.0,2019,16,,,
Latavius Murray ,RB,NO,1,25,25,36,28,12,36,40,2.5,10.0,2019,16,,,
