Player,Pos,Team,Games,Snaps,Snap %,Season,Week
Miles Boykin,WR,BAL,1,21,0.3,2019,4
Ashton Dulin,WR,IND,1,3,0.04,2019,4
Jakob Johnson,RB,NWE,1,18,0.29,2019,4
Chandler Cox,RB,MIA,1,1,0.02,2019,4
Zach Gentry,TE,PIT,1,24,0.41,2019,4
Cullen Gillaspia,RB,HOU,1,1,0.01,2019,4
Tony Pollard,RB,DAL,1,2,0.03,2019,4
Darius Slayton,WR,NYG,1,34,0.44,2019,4
Olabisi Johnson,WR,MIN,1,34,0.57,2019,4
Scotty Miller,WR,TAM,1,8,0.11,2019,4
Andrew Beck,TE,DEN,1,3,0.05,2019,4
Deonte Harris,WR,NOR,1,7,0.1,2019,4
Jonathan Hilliman,RB,NYG,1,27,0.35,2019,4
Steven Sims,WR,WAS,1,4,0.08,2019,4
Darrius Shepherd,WR,GNB,1,15,0.19,2019,4
Tom Kennedy,WR,DET,1,8,0.11,2019,4
Damion Willis,WR,CIN,1,22,0.33,2019,4
Aaron Rodgers,QB,GNB,1,72,1.0,2019,5
Adrian Peterson,RB,WAS,1,15,0.27,2019,5
Chase Daniel,QB,CHI,1,56,1.0,2019,5
Darren Sproles,RB,PHI,1,9,0.13,2019,5
Delanie Walker,TE,TEN,1,25,0.43,2019,5
Frank Gore,RB,BUF,1,33,0.51,2019,5
Greg Olsen,TE,CAR,1,62,0.98,2019,5
Jared Cook,TE,NOR,1,42,0.61,2019,5
Jason Witten,TE,DAL,1,59,0.83,2019,5
Joe Flacco,QB,DEN,1,60,1.0,2019,5
Josh McCown,QB,PHI,1,5,0.07,2019,5
Julian Edelman,WR,NWE,1,71,0.92,2019,5
Larry Fitzgerald,WR,ARI,1,55,0.73,2019,5
LeSean McCoy,RB,KAN,1,14,0.23,2019,5
Marcedes Lewis,TE,GNB,1,34,0.47,2019,5
Matt Ryan,QB,ATL,1,73,1.0,2019,5
Philip Rivers,QB,LAC,1,70,1.0,2019,5
Ted Ginn,WR,NOR,1,44,0.64,2019,5
Tom Brady,QB,NWE,1,71,0.92,2019,5
Golden Tate,WR,NYG,1,45,0.66,2019,5
Demaryius Thomas,WR,NYJ,1,45,0.78,2019,5
Andre Roberts,WR,BUF,1,12,0.18,2019,5
Colt McCoy,QB,WAS,1,56,1.0,2019,5
Emmanuel Sanders,WR,DEN,1,38,0.63,2019,5
Jimmy Graham,TE,GNB,1,50,0.69,2019,5
Julio Jones,WR,ATL,1,55,0.75,2019,5
Mark Ingram,RB,BAL,1,52,0.66,2019,5
Randall Cobb,WR,DAL,1,59,0.83,2019,5
Kyle Rudolph,TE,MIN,1,60,0.9,2019,5
Andy Dalton,QB,CIN,1,66,1.0,2019,5
Lance Kendricks,TE,LAC,1,19,0.27,2019,5
Luke Stocker,TE,ATL,1,17,0.23,2019,5
Bilal Powell,RB,NYJ,1,2,0.03,2019,5
Anthony Sherman,RB,KAN,1,5,0.08,2019,5
Dion Lewis,RB,TEN,1,22,0.38,2019,5
Lee Smith,TE,BUF,1,21,0.32,2019,5
Charles Clay,TE,ARI,1,42,0.56,2019,5
Tyrod Taylor,QB,LAC,1,1,0.01,2019,5
Virgil Green,TE,LAC,1,54,0.77,2019,5
Kirk Cousins,QB,MIN,1,67,1.0,2019,5
Russell Wilson,QB,SEA,1,73,0.99,2019,5
Alshon Jeffery,WR,PHI,1,61,0.91,2019,5
Mohamed Sanu,WR,ATL,1,61,0.84,2019,5
T.Y. Hilton,WR,IND,1,67,0.83,2019,5
Jarius Wright,WR,CAR,1,49,0.78,2019,5
Travis Benjamin,WR,LAC,1,40,0.57,2019,5
Rhett Ellison,TE,NYG,1,29,0.43,2019,5
Brandon Bolden,RB,NWE,1,11,0.14,2019,5
Derek Carrier,TE,OAK,1,5,0.07,2019,5
Josh Gordon,WR,NWE,1,66,0.86,2019,5
Cole Beasley,WR,BUF,1,41,0.63,2019,5
Jamize Olawale,RB,DAL,1,2,0.03,2019,5
Josh Bellamy,WR,NYJ,1,11,0.19,2019,5
Travis Kelce,TE,KAN,1,56,0.92,2019,5
Marquise Goodwin,WR,SFO,1,46,0.61,2019,5
DeAndre Hopkins,WR,HOU,1,68,0.96,2019,5
Robert Woods,WR,LAR,1,65,0.92,2019,5
Cordarrelle Patterson,WR,CHI,1,2,0.04,2019,5
Keenan Allen,WR,LAC,1,69,0.99,2019,5
Tavon Austin,WR,DAL,1,16,0.23,2019,5
Giovani Bernard,RB,CIN,1,26,0.39,2019,5
Le'Veon Bell,RB,NYJ,1,51,0.88,2019,5
Chris Thompson,RB,WAS,1,31,0.55,2019,5
Zach Ertz,TE,PHI,1,56,0.84,2019,5
Tyler Eifert,TE,CIN,1,18,0.27,2019,5
Levine Toilolo,TE,SFO,1,17,0.22,2019,5
Vance McDonald,TE,PIT,1,35,0.6,2019,5
Kyle Juszczyk,RB,SFO,1,34,0.45,2019,5
Luke Willson,TE,SEA,1,42,0.57,2019,5
Latavius Murray,RB,NOR,1,23,0.33,2019,5
Ryan Griffin,TE,NYJ,1,56,0.97,2019,5
Demetrius Harris,TE,CLE,1,25,0.53,2019,5
Jaron Brown,WR,SEA,1,22,0.3,2019,5
Zach Line,RB,NOR,1,19,0.28,2019,5
Jack Doyle,TE,IND,1,59,0.73,2019,5
Patrick DiMarco,RB,BUF,1,9,0.14,2019,5
Teddy Bridgewater,QB,NOR,1,64,0.93,2019,5
Derek Carr,QB,OAK,1,72,1.0,2019,5
Carlos Hyde,RB,HOU,1,44,0.62,2019,5
De'Anthony Thomas,WR,KAN,1,7,0.11,2019,5
Devonta Freeman,RB,ATL,1,40,0.55,2019,5
Sammy Watkins,WR,KAN,1,2,0.03,2019,5
Mike Evans,WR,TAM,1,55,0.96,2019,5
Marqise Lee,WR,JAX,1,18,0.22,2019,5
Brandin Cooks,WR,LAR,1,46,0.65,2019,5
Allen Robinson,WR,CHI,1,56,1.0,2019,5
Odell Beckham,WR,CLE,1,46,0.98,2019,5
Jarvis Landry,WR,CLE,1,46,0.98,2019,5
Paul Richardson,WR,WAS,1,49,0.88,2019,5
Eric Ebron,TE,IND,1,27,0.33,2019,5
Trey Burton,TE,CHI,1,42,0.75,2019,5
James White,RB,NWE,1,30,0.39,2019,5
Cody Latimer,WR,NYG,1,31,0.46,2019,5
Jimmy Garoppolo,QB,SFO,1,75,0.99,2019,5
John Brown,WR,BUF,1,52,0.8,2019,5
David Fales,QB,NYJ,1,4,0.07,2019,5
Garrett Gilbert,QB,CLE,1,3,0.06,2019,5
Damien Williams,RB,KAN,1,34,0.56,2019,5
Willie Snead,WR,BAL,1,55,0.7,2019,5
Keith Smith,RB,ATL,1,8,0.11,2019,5
Adam Thielen,WR,MIN,1,57,0.85,2019,5
Cameron Brate,TE,TAM,1,14,0.25,2019,5
Josh Hill,TE,NOR,1,51,0.74,2019,5
Darren Fells,TE,HOU,1,55,0.77,2019,5
Diontae Spencer,WR,DEN,1,2,0.03,2019,5
Seth Roberts,WR,BAL,1,52,0.66,2019,5
Jerome Cunningham,TE,WAS,1,12,0.21,2019,5
Marcus Mariota,QB,TEN,1,57,0.98,2019,5
Jameis Winston,QB,TAM,1,57,1.0,2019,5
Amari Cooper,WR,DAL,1,62,0.87,2019,5
Melvin Gordon,RB,LAC,1,32,0.46,2019,5
Todd Gurley,RB,LAR,1,65,0.92,2019,5
Maxx Williams,TE,ARI,1,42,0.56,2019,5
Ameer Abdullah,RB,MIN,1,10,0.15,2019,5
Tevin Coleman,RB,SFO,1,25,0.33,2019,5
Duke Johnson,RB,HOU,1,29,0.41,2019,5
T.J. Yeldon,RB,BUF,1,31,0.48,2019,5
Mike Davis,RB,CHI,1,4,0.07,2019,5
David Johnson,RB,ARI,1,52,0.69,2019,5
Malcolm Brown,RB,LAR,1,3,0.04,2019,5
Jeff Heuerman,TE,DEN,1,36,0.6,2019,5
Nick Boyle,TE,BAL,1,51,0.65,2019,5
MyCole Pruitt,TE,TEN,1,25,0.43,2019,5
Blake Bell,TE,KAN,1,28,0.46,2019,5
Nelson Agholor,WR,PHI,1,59,0.88,2019,5
Justin Hardy,WR,ATL,1,9,0.12,2019,5
Tyler Lockett,WR,SEA,1,67,0.91,2019,5
Jamison Crowder,WR,NYJ,1,31,0.53,2019,5
Ty Montgomery,RB,NYJ,1,8,0.14,2019,5
Phillip Dorsett,WR,NWE,1,4,0.05,2019,5
Stefon Diggs,WR,MIN,1,50,0.75,2019,5
Jake Kumerow,WR,GNB,1,48,0.67,2019,5
C.J. Uzomah,TE,CIN,1,42,0.64,2019,5
Darren Waller,TE,OAK,1,56,0.78,2019,5
James O'Shaughnessy,TE,JAX,1,37,0.45,2019,5
Chris Conley,WR,JAX,1,64,0.77,2019,5
Geoff Swaim,TE,JAX,1,43,0.52,2019,5
Geremy Davis,WR,LAC,1,1,0.01,2019,5
Matt LaCosse,TE,NWE,1,72,0.94,2019,5
Raheem Mostert,RB,SFO,1,24,0.32,2019,5
Darius Jennings,WR,TEN,1,3,0.05,2019,5
Daniel Brown,TE,NYJ,1,14,0.24,2019,5
Adam Humphries,WR,TEN,1,32,0.55,2019,5
Beau Brinkley,TE,TEN,1,1,0.02,2019,5
Laquon Treadwell,WR,MIN,1,5,0.07,2019,5
Ezekiel Elliott,RB,DAL,1,66,0.93,2019,5
Jared Goff,QB,LAR,1,70,0.99,2019,5
Derrick Henry,RB,TEN,1,36,0.62,2019,5
Carson Wentz,QB,PHI,1,61,0.91,2019,5
Michael Thomas,WR,NOR,1,63,0.91,2019,5
Tyler Boyd,WR,CIN,1,65,0.98,2019,5
Pharoh Cooper,WR,ARI,1,18,0.24,2019,5
Sterling Shepard,WR,NYG,1,56,0.82,2019,5
Austin Hooper,TE,ATL,1,61,0.84,2019,5
Jordan Howard,RB,PHI,1,29,0.43,2019,5
Tajae Sharpe,WR,TEN,1,18,0.31,2019,5
Dak Prescott,QB,DAL,1,71,1.0,2019,5
Tyler Higbee,TE,LAR,1,39,0.55,2019,5
Will Fuller,WR,HOU,1,69,0.97,2019,5
Jacoby Brissett,QB,IND,1,81,1.0,2019,5
Nick Vannett,TE,PIT,1,30,0.52,2019,5
Chris Moore,WR,BAL,1,19,0.24,2019,5
Demarcus Robinson,WR,KAN,1,56,0.92,2019,5
Seth DeValve,TE,JAX,1,21,0.25,2019,5
Wendell Smallwood,RB,WAS,1,10,0.18,2019,5
Robby Anderson,WR,NYJ,1,44,0.76,2019,5
Alex Erickson,WR,CIN,1,15,0.23,2019,5
Andy Janovich,RB,DEN,1,19,0.32,2019,5
Derek Watt,RB,LAC,1,8,0.11,2019,5
Johnny Holton,WR,PIT,1,20,0.34,2019,5
DeAndre Washington,RB,OAK,1,13,0.18,2019,5
Trevor Davis,WR,OAK,1,54,0.75,2019,5
Geronimo Allison,WR,GNB,1,62,0.86,2019,5
Dan Vitale,RB,GNB,1,12,0.17,2019,5
Peyton Barber,RB,TAM,1,20,0.35,2019,5
J.P. Holtz,TE,CHI,1,9,0.16,2019,5
Chester Rogers,WR,IND,1,40,0.49,2019,5
Jalen Richard,RB,OAK,1,11,0.15,2019,5
C.J. Ham,RB,MIN,1,19,0.28,2019,5
Elijhaa Penny,RB,NYG,1,24,0.35,2019,5
Duke Williams,WR,BUF,1,50,0.77,2019,5
Dalvin Cook,RB,MIN,1,43,0.64,2019,5
Mike Williams,WR,LAC,1,62,0.89,2019,5
Leonard Fournette,RB,JAX,1,76,0.92,2019,5
O.J. Howard,TE,TAM,1,46,0.81,2019,5
Corey Davis,WR,TEN,1,50,0.86,2019,5
Christian McCaffrey,RB,CAR,1,54,0.86,2019,5
Deshaun Watson,QB,HOU,1,70,0.99,2019,5
Chris Godwin,WR,TAM,1,55,0.96,2019,5
Evan Engram,TE,NYG,1,57,0.84,2019,5
Patrick Mahomes,QB,KAN,1,61,1.0,2019,5
Joe Mixon,RB,CIN,1,41,0.62,2019,5
Alvin Kamara,RB,NOR,1,47,0.68,2019,5
Wayne Gallman,RB,NYG,1,6,0.09,2019,5
JuJu Smith-Schuster,WR,PIT,1,53,0.91,2019,5
Zay Jones,WR,BUF,1,1,0.02,2019,5
Cooper Kupp,WR,LAR,1,46,0.65,2019,5
Curtis Samuel,WR,CAR,1,57,0.9,2019,5
Dede Westbrook,WR,JAX,1,58,0.7,2019,5
Josh Reynolds,WR,LAR,1,27,0.38,2019,5
Marlon Mack,RB,IND,1,54,0.67,2019,5
James Conner,RB,PIT,1,46,0.79,2019,5
Tarik Cohen,RB,CHI,1,29,0.52,2019,5
Adam Shaheen,TE,CHI,1,12,0.21,2019,5
Gerald Everett,TE,LAR,1,57,0.8,2019,5
Jonnu Smith,TE,TEN,1,35,0.6,2019,5
Jeremy Sprinkle,TE,WAS,1,25,0.45,2019,5
T.J. Logan,RB,TAM,1,1,0.02,2019,5
Austin Ekeler,RB,LAC,1,46,0.66,2019,5
Mack Hollins,WR,PHI,1,30,0.45,2019,5
George Kittle,TE,SFO,1,72,0.95,2019,5
Antony Auclair,TE,TAM,1,8,0.14,2019,5
Robert Tonyan,TE,GNB,1,7,0.1,2019,5
Austin Carr,WR,NOR,1,17,0.25,2019,5
Mo Alie-Cox,TE,IND,1,37,0.46,2019,5
Isaiah McKenzie,WR,BUF,1,8,0.12,2019,5
Ryan Switzer,WR,PIT,1,2,0.03,2019,5
Blake Jarwin,TE,DAL,1,22,0.31,2019,5
Aaron Jones,RB,GNB,1,48,0.67,2019,5
Alex Armah,RB,CAR,1,5,0.08,2019,5
Ricky Seals-Jones,TE,CLE,1,14,0.3,2019,5
Johnny Mundt,TE,LAR,1,2,0.03,2019,5
Chris Carson,RB,SEA,1,62,0.84,2019,5
David Moore,WR,SEA,1,16,0.22,2019,5
Anthony Firkser,TE,TEN,1,1,0.02,2019,5
Keelan Cole,WR,JAX,1,10,0.12,2019,5
Dare Ogunbowale,RB,TAM,1,18,0.32,2019,5
Andre Patton,WR,LAC,1,16,0.23,2019,5
Pharaoh Brown,TE,CLE,1,18,0.38,2019,5
Zach Pascal,WR,IND,1,44,0.54,2019,5
Matt Breida,RB,SFO,1,26,0.34,2019,5
Kendrick Bourne,WR,SFO,1,16,0.21,2019,5
Taysom Hill,QB,NOR,1,15,0.22,2019,5
Patrick Ricard,RB,BAL,1,12,0.15,2019,5
Fred Brown,WR,DEN,1,9,0.15,2019,5
Lamar Jackson,QB,BAL,1,79,1.0,2019,5
Mason Rudolph,QB,PIT,1,31,0.53,2019,5
Baker Mayfield,QB,CLE,1,43,0.91,2019,5
Ronald Jones,RB,TAM,1,19,0.33,2019,5
Royce Freeman,RB,DEN,1,32,0.53,2019,5
Nick Chubb,RB,CLE,1,38,0.81,2019,5
Ito Smith,RB,ATL,1,34,0.47,2019,5
Courtland Sutton,WR,DEN,1,50,0.83,2019,5
James Washington,WR,PIT,1,31,0.53,2019,5
Anthony Miller,WR,CHI,1,43,0.77,2019,5
Marcell Ateman,WR,OAK,1,28,0.39,2019,5
Calvin Ridley,WR,ATL,1,60,0.82,2019,5
Michael Gallup,WR,DAL,1,61,0.86,2019,5
Tre'Quan Smith,WR,NOR,1,18,0.26,2019,5
Deon Cain,WR,IND,1,42,0.52,2019,5
Dante Pettis,WR,SFO,1,47,0.62,2019,5
D.J. Moore,WR,CAR,1,61,0.97,2019,5
Trey Quinn,WR,WAS,1,43,0.77,2019,5
Mark Andrews,TE,BAL,1,41,0.52,2019,5
Dallas Goedert,TE,PHI,1,49,0.73,2019,5
Jaylen Samuels,RB,PIT,1,15,0.26,2019,5
Hayden Hurst,TE,BAL,1,32,0.41,2019,5
Antonio Callaway,WR,CLE,1,20,0.43,2019,5
D.J. Chark,WR,JAX,1,68,0.82,2019,5
Luke Falk,QB,NYJ,1,54,0.93,2019,5
Nyheim Hines,RB,IND,1,17,0.21,2019,5
Josh Allen,QB,BUF,1,64,0.98,2019,5
Allen Lazard,WR,GNB,1,1,0.01,2019,5
Richie James,WR,SFO,1,6,0.08,2019,5
Auden Tate,WR,CIN,1,66,1.0,2019,5
Rashaad Penny,RB,SEA,1,11,0.15,2019,5
Sony Michel,RB,NWE,1,38,0.49,2019,5
Dalton Schultz,TE,DAL,1,3,0.04,2019,5
Ian Thomas,TE,CAR,1,11,0.17,2019,5
Javon Wims,WR,CHI,1,52,0.93,2019,5
Jordan Akins,TE,HOU,1,47,0.66,2019,5
DaeSean Hamilton,WR,DEN,1,31,0.52,2019,5
Keke Coutee,WR,HOU,1,31,0.44,2019,5
Chase Edmonds,RB,ARI,1,27,0.36,2019,5
Jordan Wilkins,RB,IND,1,12,0.15,2019,5
Phillip Lindsay,RB,DEN,1,28,0.47,2019,5
Darrel Williams,RB,KAN,1,13,0.21,2019,5
Noah Fant,TE,DEN,1,40,0.67,2019,5
Marquez Valdes-Scantling,WR,GNB,1,68,0.94,2019,5
Ryan Izzo,TE,NWE,1,20,0.26,2019,5
Damion Ratley,WR,CLE,1,13,0.28,2019,5
Tyler Conklin,TE,MIN,1,11,0.16,2019,5
Justin Watson,WR,TAM,1,1,0.02,2019,5
Russell Gage,WR,ATL,1,16,0.22,2019,5
Gus Edwards,RB,BAL,1,20,0.25,2019,5
Vyncint Smith,WR,NYJ,1,7,0.12,2019,5
Byron Pringle,WR,KAN,1,47,0.77,2019,5
Reggie Bonnafon,RB,CAR,1,11,0.17,2019,5
Kyle Allen,QB,CAR,1,63,1.0,2019,5
Deon Yelder,TE,KAN,1,4,0.07,2019,5
Ross Dwelley,TE,SFO,1,27,0.36,2019,5
Trent Sherfield,WR,ARI,1,58,0.77,2019,5
Cam Sims,WR,WAS,1,2,0.04,2019,5
Dontrell Hilliard,RB,CLE,1,4,0.09,2019,5
Will Dissly,TE,SEA,1,65,0.88,2019,5
Jaeden Graham,TE,ATL,1,4,0.05,2019,5
Garrett Dickerson,TE,NYG,1,3,0.04,2019,5
Malik Turner,WR,SEA,1,17,0.23,2019,5
A.J. Brown,WR,TEN,1,37,0.64,2019,5
D.K. Metcalf,WR,SEA,1,51,0.69,2019,5
Marquise Brown,WR,BAL,1,36,0.46,2019,5
Kelvin Harmon,WR,WAS,1,5,0.09,2019,5
Daniel Jones,QB,NYG,1,68,1.0,2019,5
JJ Arcega-Whiteside,WR,PHI,1,2,0.03,2019,5
David Montgomery,RB,CHI,1,30,0.54,2019,5
Deebo Samuel,WR,SFO,1,35,0.46,2019,5
Justice Hill,RB,BAL,1,5,0.06,2019,5
Josh Jacobs,RB,OAK,1,49,0.68,2019,5
Miles Sanders,RB,PHI,1,28,0.42,2019,5
Tommy Sweeney,TE,BUF,1,16,0.25,2019,5
Hunter Renfrow,WR,OAK,1,42,0.58,2019,5
Foster Moreau,TE,OAK,1,44,0.61,2019,5
Andy Isabella,WR,ARI,1,9,0.12,2019,5
Terry McLaurin,WR,WAS,1,53,0.95,2019,5
Ryquell Armstead,RB,JAX,1,6,0.07,2019,5
Keelan Doss,WR,OAK,1,39,0.54,2019,5
Drew Sample,TE,CIN,1,14,0.21,2019,5
Gardner Minshew,QB,JAX,1,83,1.0,2019,5
Trevon Wesco,TE,NYJ,1,19,0.33,2019,5
Alec Ingold,RB,OAK,1,16,0.22,2019,5
Mecole Hardman,WR,KAN,1,37,0.61,2019,5
Jakobi Meyers,WR,NWE,1,35,0.45,2019,5
Kyler Murray,QB,ARI,1,75,1.0,2019,5
Jarrett Stidham,QB,NWE,1,6,0.08,2019,5
Irv Smith,TE,MIN,1,34,0.51,2019,5
Diontae Johnson,WR,PIT,1,53,0.91,2019,5
KeeSean Johnson,WR,ARI,1,72,0.96,2019,5
Alexander Mattison,RB,MIN,1,16,0.24,2019,5
Stanley Morgan,WR,CIN,1,3,0.05,2019,5
Dawson Knox,TE,BUF,1,46,0.71,2019,5
Miles Boykin,WR,BAL,1,20,0.25,2019,5
Ashton Dulin,WR,IND,1,4,0.05,2019,5
Jakob Johnson,RB,NWE,1,32,0.42,2019,5
Tony Pollard,RB,DAL,1,5,0.07,2019,5
Darius Slayton,WR,NYG,1,44,0.65,2019,5
Olabisi Johnson,WR,MIN,1,30,0.45,2019,5
Scotty Miller,WR,TAM,1,21,0.37,2019,5
Andrew Beck,TE,DEN,1,15,0.25,2019,5
Jonathan Hilliman,RB,NYG,1,44,0.65,2019,5
Steven Sims,WR,WAS,1,31,0.55,2019,5
Darrius Shepherd,WR,GNB,1,4,0.06,2019,5
Damion Willis,WR,CIN,1,40,0.61,2019,5
Devlin Hodges,QB,PIT,1,26,0.45,2019,5
Gunner Olszewski,WR,NWE,1,6,0.08,2019,5
D'Ernest Johnson,RB,CLE,1,5,0.11,2019,5
Aaron Rodgers,QB,GNB,1,74,0.99,2019,6
Adrian Peterson,RB,WAS,1,37,0.62,2019,6
Danny Amendola,WR,DET,1,18,0.32,2019,6
Delanie Walker,TE,TEN,1,38,0.58,2019,6
Greg Olsen,TE,CAR,1,61,0.88,2019,6
Jared Cook,TE,NOR,1,38,0.58,2019,6
Jason Witten,TE,DAL,1,72,0.88,2019,6
Joe Flacco,QB,DEN,1,60,1.0,2019,6
Josh McCown,QB,PHI,1,4,0.06,2019,6
Julian Edelman,WR,NWE,1,72,0.89,2019,6
Larry Fitzgerald,WR,ARI,1,51,0.74,2019,6
LeSean McCoy,RB,KAN,1,27,0.48,2019,6
Marcedes Lewis,TE,GNB,1,30,0.4,2019,6
Matt Ryan,QB,ATL,1,67,1.0,2019,6
Matthew Slater,WR,NWE,1,2,0.02,2019,6
Matthew Stafford,QB,DET,1,55,0.98,2019,6
Philip Rivers,QB,LAC,1,62,1.0,2019,6
Ryan Fitzpatrick,QB,MIA,1,27,0.36,2019,6
Ted Ginn,WR,NOR,1,44,0.67,2019,6
Tom Brady,QB,NWE,1,81,1.0,2019,6
Golden Tate,WR,NYG,1,49,0.98,2019,6
Demaryius Thomas,WR,NYJ,1,49,0.8,2019,6
Emmanuel Sanders,WR,DEN,1,25,0.42,2019,6
Jimmy Graham,TE,GNB,1,54,0.72,2019,6
Julio Jones,WR,ATL,1,45,0.67,2019,6
Mark Ingram,RB,BAL,1,31,0.39,2019,6
Kyle Rudolph,TE,MIN,1,68,0.96,2019,6
Andy Dalton,QB,CIN,1,59,1.0,2019,6
Lance Kendricks,TE,LAC,1,2,0.03,2019,6
Luke Stocker,TE,ATL,1,36,0.54,2019,6
Bilal Powell,RB,NYJ,1,10,0.16,2019,6
Anthony Sherman,RB,KAN,1,1,0.02,2019,6
Dion Lewis,RB,TEN,1,27,0.41,2019,6
Charles Clay,TE,ARI,1,31,0.45,2019,6
Virgil Green,TE,LAC,1,23,0.37,2019,6
Ryan Tannehill,QB,TEN,1,28,0.42,2019,6
Kirk Cousins,QB,MIN,1,70,0.99,2019,6
Russell Wilson,QB,SEA,1,81,0.99,2019,6
Alshon Jeffery,WR,PHI,1,61,0.94,2019,6
Mohamed Sanu,WR,ATL,1,46,0.69,2019,6
Jarius Wright,WR,CAR,1,31,0.45,2019,6
Travis Benjamin,WR,LAC,1,34,0.55,2019,6
Marvin Jones,WR,DET,1,45,0.8,2019,6
Rhett Ellison,TE,NYG,1,50,1.0,2019,6
Brandon Bolden,RB,NWE,1,11,0.14,2019,6
Case Keenum,QB,WAS,1,59,0.98,2019,6
Josh Gordon,WR,NWE,1,25,0.31,2019,6
Jamize Olawale,RB,DAL,1,5,0.06,2019,6
Josh Bellamy,WR,NYJ,1,3,0.05,2019,6
Travis Kelce,TE,KAN,1,53,0.95,2019,6
Marquise Goodwin,WR,SFO,1,47,0.61,2019,6
DeAndre Hopkins,WR,HOU,1,87,0.98,2019,6
Robert Woods,WR,LAR,1,52,1.0,2019,6
Keenan Allen,WR,LAC,1,60,0.97,2019,6
Tavon Austin,WR,DAL,1,76,0.93,2019,6
Giovani Bernard,RB,CIN,1,32,0.54,2019,6
Le'Veon Bell,RB,NYJ,1,50,0.82,2019,6
Chris Thompson,RB,WAS,1,13,0.22,2019,6
Zach Ertz,TE,PHI,1,51,0.78,2019,6
Tyler Eifert,TE,CIN,1,29,0.49,2019,6
Levine Toilolo,TE,SFO,1,37,0.48,2019,6
Vance McDonald,TE,PIT,1,39,0.66,2019,6
Luke Willson,TE,SEA,1,56,0.68,2019,6
Latavius Murray,RB,NOR,1,28,0.42,2019,6
Ryan Griffin,TE,NYJ,1,50,0.82,2019,6
Demetrius Harris,TE,CLE,1,18,0.26,2019,6
Jaron Brown,WR,SEA,1,44,0.54,2019,6
Zach Line,RB,NOR,1,13,0.2,2019,6
Teddy Bridgewater,QB,NOR,1,63,0.95,2019,6
Logan Thomas,TE,DET,1,18,0.32,2019,6
Carlos Hyde,RB,HOU,1,56,0.63,2019,6
De'Anthony Thomas,WR,KAN,1,8,0.14,2019,6
Devonta Freeman,RB,ATL,1,48,0.72,2019,6
Mike Evans,WR,TAM,1,73,0.9,2019,6
Marqise Lee,WR,JAX,1,20,0.34,2019,6
Brandin Cooks,WR,LAR,1,51,0.98,2019,6
Donte Moncrief,WR,PIT,1,14,0.24,2019,6
Odell Beckham,WR,CLE,1,67,0.97,2019,6
Jarvis Landry,WR,CLE,1,66,0.96,2019,6
Paul Richardson,WR,WAS,1,35,0.58,2019,6
James White,RB,NWE,1,31,0.38,2019,6
Cody Latimer,WR,NYG,1,23,0.46,2019,6
Jimmy Garoppolo,QB,SFO,1,77,1.0,2019,6
Damien Williams,RB,KAN,1,21,0.38,2019,6
Albert Wilson,WR,MIA,1,29,0.39,2019,6
Willie Snead,WR,BAL,1,52,0.66,2019,6
Allen Hurns,WR,MIA,1,26,0.35,2019,6
Keith Smith,RB,ATL,1,18,0.27,2019,6
Adam Thielen,WR,MIN,1,58,0.82,2019,6
Cameron Brate,TE,TAM,1,30,0.37,2019,6
Josh Hill,TE,NOR,1,41,0.62,2019,6
Darren Fells,TE,HOU,1,79,0.89,2019,6
Diontae Spencer,WR,DEN,1,5,0.08,2019,6
Seth Roberts,WR,BAL,1,33,0.42,2019,6
Jerome Cunningham,TE,WAS,1,19,0.32,2019,6
Marcus Mariota,QB,TEN,1,38,0.58,2019,6
Jameis Winston,QB,TAM,1,80,0.99,2019,6
Amari Cooper,WR,DAL,1,3,0.04,2019,6
DeVante Parker,WR,MIA,1,66,0.88,2019,6
Melvin Gordon,RB,LAC,1,37,0.6,2019,6
Maxx Williams,TE,ARI,1,40,0.58,2019,6
Ameer Abdullah,RB,MIN,1,6,0.08,2019,6
Tevin Coleman,RB,SFO,1,43,0.56,2019,6
Duke Johnson,RB,HOU,1,31,0.35,2019,6
David Johnson,RB,ARI,1,52,0.75,2019,6
Malcolm Brown,RB,LAR,1,35,0.67,2019,6
Nick O'Leary,TE,MIA,1,19,0.25,2019,6
Ben Koyack,TE,JAX,1,11,0.19,2019,6
Jesse James,TE,DET,1,33,0.59,2019,6
Jeff Heuerman,TE,DEN,1,31,0.52,2019,6
Nick Boyle,TE,BAL,1,53,0.67,2019,6
MyCole Pruitt,TE,TEN,1,21,0.32,2019,6
Blake Bell,TE,KAN,1,19,0.34,2019,6
Nelson Agholor,WR,PHI,1,56,0.86,2019,6
Justin Hardy,WR,ATL,1,9,0.13,2019,6
Tyler Lockett,WR,SEA,1,78,0.95,2019,6
Jamison Crowder,WR,NYJ,1,49,0.8,2019,6
Ty Montgomery,RB,NYJ,1,6,0.1,2019,6
Stefon Diggs,WR,MIN,1,44,0.62,2019,6
Chris Manhertz,TE,CAR,1,37,0.54,2019,6
Jake Kumerow,WR,GNB,1,65,0.87,2019,6
C.J. Uzomah,TE,CIN,1,26,0.44,2019,6
Chris Conley,WR,JAX,1,48,0.83,2019,6
Geoff Swaim,TE,JAX,1,31,0.53,2019,6
Geremy Davis,WR,LAC,1,18,0.29,2019,6
Damiere Byrd,WR,ARI,1,15,0.22,2019,6
Matt LaCosse,TE,NWE,1,15,0.19,2019,6
