Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
Josh Ferguson,RB,24.222,2017-12-31,NFL,IND,,HOU,W 22-13,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.170,2017-09-10,NFL,BUF,,NYJ,W 21-12,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.177,2017-09-17,NFL,BUF,@,CAR,L 3-9,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reid Ferguson,LT,23.184,2017-09-24,NFL,BUF,,DEN,W 26-16,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.191,2017-10-01,NFL,BUF,@,ATL,W 23-17,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.198,2017-10-08,NFL,BUF,@,CIN,L 16-20,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.212,2017-10-22,NFL,BUF,,TAM,W 30-27,6,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.219,2017-10-29,NFL,BUF,,OAK,W 34-14,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.223,2017-11-02,NFL,BUF,@,NYJ,L 21-34,8,9,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.233,2017-11-12,NFL,BUF,,NOR,L 10-47,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.240,2017-11-19,NFL,BUF,@,LAC,L 24-54,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.247,2017-11-26,NFL,BUF,@,KAN,W 16-10,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.254,2017-12-03,NFL,BUF,,NWE,L 3-23,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.261,2017-12-10,NFL,BUF,,IND,W 13-7,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.268,2017-12-17,NFL,BUF,,MIA,W 24-16,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.275,2017-12-24,NFL,BUF,@,NWE,L 16-37,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,LS,23.282,2017-12-31,NFL,BUF,@,MIA,W 22-16,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Sam Ficken,K,25.010,2017-12-24,NFL,LAR,@,TEN,W 27-23,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,3,4,75.0,,1,0.0,,,0,3,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sam Ficken,K,25.017,2017-12-31,NFL,LAR,,SFO,L 13-34,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,,,0,7,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
C.J. Fiedorowicz,TE,25.323,2017-09-10,NFL,HOU,,JAX,L 7-29,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,46,11.50,0,100.0%,11.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
C.J. Fiedorowicz,TE,26.021,2017-11-12,NFL,HOU,@,LAR,L 7-33,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,2,10,5.00,0,40.0%,2.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
C.J. Fiedorowicz,TE,26.028,2017-11-19,NFL,HOU,,ARI,W 31-21,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,18,9.00,0,100.0%,9.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Fiedorowicz,TE,26.036,2017-11-27,NFL,HOU,@,BAL,L 16-23,11,12,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,8,4,37,9.25,0,50.0%,4.63,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Fiedorowicz,TE,26.042,2017-12-03,NFL,HOU,@,TEN,L 13-24,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,2,16,8.00,0,66.7%,5.33,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,C,25.326,2017-09-17,NFL,PIT,,MIN,W 26-9,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,C,25.333,2017-09-24,NFL,PIT,@,CHI,L 17-23,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,TE,25.340,2017-10-01,NFL,PIT,@,BAL,W 26-9,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,C,25.347,2017-10-08,NFL,PIT,,JAX,L 9-30,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,LG,25.354,2017-10-15,NFL,PIT,@,KAN,W 19-13,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,C,25.361,2017-10-22,NFL,PIT,,CIN,W 29-14,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,C,26.003,2017-10-29,NFL,PIT,@,DET,W 20-15,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,G,26.021,2017-11-16,NFL,PIT,,TEN,W 40-17,10,11,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,C,26.031,2017-11-26,NFL,PIT,,GNB,W 31-28,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,C,26.039,2017-12-04,NFL,PIT,@,CIN,W 23-20,12,13,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,C,26.045,2017-12-10,NFL,PIT,,BAL,W 39-38,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,C,26.052,2017-12-17,NFL,PIT,,NWE,L 24-27,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,LG,26.060,2017-12-25,NFL,PIT,@,HOU,W 34-6,15,16,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
B.J. Finney,C,26.066,2017-12-31,NFL,PIT,,CLE,W 28-24,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.245,2017-09-07,NFL,KAN,@,NWE,W 42-27,1,1,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.255,2017-09-17,NFL,KAN,,PHI,W 27-20,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.262,2017-09-24,NFL,KAN,@,LAC,W 24-10,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.270,2017-10-02,NFL,KAN,,WAS,W 29-20,4,4,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.276,2017-10-08,NFL,KAN,@,HOU,W 42-34,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Fisher,LT,26.283,2017-10-15,NFL,KAN,,PIT,L 13-19,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.287,2017-10-19,NFL,KAN,@,OAK,L 30-31,7,7,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.298,2017-10-30,NFL,KAN,,DEN,W 29-19,8,8,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.304,2017-11-05,NFL,KAN,@,DAL,L 17-28,9,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.318,2017-11-19,NFL,KAN,@,NYG,L 9-12,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.325,2017-11-26,NFL,KAN,,BUF,L 10-16,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.332,2017-12-03,NFL,KAN,@,NYJ,L 31-38,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.339,2017-12-10,NFL,KAN,,OAK,W 26-15,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.345,2017-12-16,NFL,KAN,,LAC,W 30-13,14,15,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,LT,26.353,2017-12-24,NFL,KAN,,MIA,W 29-13,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Fisher,T,26.360,2017-12-31,NFL,KAN,@,DEN,W 27-24,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jake Fisher,RT,24.140,2017-09-10,NFL,CIN,,BAL,L 0-20,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jake Fisher,T,24.144,2017-09-14,NFL,CIN,,HOU,L 9-13,2,2,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jake Fisher,RT,24.154,2017-09-24,NFL,CIN,@,GNB,L 24-27,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jake Fisher,RT,24.161,2017-10-01,NFL,CIN,@,CLE,W 31-7,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jake Fisher,T,24.168,2017-10-08,NFL,CIN,,BUF,W 20-16,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jake Fisher,RT,24.182,2017-10-22,NFL,CIN,@,PIT,L 14-29,6,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jake Fisher,RT,24.189,2017-10-29,NFL,CIN,,IND,W 24-23,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jake Fisher,RT,24.196,2017-11-05,NFL,CIN,@,JAX,L 7-23,8,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,WR,34.010,2017-09-10,NFL,ARI,@,DET,L 23-35,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,13,6,74,12.33,0,46.2%,5.69,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Fitzgerald,WR,34.017,2017-09-17,NFL,ARI,@,IND,W 16-13,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,6,3,21,7.00,0,50.0%,3.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,WR,34.038,2017-10-08,NFL,ARI,@,PHI,L 7-34,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,10,6,51,8.50,0,60.0%,5.10,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,WR,34.052,2017-10-22,NFL,ARI,@,LAR,L 0-33,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,29,9.67,0,100.0%,9.67,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,WR,34.066,2017-11-05,NFL,ARI,@,SFO,W 20-10,8,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,9,5,70,14.00,0,55.6%,7.78,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,WR,34.070,2017-11-09,NFL,ARI,,SEA,L 16-22,9,10,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,14,10,113,11.30,0,71.4%,8.07,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,WR,34.087,2017-11-26,NFL,ARI,,JAX,W 27-24,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,8,3,12,4.00,0,37.5%,1.50,,,,,,,1,,0,2,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,WR,34.101,2017-12-10,NFL,ARI,,TEN,W 12-7,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,7,5,44,8.80,0,71.4%,6.29,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,WR,34.108,2017-12-17,NFL,ARI,@,WAS,L 15-20,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,10,5,60,12.00,0,50.0%,6.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,WR,34.122,2017-12-31,NFL,ARI,@,SEA,W 26-24,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,13,8,55,6.88,0,61.5%,4.23,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,QB,34.297,2017-09-17,NFL,TAM,,CHI,W 29-7,1,2,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,-2,-1.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,QB,34.325,2017-10-15,NFL,TAM,@,ARI,L 33-38,5,6,Sun,22,32,68.75,290,3,2,102.3,2,7,9.06,8.13,3,10,3.33,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,QB,34.346,2017-11-05,NFL,TAM,@,NOR,L 10-30,8,9,Sun,8,15,53.33,68,1,0,87.6,2,10,4.53,5.87,3,30,10.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,QB,34.353,2017-11-12,NFL,TAM,,NYJ,W 15-10,9,10,Sun,17,34,50.00,187,1,1,64.2,1,6,5.50,4.76,3,9,3.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,QB,34.360,2017-11-19,NFL,TAM,@,MIA,W 30-20,10,11,Sun,22,37,59.46,275,2,0,100.6,1,7,7.43,8.51,3,9,3.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,QB,35.002,2017-11-26,NFL,TAM,@,ATL,L 20-34,11,12,Sun,27,44,61.36,283,0,0,80.0,1,4,6.43,6.43,2,20,10.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Joe Flacco,QB,32.237,2017-09-10,NFL,BAL,@,CIN,W 20-0,1,1,Sun,9,17,52.94,121,1,1,71.0,1,10,7.12,5.65,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Joe Flacco,QB,32.244,2017-09-17,NFL,BAL,,CLE,W 24-10,2,2,Sun,25,34,73.53,217,2,1,97.3,2,16,6.38,6.24,1,-1,-1.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Joe Flacco,QB,32.251,2017-09-24,NFL,BAL,@,JAX,L 7-44,3,3,Sun,8,18,44.44,28,0,2,12.0,2,12,1.56,-3.44,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Flacco,QB,32.258,2017-10-01,NFL,BAL,,PIT,L 9-26,4,4,Sun,31,49,63.27,235,1,2,64.6,4,29,4.80,3.37,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Joe Flacco,QB,32.265,2017-10-08,NFL,BAL,@,OAK,W 30-17,5,5,Sun,19,26,73.08,222,0,0,98.6,0,0,8.54,8.54,3,-4,-1.33,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Flacco,QB,32.272,2017-10-15,NFL,BAL,,CHI,L 24-27,6,6,Sun,24,41,58.54,180,0,2,48.8,3,14,4.39,2.20,1,2,2.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Flacco,QB,32.279,2017-10-22,NFL,BAL,@,MIN,L 16-24,7,7,Sun,27,39,69.23,186,1,0,88.2,5,42,4.77,5.28,1,0,0.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,-3,0
Joe Flacco,QB,32.283,2017-10-26,NFL,BAL,,MIA,W 40-0,8,8,Thu,10,15,66.67,101,1,0,107.9,0,0,6.73,8.07,1,9,9.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
