Player,Team,Season,Date,Status,Opp,Injury,Week
Mike Purcell,DEN,2020,2020-11-22,Injured Reserve,MIA,,11
Jake Rodgers,DEN,2020,2020-11-22,Questionable,MIA,Shoulder,11
Justin Strnad,DEN,2020,2020-11-22,Injured Reserve,MIA,,11
Courtland Sutton,DEN,2020,2020-11-22,Injured Reserve,MIA,,11
Derrek Tuszka,DEN,2020,2020-11-22,Injured Reserve,MIA,,11
Elijah Wilkinson,DEN,2020,2020-11-22,Injured Reserve,MIA,,11
DeShawn Williams,DEN,2020,2020-11-22,Questionable,MIA,Ankle,11
Mark Barron,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Andrew Beck,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
LeVante Bellamy,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Bryce Callahan,DEN,2020,2020-11-29,Questionable,NOR,Foot,12
Jurrell Casey,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Demar Dotson,DEN,2020,2020-11-29,Questionable,NOR,Calf,12
Jeff Driskel,DEN,2020,2020-11-29,C19,NOR,,12
Graham Glasgow,DEN,2020,2020-11-29,Questionable,NOR,Calf,12
Jonathan Harris,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Shelby Harris,DEN,2020,2020-11-29,C19,NOR,,12
Joel Heath,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Ja'Wuan James,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Jerry Jeudy,DEN,2020,2020-11-29,Questionable,NOR,Achilles,12
Joseph Jones,DEN,2020,2020-11-29,Questionable,NOR,Calf,12
Trey Marshall,DEN,2020,2020-11-29,Out,NOR,Shin,12
Von Miller,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Albert Okwuegbunam,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Kyle Peko,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Mike Purcell,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Brett Rypien,DEN,2020,2020-11-29,C19,NOR,,12
Diontae Spencer,DEN,2020,2020-11-29,C19,NOR,,12
Justin Strnad,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Courtland Sutton,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Derrek Tuszka,DEN,2020,2020-11-29,Injured Reserve,NOR,,12
Sylvester Williams,DEN,2020,2020-11-29,Questionable,NOR,Elbow,12
Andrew Beck,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Jurrell Casey,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Jeff Driskel,DEN,2020,2020-12-06,C19,KAN,,13
Jonathan Harris,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Joel Heath,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Ja'Wuan James,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Jerry Jeudy,DEN,2020,2020-12-06,Questionable,KAN,Ankle,13
Phillip Lindsay,DEN,2020,2020-12-06,Questionable,KAN,Knee,13
Trey Marshall,DEN,2020,2020-12-06,Out,KAN,Shin,13
Von Miller,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Albert Okwuegbunam,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Kyle Peko,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Mike Purcell,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Malik Reed,DEN,2020,2020-12-06,Questionable,KAN,Shin,13
Diontae Spencer,DEN,2020,2020-12-06,C19,KAN,,13
Justin Strnad,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Courtland Sutton,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Derrek Tuszka,DEN,2020,2020-12-06,Injured Reserve,KAN,,13
Essang Bassey,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Garett Bolles,DEN,2020,2020-12-13,Questionable,CAR,Illness,14
Jurrell Casey,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Tyrie Cleveland,DEN,2020,2020-12-13,Questionable,CAR,Illness,14
Jeff Driskel,DEN,2020,2020-12-13,C19,CAR,,14
Graham Glasgow,DEN,2020,2020-12-13,Doubtful,CAR,Ankle,14
Jonathan Harris,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Joel Heath,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Ja'Wuan James,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Trey Marshall,DEN,2020,2020-12-13,Questionable,CAR,Shin,14
Von Miller,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Albert Okwuegbunam,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Kyle Peko,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Mike Purcell,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Diontae Spencer,DEN,2020,2020-12-13,C19,CAR,,14
Justin Strnad,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Courtland Sutton,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Derrek Tuszka,DEN,2020,2020-12-13,Injured Reserve,CAR,,14
Essang Bassey,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Jurrell Casey,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Duke Dawson,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Jeff Driskel,DEN,2020,2020-12-19,C19,BUF,,15
Graham Glasgow,DEN,2020,2020-12-19,Questionable,BUF,Foot,15
Melvin Gordon,DEN,2020,2020-12-19,Questionable,BUF,Shoulder,15
Jonathan Harris,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Joel Heath,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Ja'Wuan James,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Phillip Lindsay,DEN,2020,2020-12-19,Questionable,BUF,Hip,15
Trey Marshall,DEN,2020,2020-12-19,Questionable,BUF,Shin,15
Brandon McManus,DEN,2020,2020-12-19,C19,BUF,,15
Von Miller,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Albert Okwuegbunam,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Kyle Peko,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Mike Purcell,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Justin Strnad,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Courtland Sutton,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Kevin Toliver,DEN,2020,2020-12-19,Injured Reserve,BUF,,15
Essang Bassey,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Jurrell Casey,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Bradley Chubb,DEN,2020,2020-12-27,Questionable,LAC,Ankle,16
Duke Dawson,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Royce Freeman,DEN,2020,2020-12-27,Questionable,LAC,Hip,16
Nate Hairston,DEN,2020,2020-12-27,Questionable,LAC,Toe,16
Jonathan Harris,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Joel Heath,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Ja'Wuan James,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Phillip Lindsay,DEN,2020,2020-12-27,Out,LAC,Hip,16
Brandon McManus,DEN,2020,2020-12-27,C19,LAC,,16
Von Miller,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Albert Okwuegbunam,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Kyle Peko,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Mike Purcell,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Justin Strnad,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Courtland Sutton,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
Kevin Toliver,DEN,2020,2020-12-27,Injured Reserve,LAC,,16
DeShawn Williams,DEN,2020,2020-12-27,Questionable,LAC,Knee,16
Essang Bassey,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
LeVante Bellamy,DEN,2020,2021-01-03,Questionable,LVR,Ankle,17
Jurrell Casey,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Anthony Chickillo,DEN,2020,2021-01-03,Questionable,LVR,Ribs,17
Bradley Chubb,DEN,2020,2021-01-03,Questionable,LVR,Ankle,17
Duke Dawson,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Graham Glasgow,DEN,2020,2021-01-03,Questionable,LVR,Shoulder,17
KJ Hamler,DEN,2020,2021-01-03,Out,LVR,Concussion,17
Jonathan Harris,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Shelby Harris,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Joel Heath,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Ja'Wuan James,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Phillip Lindsay,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Trey Marshall,DEN,2020,2021-01-03,Questionable,LVR,Quadricep,17
Von Miller,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Albert Okwuegbunam,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Kyle Peko,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Mike Purcell,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Justin Strnad,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Courtland Sutton,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Kevin Toliver,DEN,2020,2021-01-03,Injured Reserve,LVR,,17
Geronimo Allison,DET,2020,2020-09-13,Injured Reserve,CHI,,1
Danny Amendola,DET,2020,2020-09-13,Questionable,CHI,Hamstring,1
John Atkins,DET,2020,2020-09-13,Injured Reserve,CHI,,1
Nick Bawden,DET,2020,2020-09-13,Injured Reserve,CHI,,1
Russell Bodine,DET,2020,2020-09-13,Injured Reserve,CHI,,1
Hunter Bryant,DET,2020,2020-09-13,Out,CHI,Hamstring,1
Jashon Cornell,DET,2020,2020-09-13,Injured Reserve,CHI,,1
Mike Ford,DET,2020,2020-09-13,Injured Reserve,CHI,,1
Kenny Golladay,DET,2020,2020-09-13,Doubtful,CHI,Hamstring,1
Da'Shawn Hand,DET,2020,2020-09-13,Questionable,CHI,Groin,1
C.J. Moore,DET,2020,2020-09-13,Out,CHI,Hamstring,1
Jeff Okudah,DET,2020,2020-09-13,Questionable,CHI,Hamstring,1
Julian Okwara,DET,2020,2020-09-13,Questionable,CHI,Knee,1
Darryl Roberts,DET,2020,2020-09-13,Questionable,CHI,Groin,1
Bo Scarbrough,DET,2020,2020-09-13,Injured Reserve,CHI,,1
Dan Skipper,DET,2020,2020-09-13,Injured Reserve,CHI,,1
Halapoulivaati Vaitai,DET,2020,2020-09-13,Out,CHI,Foot,1
Geronimo Allison,DET,2020,2020-09-20,Injured Reserve,GNB,,2
John Atkins,DET,2020,2020-09-20,Injured Reserve,GNB,,2
Nick Bawden,DET,2020,2020-09-20,Injured Reserve,GNB,,2
Russell Bodine,DET,2020,2020-09-20,Injured Reserve,GNB,,2
Hunter Bryant,DET,2020,2020-09-20,Out,GNB,Hamstring,2
Justin Coleman,DET,2020,2020-09-20,Injured Reserve,GNB,,2
Jashon Cornell,DET,2020,2020-09-20,Injured Reserve,GNB,,2
Joe Dahl,DET,2020,2020-09-20,Out,GNB,Groin,2
Mike Ford,DET,2020,2020-09-20,Injured Reserve,GNB,,2
Kenny Golladay,DET,2020,2020-09-20,Out,GNB,Hamstring,2
C.J. Moore,DET,2020,2020-09-20,Questionable,GNB,Hamstring,2
Darryl Roberts,DET,2020,2020-09-20,Questionable,GNB,Calf,2
Bo Scarbrough,DET,2020,2020-09-20,Injured Reserve,GNB,,2
Dan Skipper,DET,2020,2020-09-20,Injured Reserve,GNB,,2
Desmond Trufant,DET,2020,2020-09-20,Out,GNB,Hamstring,2
Halapoulivaati Vaitai,DET,2020,2020-09-20,Questionable,GNB,Foot,2
Nick Williams,DET,2020,2020-09-20,Questionable,GNB,Shoulder,2
Geronimo Allison,DET,2020,2020-09-27,Injured Reserve,ARI,,3
John Atkins,DET,2020,2020-09-27,Injured Reserve,ARI,,3
Nick Bawden,DET,2020,2020-09-27,Injured Reserve,ARI,,3
Russell Bodine,DET,2020,2020-09-27,Injured Reserve,ARI,,3
Hunter Bryant,DET,2020,2020-09-27,Out,ARI,Hamstring,3
Justin Coleman,DET,2020,2020-09-27,Injured Reserve,ARI,,3
Jashon Cornell,DET,2020,2020-09-27,Injured Reserve,ARI,,3
Joe Dahl,DET,2020,2020-09-27,Injured Reserve,ARI,,3
Mike Ford,DET,2020,2020-09-27,Injured Reserve,ARI,,3
Kenny Golladay,DET,2020,2020-09-27,Questionable,ARI,Hamstring,3
C.J. Moore,DET,2020,2020-09-27,Questionable,ARI,Calf,3
Bo Scarbrough,DET,2020,2020-09-27,Injured Reserve,ARI,,3
Desmond Trufant,DET,2020,2020-09-27,Doubtful,ARI,Hamstring,3
Halapoulivaati Vaitai,DET,2020,2020-09-27,Questionable,ARI,Foot,3
Geronimo Allison,DET,2020,2020-10-04,Injured Reserve,NOR,,4
John Atkins,DET,2020,2020-10-04,Injured Reserve,NOR,,4
Nick Bawden,DET,2020,2020-10-04,Injured Reserve,NOR,,4
Russell Bodine,DET,2020,2020-10-04,Injured Reserve,NOR,,4
Hunter Bryant,DET,2020,2020-10-04,Questionable,NOR,Hamstring,4
Justin Coleman,DET,2020,2020-10-04,Injured Reserve,NOR,,4
Jashon Cornell,DET,2020,2020-10-04,Injured Reserve,NOR,,4
Joe Dahl,DET,2020,2020-10-04,Injured Reserve,NOR,,4
Mike Ford,DET,2020,2020-10-04,Injured Reserve,NOR,,4
Da'Shawn Hand,DET,2020,2020-10-04,Questionable,NOR,Chest,4
Christian Jones,DET,2020,2020-10-04,Questionable,NOR,Knee,4
C.J. Moore,DET,2020,2020-10-04,Out,NOR,Calf,4
Darryl Roberts,DET,2020,2020-10-04,Questionable,NOR,Hip,4
Bo Scarbrough,DET,2020,2020-10-04,Injured Reserve,NOR,,4
Desmond Trufant,DET,2020,2020-10-04,Questionable,NOR,Hamstring,4
Geronimo Allison,DET,2020,2020-10-18,Injured Reserve,JAX,,6
John Atkins,DET,2020,2020-10-18,Injured Reserve,JAX,,6
Nick Bawden,DET,2020,2020-10-18,Injured Reserve,JAX,,6
Russell Bodine,DET,2020,2020-10-18,Injured Reserve,JAX,,6
Hunter Bryant,DET,2020,2020-10-18,Injured Reserve,JAX,,6
Justin Coleman,DET,2020,2020-10-18,Injured Reserve,JAX,,6
Jashon Cornell,DET,2020,2020-10-18,Injured Reserve,JAX,,6
Joe Dahl,DET,2020,2020-10-18,Injured Reserve,JAX,,6
Mike Ford,DET,2020,2020-10-18,Injured Reserve,JAX,,6
C.J. Moore,DET,2020,2020-10-18,Questionable,JAX,Calf,6
Frank Ragnow,DET,2020,2020-10-18,Questionable,JAX,Groin,6
Bo Scarbrough,DET,2020,2020-10-18,Injured Reserve,JAX,,6
Desmond Trufant,DET,2020,2020-10-18,Out,JAX,Hamstring,6
Geronimo Allison,DET,2020,2020-10-25,Injured Reserve,ATL,,7
John Atkins,DET,2020,2020-10-25,Injured Reserve,ATL,,7
Nick Bawden,DET,2020,2020-10-25,Injured Reserve,ATL,,7
Russell Bodine,DET,2020,2020-10-25,Injured Reserve,ATL,,7
Hunter Bryant,DET,2020,2020-10-25,Injured Reserve,ATL,,7
Justin Coleman,DET,2020,2020-10-25,Injured Reserve,ATL,,7
Jashon Cornell,DET,2020,2020-10-25,Injured Reserve,ATL,,7
Mike Ford,DET,2020,2020-10-25,Injured Reserve,ATL,,7
Julian Okwara,DET,2020,2020-10-25,Injured Reserve,ATL,,7
Bo Scarbrough,DET,2020,2020-10-25,Injured Reserve,ATL,,7
Desmond Trufant,DET,2020,2020-10-25,Out,ATL,Hamstring,7
Geronimo Allison,DET,2020,2020-11-01,Injured Reserve,IND,,8
John Atkins,DET,2020,2020-11-01,Injured Reserve,IND,,8
Nick Bawden,DET,2020,2020-11-01,Injured Reserve,IND,,8
Russell Bodine,DET,2020,2020-11-01,Injured Reserve,IND,,8
Hunter Bryant,DET,2020,2020-11-01,Injured Reserve,IND,,8
Justin Coleman,DET,2020,2020-11-01,Injured Reserve,IND,,8
Jashon Cornell,DET,2020,2020-11-01,Injured Reserve,IND,,8
Taylor Decker,DET,2020,2020-11-01,Questionable,IND,Shoulder,8
Julian Okwara,DET,2020,2020-11-01,Injured Reserve,IND,,8
Jalen Reeves-Maybin,DET,2020,2020-11-01,Questionable,IND,Not Injury Related,8
Darryl Roberts,DET,2020,2020-11-01,Questionable,IND,Groin,8
Desmond Trufant,DET,2020,2020-11-01,Questionable,IND,Hamstring,8
Jamal Agnew,DET,2020,2020-11-08,Out,MIN,Ribs,9
Geronimo Allison,DET,2020,2020-11-08,Injured Reserve,MIN,,9
John Atkins,DET,2020,2020-11-08,Injured Reserve,MIN,,9
Nick Bawden,DET,2020,2020-11-08,Injured Reserve,MIN,,9
Russell Bodine,DET,2020,2020-11-08,Injured Reserve,MIN,,9
Hunter Bryant,DET,2020,2020-11-08,Injured Reserve,MIN,,9
Jashon Cornell,DET,2020,2020-11-08,Injured Reserve,MIN,,9
Joe Dahl,DET,2020,2020-11-08,Questionable,MIN,Back,9
Jarrad Davis,DET,2020,2020-11-08,C19,MIN,,9
Trey Flowers,DET,2020,2020-11-08,Injured Reserve,MIN,,9
Kenny Golladay,DET,2020,2020-11-08,Out,MIN,Hip,9
Christian Jones,DET,2020,2020-11-08,Questionable,MIN,Knee,9
Julian Okwara,DET,2020,2020-11-08,Injured Reserve,MIN,,9
Darryl Roberts,DET,2020,2020-11-08,Injured Reserve,MIN,,9
Matthew Stafford,DET,2020,2020-11-08,C19,MIN,,9
Halapoulivaati Vaitai,DET,2020,2020-11-08,Questionable,MIN,Foot,9
Tracy Walker,DET,2020,2020-11-08,Out,MIN,Foot,9
Jamal Agnew,DET,2020,2020-11-15,Questionable,WAS,Ribs,10
Geronimo Allison,DET,2020,2020-11-15,Injured Reserve,WAS,,10
John Atkins,DET,2020,2020-11-15,Injured Reserve,WAS,,10
Nick Bawden,DET,2020,2020-11-15,Injured Reserve,WAS,,10
Russell Bodine,DET,2020,2020-11-15,Injured Reserve,WAS,,10
Hunter Bryant,DET,2020,2020-11-15,Injured Reserve,WAS,,10
Jashon Cornell,DET,2020,2020-11-15,Injured Reserve,WAS,,10
Joe Dahl,DET,2020,2020-11-15,Questionable,WAS,Back,10
Jarrad Davis,DET,2020,2020-11-15,Questionable,WAS,Knee,10
Trey Flowers,DET,2020,2020-11-15,Injured Reserve,WAS,,10
Kenny Golladay,DET,2020,2020-11-15,Out,WAS,Hip,10
T.J. Hockenson,DET,2020,2020-11-15,Questionable,WAS,Toe,10
Tony McRae,DET,2020,2020-11-15,Injured Reserve,WAS,,10
Julian Okwara,DET,2020,2020-11-15,Injured Reserve,WAS,,10
Darryl Roberts,DET,2020,2020-11-15,Injured Reserve,WAS,,10
Halapoulivaati Vaitai,DET,2020,2020-11-15,Questionable,WAS,Foot,10
Nick Williams,DET,2020,2020-11-15,Questionable,WAS,Shoulder,10
Geronimo Allison,DET,2020,2020-11-22,Injured Reserve,CAR,,11
Danny Amendola,DET,2020,2020-11-22,Out,CAR,Hip,11
John Atkins,DET,2020,2020-11-22,Injured Reserve,CAR,,11
Nick Bawden,DET,2020,2020-11-22,Injured Reserve,CAR,,11
Russell Bodine,DET,2020,2020-11-22,Injured Reserve,CAR,,11
Austin Bryant,DET,2020,2020-11-22,Questionable,CAR,Thigh,11
Hunter Bryant,DET,2020,2020-11-22,Injured Reserve,CAR,,11
Jashon Cornell,DET,2020,2020-11-22,Injured Reserve,CAR,,11
Jarrad Davis,DET,2020,2020-11-22,Questionable,CAR,Knee,11
Trey Flowers,DET,2020,2020-11-22,Injured Reserve,CAR,,11
Kenny Golladay,DET,2020,2020-11-22,Out,CAR,Hip,11
Da'Shawn Hand,DET,2020,2020-11-22,Questionable,CAR,Groin,11
Will Harris,DET,2020,2020-11-22,Questionable,CAR,Groin,11
Tony McRae,DET,2020,2020-11-22,Injured Reserve,CAR,,11
Julian Okwara,DET,2020,2020-11-22,Injured Reserve,CAR,,11
Darryl Roberts,DET,2020,2020-11-22,Injured Reserve,CAR,,11
Matthew Stafford,DET,2020,2020-11-22,Questionable,CAR, Thumb,11
D'Andre Swift,DET,2020,2020-11-22,Out,CAR,Concussion,11
Halapoulivaati Vaitai,DET,2020,2020-11-22,Questionable,CAR,Foot,11
Geronimo Allison,DET,2020,2020-11-26,Injured Reserve,HOU,,12
Danny Amendola,DET,2020,2020-11-26,Out,HOU,Hip,12
John Atkins,DET,2020,2020-11-26,Injured Reserve,HOU,,12
Russell Bodine,DET,2020,2020-11-26,Injured Reserve,HOU,,12
Austin Bryant,DET,2020,2020-11-26,Out,HOU,Thigh,12
Hunter Bryant,DET,2020,2020-11-26,Injured Reserve,HOU,,12
Jashon Cornell,DET,2020,2020-11-26,Injured Reserve,HOU,,12
Trey Flowers,DET,2020,2020-11-26,Injured Reserve,HOU,,12
Mike Ford,DET,2020,2020-11-26,Out,HOU,Concussion,12
Kenny Golladay,DET,2020,2020-11-26,Out,HOU,Hip,12
Da'Shawn Hand,DET,2020,2020-11-26,Out,HOU,Groin,12
Tony McRae,DET,2020,2020-11-26,Injured Reserve,HOU,,12
Jeff Okudah,DET,2020,2020-11-26,Out,HOU,Shoulder,12
Julian Okwara,DET,2020,2020-11-26,Injured Reserve,HOU,,12
Amani Oruwariye,DET,2020,2020-11-26,Questionable,HOU,Back,12
Reggie Ragland,DET,2020,2020-11-26,Questionable,HOU,Ankle,12
Darryl Roberts,DET,2020,2020-11-26,Injured Reserve,HOU,,12
D'Andre Swift,DET,2020,2020-11-26,Questionable,HOU,Concussion,12
Halapoulivaati Vaitai,DET,2020,2020-11-26,Injured Reserve,HOU,,12
Geronimo Allison,DET,2020,2020-12-06,Injured Reserve,CHI,,13
John Atkins,DET,2020,2020-12-06,Injured Reserve,CHI,,13
Russell Bodine,DET,2020,2020-12-06,Injured Reserve,CHI,,13
Austin Bryant,DET,2020,2020-12-06,Questionable,CHI,Thigh,13
Jashon Cornell,DET,2020,2020-12-06,Injured Reserve,CHI,,13
Trey Flowers,DET,2020,2020-12-06,Injured Reserve,CHI,,13
Kenny Golladay,DET,2020,2020-12-06,Out,CHI,Hip,13
Da'Shawn Hand,DET,2020,2020-12-06,Out,CHI,Groin,13
Tony McRae,DET,2020,2020-12-06,Injured Reserve,CHI,,13
Jeff Okudah,DET,2020,2020-12-06,Out,CHI,Shoulder,13
Julian Okwara,DET,2020,2020-12-06,Injured Reserve,CHI,,13
Darryl Roberts,DET,2020,2020-12-06,Injured Reserve,CHI,,13
Danny Shelton,DET,2020,2020-12-06,Injured Reserve,CHI,,13
Matthew Stafford,DET,2020,2020-12-06,Questionable,CHI, Thumb,13
D'Andre Swift,DET,2020,2020-12-06,Questionable,CHI,Illness,13
Desmond Trufant,DET,2020,2020-12-06,Injured Reserve,CHI,,13
Halapoulivaati Vaitai,DET,2020,2020-12-06,Injured Reserve,CHI,,13
Tracy Walker,DET,2020,2020-12-06,Questionable,CHI,Not Injury Related,13
Jonathan Williams,DET,2020,2020-12-06,Questionable,CHI,Hip,13
Geronimo Allison,DET,2020,2020-12-13,Injured Reserve,GNB,,14
John Atkins,DET,2020,2020-12-13,Injured Reserve,GNB,,14
Russell Bodine,DET,2020,2020-12-13,Injured Reserve,GNB,,14
Austin Bryant,DET,2020,2020-12-13,Questionable,GNB,Thigh,14
Jashon Cornell,DET,2020,2020-12-13,Injured Reserve,GNB,,14
Tyrell Crosby,DET,2020,2020-12-13,Out,GNB,Ankle,14
Trey Flowers,DET,2020,2020-12-13,Injured Reserve,GNB,,14
Kenny Golladay,DET,2020,2020-12-13,Out,GNB,Hip,14
Everson Griffen,DET,2020,2020-12-13,C19,GNB,,14
Da'Shawn Hand,DET,2020,2020-12-13,Questionable,GNB,Groin,14
Tony McRae,DET,2020,2020-12-13,Injured Reserve,GNB,,14
C.J. Moore,DET,2020,2020-12-13,Questionable,GNB,Ankle,14
Jeff Okudah,DET,2020,2020-12-13,Out,GNB,Groin,14
Julian Okwara,DET,2020,2020-12-13,Injured Reserve,GNB,,14
John Penisini,DET,2020,2020-12-13,Questionable,GNB,Shoulder,14
Danny Shelton,DET,2020,2020-12-13,Injured Reserve,GNB,,14
Matthew Stafford,DET,2020,2020-12-13,Questionable,GNB, Thumb,14
D'Andre Swift,DET,2020,2020-12-13,Questionable,GNB,Illness,14
Desmond Trufant,DET,2020,2020-12-13,Injured Reserve,GNB,,14
Halapoulivaati Vaitai,DET,2020,2020-12-13,Injured Reserve,GNB,,14
Geronimo Allison,DET,2020,2020-12-20,Injured Reserve,TEN,,15
John Atkins,DET,2020,2020-12-20,Injured Reserve,TEN,,15
Russell Bodine,DET,2020,2020-12-20,Injured Reserve,TEN,,15
Jashon Cornell,DET,2020,2020-12-20,Injured Reserve,TEN,,15
Tyrell Crosby,DET,2020,2020-12-20,Out,TEN,Ankle,15
Trey Flowers,DET,2020,2020-12-20,Injured Reserve,TEN,,15
Kenny Golladay,DET,2020,2020-12-20,Out,TEN,Hip,15
Everson Griffen,DET,2020,2020-12-20,C19,TEN,,15
Da'Shawn Hand,DET,2020,2020-12-20,Out,TEN,Ankle,15
Tony McRae,DET,2020,2020-12-20,Injured Reserve,TEN,,15
Jeff Okudah,DET,2020,2020-12-20,Injured Reserve,TEN,,15
Julian Okwara,DET,2020,2020-12-20,Injured Reserve,TEN,,15
John Penisini,DET,2020,2020-12-20,Questionable,TEN,Shoulder,15
Frank Ragnow,DET,2020,2020-12-20,Questionable,TEN,Throat,15
Darryl Roberts,DET,2020,2020-12-20,Out,TEN,Hip,15
Danny Shelton,DET,2020,2020-12-20,Injured Reserve,TEN,,15
Matthew Stafford,DET,2020,2020-12-20,Questionable,TEN,Rib,15
Desmond Trufant,DET,2020,2020-12-20,Injured Reserve,TEN,,15
Halapoulivaati Vaitai,DET,2020,2020-12-20,Injured Reserve,TEN,,15
Geronimo Allison,DET,2020,2020-12-26,Injured Reserve,TAM,,16
John Atkins,DET,2020,2020-12-26,Injured Reserve,TAM,,16
Russell Bodine,DET,2020,2020-12-26,Injured Reserve,TAM,,16
Jamie Collins,DET,2020,2020-12-26,Questionable,TAM,Neck,16
Jashon Cornell,DET,2020,2020-12-26,Injured Reserve,TAM,,16
Tyrell Crosby,DET,2020,2020-12-26,Out,TAM,Ankle,16
Taylor Decker,DET,2020,2020-12-26,Questionable,TAM,Groin,16
Trey Flowers,DET,2020,2020-12-26,Injured Reserve,TAM,,16
Kenny Golladay,DET,2020,2020-12-26,Out,TAM,Hip,16
Everson Griffen,DET,2020,2020-12-26,C19,TAM,,16
Jayron Kearse,DET,2020,2020-12-26,Questionable,TAM,Hip,16
Tony McRae,DET,2020,2020-12-26,Injured Reserve,TAM,,16
Jeff Okudah,DET,2020,2020-12-26,Injured Reserve,TAM,,16
Julian Okwara,DET,2020,2020-12-26,Injured Reserve,TAM,,16
Matt Prater,DET,2020,2020-12-26,Questionable,TAM,Back,16
Frank Ragnow,DET,2020,2020-12-26,Questionable,TAM,Throat,16
Darryl Roberts,DET,2020,2020-12-26,Questionable,TAM,Hip,16
Danny Shelton,DET,2020,2020-12-26,Injured Reserve,TAM,,16
Matthew Stafford,DET,2020,2020-12-26,Questionable,TAM,Rib,16
Desmond Trufant,DET,2020,2020-12-26,Injured Reserve,TAM,,16
Halapoulivaati Vaitai,DET,2020,2020-12-26,Questionable,TAM,Concussion,16
Geronimo Allison,DET,2020,2021-01-03,Injured Reserve,MIN,,17
John Atkins,DET,2020,2021-01-03,Injured Reserve,MIN,,17
