Player,Pos,Team,Games,Snaps,Snap %,Season,Week
Ashton Dulin,WR,IND,1,9,0.12,2020,8
Jakob Johnson,RB,NWE,1,16,0.25,2020,8
Tony Pollard,RB,DAL,1,17,0.21,2020,8
Darius Slayton,WR,NYG,1,68,0.91,2020,8
Olabisi Johnson,WR,MIN,1,2,0.04,2020,8
Scotty Miller,WR,TAM,1,53,0.75,2020,8
Stephen Carlson,TE,CLE,1,9,0.18,2020,8
Jeff Smith,WR,NYJ,1,48,0.84,2020,8
Donald Parham,TE,LAC,1,10,0.11,2020,8
Khari Blasingame,RB,TEN,1,11,0.17,2020,8
Malik Taylor,WR,GNB,1,13,0.18,2020,8
Olamide Zaccheaus,WR,ATL,1,9,0.13,2020,8
Deonte Harris,WR,NOR,1,39,0.53,2020,8
Jeremy Cox,RB,DEN,1,6,0.09,2020,8
Jason Moore,WR,LAC,1,10,0.11,2020,8
Jalen Guyton,WR,LAC,1,76,0.87,2020,8
Darrius Shepherd,WR,GNB,1,18,0.24,2020,8
Gunner Olszewski,WR,NWE,1,42,0.65,2020,8
D'Ernest Johnson,RB,CLE,1,6,0.12,2020,8
Joe Burrow,QB,CIN,1,73,0.99,2020,8
Tua Tagovailoa,QB,MIA,1,49,1.0,2020,8
Jerry Jeudy,WR,DEN,1,58,0.89,2020,8
CeeDee Lamb,WR,DAL,1,37,0.46,2020,8
Henry Ruggs,WR,LV,1,54,0.75,2020,8
D'Andre Swift,RB,DET,1,38,0.61,2020,8
Tee Higgins,WR,CIN,1,57,0.77,2020,8
Jonathan Taylor,RB,IND,1,26,0.34,2020,8
Jalen Reagor,WR,PHI,1,47,0.75,2020,8
Cole Kmet,TE,CHI,1,30,0.43,2020,8
Justin Jefferson,WR,MIN,1,34,0.64,2020,8
J.K. Dobbins,RB,BAL,1,54,0.65,2020,8
Brandon Aiyuk,WR,SFO,1,63,0.9,2020,8
Zack Moss,RB,BUF,1,31,0.53,2020,8
KJ Hamler,WR,DEN,1,52,0.8,2020,8
Cam Akers,RB,LAR,1,20,0.21,2020,8
Devin Duvernay,WR,BAL,1,37,0.45,2020,8
Jalen Hurts,QB,PHI,1,2,0.03,2020,8
Michael Pittman,WR,IND,1,45,0.58,2020,8
Donovan Peoples-Jones,WR,CLE,1,4,0.08,2020,8
Clyde Edwards-Helaire,RB,KAN,1,33,0.5,2020,8
John Hightower,WR,PHI,1,10,0.16,2020,8
K.J. Hill,WR,LAC,1,1,0.01,2020,8
La'Mical Perine,RB,NYJ,1,28,0.49,2020,8
Denzel Mims,WR,NYJ,1,55,0.96,2020,8
AJ Dillon,RB,GNB,1,10,0.14,2020,8
James Proche,WR,BAL,1,3,0.04,2020,8
Anthony McFarland,RB,PIT,1,1,0.02,2020,8
Colby Parkinson,TE,SEA,1,3,0.04,2020,8
Harrison Bryant,TE,CLE,1,39,0.8,2020,8
Gabriel Davis,WR,BUF,1,35,0.59,2020,8
Adam Trautman,TE,NOR,1,16,0.22,2020,8
Joshua Kelley,RB,LAC,1,21,0.24,2020,8
Joe Reed,WR,LAC,1,2,0.02,2020,8
Van Jefferson,WR,LAR,1,14,0.15,2020,8
DeeJay Dallas,RB,SEA,1,54,0.78,2020,8
Juwan Johnson,WR,NOR,1,64,0.86,2020,8
JaMycal Hasty,RB,SFO,1,29,0.41,2020,8
Jason Huntley,RB,PHI,1,2,0.03,2020,8
Charlie Woerner,TE,SFO,1,6,0.09,2020,8
Austin Mack,WR,NYG,1,10,0.13,2020,8
Freddie Swain,WR,SEA,1,19,0.28,2020,8
Malcolm Perry,WR,MIA,1,7,0.14,2020,8
Nick Westbrook-Ikhine,WR,TEN,1,2,0.03,2020,8
Darnell Mooney,WR,CHI,1,65,0.93,2020,8
Ben DiNucci,QB,DAL,1,79,0.99,2020,8
Reggie Gilliam,RB,BUF,1,9,0.15,2020,8
Isaiah Zuber,WR,NWE,1,6,0.09,2020,8
Gabe Nabers,RB,LAC,1,3,0.03,2020,8
Aaron Rodgers,QB,GNB,1,62,0.94,2020,9
Adrian Peterson,RB,DET,1,20,0.27,2020,9
Alex Smith,QB,WAS,1,44,0.81,2020,9
Ben Roethlisberger,QB,PIT,1,65,0.94,2020,9
Chase Daniel,QB,DET,1,15,0.2,2020,9
Danny Amendola,WR,DET,1,48,0.64,2020,9
Drew Brees,QB,NOR,1,60,0.82,2020,9
Frank Gore,RB,NYJ,1,23,0.5,2020,9
Greg Olsen,TE,SEA,1,26,0.4,2020,9
Jared Cook,TE,NOR,1,26,0.36,2020,9
Jason Witten,TE,LV,1,21,0.41,2020,9
Joe Flacco,QB,NYJ,1,46,1.0,2020,9
Larry Fitzgerald,WR,ARI,1,51,0.74,2020,9
Marcedes Lewis,TE,GNB,1,32,0.48,2020,9
Matt Ryan,QB,ATL,1,71,1.0,2020,9
Matthew Stafford,QB,DET,1,60,0.8,2020,9
Philip Rivers,QB,IND,1,67,0.99,2020,9
Tom Brady,QB,TAM,1,49,0.98,2020,9
Dez Bryant,WR,BAL,1,2,0.03,2020,9
Emmanuel Sanders,WR,NOR,1,22,0.3,2020,9
Jimmy Graham,TE,CHI,1,50,0.65,2020,9
Rob Gronkowski,TE,TAM,1,27,0.54,2020,9
Antonio Brown,WR,TAM,1,39,0.78,2020,9
Blaine Gabbert,QB,TAM,1,1,0.02,2020,9
Julio Jones,WR,ATL,1,63,0.89,2020,9
Cam Newton,QB,NWE,1,81,1.0,2020,9
Randall Cobb,WR,HOU,1,37,0.57,2020,9
Kyle Rudolph,TE,MIN,1,42,0.72,2020,9
Luke Stocker,TE,ATL,1,37,0.52,2020,9
Dion Lewis,RB,NYG,1,17,0.22,2020,9
Tyrod Taylor,QB,LAC,1,1,0.01,2020,9
Ryan Tannehill,QB,TEN,1,55,1.0,2020,9
Nick Foles,QB,CHI,1,77,1.0,2020,9
Kirk Cousins,QB,MIN,1,58,1.0,2020,9
Russell Wilson,QB,SEA,1,65,1.0,2020,9
Marvin Jones,WR,DET,1,71,0.95,2020,9
Alfred Morris,RB,NYG,1,16,0.21,2020,9
Cole Beasley,WR,BUF,1,46,0.68,2020,9
Travis Kelce,TE,KAN,1,57,0.92,2020,9
DeAndre Hopkins,WR,ARI,1,67,0.97,2020,9
Kenny Stills,WR,HOU,1,15,0.23,2020,9
Cordarrelle Patterson,WR,CHI,1,17,0.22,2020,9
Keenan Allen,WR,LAC,1,78,0.99,2020,9
Le'Veon Bell,RB,KAN,1,19,0.31,2020,9
Chris Thompson,RB,JAX,1,19,0.28,2020,9
Rex Burkhead,RB,NWE,1,34,0.42,2020,9
Jordan Reed,TE,SFO,1,13,0.23,2020,9
Tyler Eifert,TE,JAX,1,38,0.55,2020,9
Levine Toilolo,TE,NYG,1,25,0.32,2020,9
Vance McDonald,TE,PIT,1,20,0.29,2020,9
Kyle Juszczyk,RB,SFO,1,23,0.4,2020,9
Latavius Murray,RB,NOR,1,29,0.4,2020,9
Ryan Griffin,TE,NYJ,1,22,0.48,2020,9
Demetrius Harris,TE,CHI,1,6,0.08,2020,9
Jack Doyle,TE,IND,1,22,0.32,2020,9
Teddy Bridgewater,QB,CAR,1,83,1.0,2020,9
Derek Carr,QB,LV,1,51,1.0,2020,9
Logan Thomas,TE,WAS,1,54,1.0,2020,9
Mike Evans,WR,TAM,1,43,0.86,2020,9
Brandin Cooks,WR,HOU,1,59,0.91,2020,9
Davante Adams,WR,GNB,1,50,0.76,2020,9
Allen Robinson,WR,CHI,1,73,0.95,2020,9
Eric Ebron,TE,PIT,1,59,0.86,2020,9
Trey Burton,TE,IND,1,29,0.43,2020,9
James White,RB,NWE,1,21,0.26,2020,9
Jerick McKinnon,RB,SFO,1,42,0.74,2020,9
John Brown,WR,BUF,1,53,0.78,2020,9
Garrett Gilbert,QB,DAL,1,73,1.0,2020,9
Willie Snead,WR,BAL,1,34,0.53,2020,9
Keith Smith,RB,ATL,1,12,0.17,2020,9
Adam Thielen,WR,MIN,1,50,0.86,2020,9
Cameron Brate,TE,TAM,1,12,0.24,2020,9
Josh Hill,TE,NOR,1,45,0.62,2020,9
Darren Fells,TE,HOU,1,34,0.52,2020,9
Jameis Winston,QB,NOR,1,10,0.14,2020,9
Amari Cooper,WR,DAL,1,60,0.82,2020,9
DeVante Parker,WR,MIA,1,55,0.9,2020,9
Kevin White,WR,SFO,1,7,0.12,2020,9
Melvin Gordon,RB,DEN,1,44,0.6,2020,9
Todd Gurley,RB,ATL,1,44,0.62,2020,9
Maxx Williams,TE,ARI,1,34,0.49,2020,9
Ameer Abdullah,RB,MIN,1,1,0.02,2020,9
Duke Johnson,RB,HOU,1,53,0.82,2020,9
Mike Davis,RB,CAR,1,26,0.31,2020,9
David Johnson,RB,HOU,1,7,0.11,2020,9
Jesse James,TE,DET,1,25,0.33,2020,9
Tyler Kroft,TE,BUF,1,27,0.4,2020,9
Nick Boyle,TE,BAL,1,50,0.78,2020,9
MyCole Pruitt,TE,TEN,1,7,0.13,2020,9
Blake Bell,TE,DAL,1,31,0.42,2020,9
Nelson Agholor,WR,LV,1,43,0.84,2020,9
Tyler Lockett,WR,SEA,1,62,0.95,2020,9
Breshad Perriman,WR,NYJ,1,45,0.98,2020,9
Jamison Crowder,WR,NYJ,1,31,0.67,2020,9
Stefon Diggs,WR,BUF,1,60,0.88,2020,9
Chris Manhertz,TE,CAR,1,30,0.36,2020,9
Jake Kumerow,WR,BUF,1,3,0.04,2020,9
DeAndre Carter,WR,HOU,1,5,0.08,2020,9
Darren Waller,TE,LV,1,45,0.88,2020,9
James O'Shaughnessy,TE,JAX,1,33,0.48,2020,9
Chris Conley,WR,JAX,1,49,0.71,2020,9
Michael Burton,RB,NOR,1,28,0.38,2020,9
Damiere Byrd,WR,NWE,1,80,0.99,2020,9
Ross Travis,TE,NYJ,1,3,0.07,2020,9
Ezekiel Elliott,RB,DAL,1,48,0.66,2020,9
Derrick Henry,RB,TEN,1,29,0.53,2020,9
Michael Thomas,WR,NOR,1,40,0.55,2020,9
Alex Collins,RB,SEA,1,13,0.2,2020,9
Devontae Booker,RB,LV,1,13,0.25,2020,9
Pharoh Cooper,WR,CAR,1,4,0.05,2020,9
Hunter Henry,TE,LAC,1,78,0.99,2020,9
Sterling Shepard,WR,NYG,1,60,0.78,2020,9
Jordan Howard,RB,MIA,1,21,0.34,2020,9
Will Fuller,WR,HOU,1,57,0.88,2020,9
Jacoby Brissett,QB,IND,1,1,0.01,2020,9
Nick Vannett,TE,DEN,1,11,0.15,2020,9
Tyler Ervin,RB,GNB,1,22,0.33,2020,9
Demarcus Robinson,WR,KAN,1,50,0.81,2020,9
Jakeem Grant,WR,MIA,1,29,0.48,2020,9
Robby Anderson,WR,CAR,1,69,0.83,2020,9
D.J. Foster,RB,ARI,1,5,0.07,2020,9
Stephen Anderson,TE,LAC,1,3,0.04,2020,9
Tyreek Hill,WR,KAN,1,59,0.95,2020,9
Marcus Johnson,WR,IND,1,60,0.88,2020,9
Dwayne Washington,RB,NOR,1,8,0.11,2020,9
Temarrick Hemingway,TE,WAS,1,1,0.02,2020,9
Peyton Barber,RB,WAS,1,1,0.02,2020,9
J.P. Holtz,TE,CHI,1,6,0.08,2020,9
Kalif Raymond,WR,TEN,1,14,0.25,2020,9
Marvin Hall,WR,DET,1,53,0.71,2020,9
Jaydon Mickens,WR,TAM,1,1,0.02,2020,9
Jalen Richard,RB,LV,1,9,0.18,2020,9
C.J. Ham,RB,MIN,1,34,0.59,2020,9
J.D. McKissic,RB,WAS,1,45,0.83,2020,9
Elijhaa Penny,RB,NYG,1,5,0.06,2020,9
Dalvin Cook,RB,MIN,1,38,0.66,2020,9
Mike Williams,WR,LAC,1,73,0.92,2020,9
Leonard Fournette,RB,TAM,1,33,0.66,2020,9
Corey Davis,WR,TEN,1,43,0.78,2020,9
Christian McCaffrey,RB,CAR,1,59,0.71,2020,9
Deshaun Watson,QB,HOU,1,65,1.0,2020,9
Chris Godwin,WR,TAM,1,47,0.94,2020,9
D'Onta Foreman,RB,TEN,1,8,0.15,2020,9
Evan Engram,TE,NYG,1,58,0.75,2020,9
Patrick Mahomes,QB,KAN,1,62,1.0,2020,9
Alvin Kamara,RB,NOR,1,37,0.51,2020,9
Wayne Gallman,RB,NYG,1,44,0.57,2020,9
JuJu Smith-Schuster,WR,PIT,1,63,0.91,2020,9
Zay Jones,WR,LV,1,5,0.1,2020,9
Curtis Samuel,WR,CAR,1,60,0.72,2020,9
Noah Brown,WR,DAL,1,8,0.11,2020,9
Jeremy McNichols,RB,TEN,1,16,0.29,2020,9
James Conner,RB,PIT,1,32,0.46,2020,9
Brian Hill,RB,ATL,1,19,0.27,2020,9
Adam Shaheen,TE,MIA,1,24,0.39,2020,9
Jonnu Smith,TE,TEN,1,52,0.95,2020,9
Jeremy Sprinkle,TE,WAS,1,5,0.09,2020,9
Mack Hollins,WR,MIA,1,17,0.28,2020,9
Antony Auclair,TE,TAM,1,4,0.08,2020,9
Robert Tonyan,TE,GNB,1,41,0.62,2020,9
Trent Taylor,WR,SFO,1,33,0.58,2020,9
Jacob Hollister,TE,SEA,1,31,0.48,2020,9
Tim Patrick,WR,DEN,1,60,0.82,2020,9
Mo Alie-Cox,TE,IND,1,35,0.51,2020,9
Darrell Daniels,TE,ARI,1,29,0.42,2020,9
Isaiah McKenzie,WR,BUF,1,5,0.07,2020,9
Aaron Jones,RB,GNB,1,40,0.61,2020,9
Alex Armah,RB,CAR,1,12,0.14,2020,9
Nick Mullens,QB,SFO,1,57,1.0,2020,9
David Moore,WR,SEA,1,34,0.52,2020,9
Anthony Firkser,TE,TEN,1,27,0.49,2020,9
C.J. Board,WR,NYG,1,14,0.18,2020,9
Keelan Cole,WR,JAX,1,47,0.68,2020,9
Dare Ogunbowale,RB,JAX,1,3,0.04,2020,9
Pharaoh Brown,TE,HOU,1,25,0.38,2020,9
Zach Pascal,WR,IND,1,41,0.6,2020,9
Taysom Hill,QB,NOR,1,19,0.26,2020,9
Dan Arnold,TE,ARI,1,18,0.26,2020,9
Patrick Ricard,RB,BAL,1,22,0.34,2020,9
Colin Thompson,TE,CAR,1,6,0.07,2020,9
River Cracraft,WR,SFO,1,51,0.89,2020,9
Brandon Zylstra,WR,CAR,1,9,0.11,2020,9
Lamar Jackson,QB,BAL,1,64,1.0,2020,9
Mason Rudolph,QB,PIT,1,4,0.06,2020,9
Ronald Jones,RB,TAM,1,16,0.32,2020,9
Royce Freeman,RB,DEN,1,1,0.01,2020,9
Kerryon Johnson,RB,DET,1,25,0.33,2020,9
Kalen Ballage,RB,LAC,1,31,0.39,2020,9
James Washington,WR,PIT,1,13,0.19,2020,9
Anthony Miller,WR,CHI,1,53,0.69,2020,9
Michael Gallup,WR,DAL,1,69,0.95,2020,9
Tre'Quan Smith,WR,NOR,1,45,0.62,2020,9
Cedrick Wilson,WR,DAL,1,11,0.15,2020,9
D.J. Moore,WR,CAR,1,81,0.98,2020,9
Christian Kirk,WR,ARI,1,44,0.64,2020,9
Mark Andrews,TE,BAL,1,38,0.59,2020,9
Mike Gesicki,TE,MIA,1,43,0.7,2020,9
Hayden Hurst,TE,ATL,1,51,0.72,2020,9
Braxton Berrios,WR,NYJ,1,7,0.15,2020,9
D.J. Chark,WR,JAX,1,59,0.86,2020,9
Nyheim Hines,RB,IND,1,23,0.34,2020,9
Josh Allen,QB,BUF,1,68,1.0,2020,9
Justin Jackson,RB,LAC,1,3,0.04,2020,9
Richie James,WR,SFO,1,51,0.89,2020,9
Equanimeous St. Brown,WR,GNB,1,4,0.06,2020,9
Dalton Schultz,TE,DAL,1,70,0.96,2020,9
Ian Thomas,TE,CAR,1,59,0.71,2020,9
Jordan Akins,TE,HOU,1,22,0.34,2020,9
DaeSean Hamilton,WR,DEN,1,27,0.37,2020,9
Chase Edmonds,RB,ARI,1,66,0.96,2020,9
Jordan Wilkins,RB,IND,1,23,0.34,2020,9
Phillip Lindsay,RB,DEN,1,28,0.38,2020,9
Durham Smythe,TE,MIA,1,25,0.41,2020,9
Darrel Williams,RB,KAN,1,18,0.29,2020,9
Daurice Fountain,WR,IND,1,10,0.15,2020,9
Noah Fant,TE,DEN,1,57,0.78,2020,9
Marquez Valdes-Scantling,WR,GNB,1,59,0.89,2020,9
Ray-Ray McCloud,WR,PIT,1,28,0.41,2020,9
Chris Herndon,TE,NYJ,1,30,0.65,2020,9
Ryan Izzo,TE,NWE,1,76,0.94,2020,9
Tyler Conklin,TE,MIN,1,25,0.43,2020,9
Jeff Badet,WR,WAS,1,13,0.24,2020,9
Russell Gage,WR,ATL,1,39,0.55,2020,9
Buddy Howell,RB,HOU,1,5,0.08,2020,9
Gus Edwards,RB,BAL,1,24,0.38,2020,9
Byron Pringle,WR,KAN,1,19,0.31,2020,9
Ryan Nall,RB,CHI,1,10,0.13,2020,9
Brandon Powell,WR,ATL,1,10,0.14,2020,9
Tim Boyle,QB,GNB,1,4,0.06,2020,9
Tanner Hudson,TE,TAM,1,1,0.02,2020,9
Christian Blake,WR,ATL,1,12,0.17,2020,9
Kyle Allen,QB,WAS,1,10,0.19,2020,9
Deon Yelder,TE,KAN,1,7,0.11,2020,9
Ross Dwelley,TE,SFO,1,42,0.74,2020,9
Trent Sherfield,WR,ARI,1,1,0.01,2020,9
Cam Batson,WR,TEN,1,13,0.24,2020,9
Cam Sims,WR,WAS,1,40,0.74,2020,9
Will Dissly,TE,SEA,1,21,0.32,2020,9
Nick Keizer,TE,KAN,1,13,0.21,2020,9
Chad Beebe,WR,MIN,1,17,0.29,2020,9
Jaeden Graham,TE,ATL,1,10,0.14,2020,9
A.J. Brown,WR,TEN,1,45,0.82,2020,9
D.K. Metcalf,WR,SEA,1,65,1.0,2020,9
Drew Lock,QB,DEN,1,73,1.0,2020,9
Marquise Brown,WR,BAL,1,55,0.86,2020,9
Damien Harris,RB,NWE,1,28,0.35,2020,9
Daniel Jones,QB,NYG,1,77,1.0,2020,9
David Montgomery,RB,CHI,1,50,0.65,2020,9
Albert Okwuegbunam,TE,DEN,1,15,0.21,2020,9
Justice Hill,RB,BAL,1,3,0.05,2020,9
Riley Ridley,WR,CHI,1,16,0.21,2020,9
Josh Jacobs,RB,LV,1,29,0.57,2020,9
Devin Singletary,RB,BUF,1,31,0.46,2020,9
Collin Johnson,WR,JAX,1,9,0.13,2020,9
T.J. Hockenson,TE,DET,1,57,0.76,2020,9
Kaden Smith,TE,NYG,1,41,0.53,2020,9
Patrick Laird,RB,MIA,1,12,0.2,2020,9
Hunter Renfrow,WR,LV,1,30,0.59,2020,9
Foster Moreau,TE,LV,1,13,0.25,2020,9
Ty Johnson,RB,NYJ,1,2,0.04,2020,9
Andy Isabella,WR,ARI,1,17,0.25,2020,9
Dexter Williams,RB,GNB,1,4,0.06,2020,9
Terry McLaurin,WR,WAS,1,53,0.98,2020,9
Qadree Ollison,RB,ATL,1,5,0.07,2020,9
Alec Ingold,RB,LV,1,6,0.12,2020,9
Mecole Hardman,WR,KAN,1,42,0.68,2020,9
Jakobi Meyers,WR,NWE,1,80,0.99,2020,9
Kyler Murray,QB,ARI,1,69,1.0,2020,9
Isaac Nauta,TE,DET,1,5,0.07,2020,9
Benny Snell,RB,PIT,1,5,0.07,2020,9
Irv Smith,TE,MIN,1,22,0.38,2020,9
Preston Williams,WR,MIA,1,17,0.28,2020,9
Jace Sternberger,TE,GNB,1,18,0.27,2020,9
Diontae Johnson,WR,PIT,1,59,0.86,2020,9
Travis Homer,RB,SEA,1,31,0.48,2020,9
Alexander Mattison,RB,MIN,1,16,0.28,2020,9
Chase Claypool,WR,PIT,1,56,0.81,2020,9
Dawson Knox,TE,BUF,1,25,0.37,2020,9
Tyler Johnson,WR,TAM,1,6,0.12,2020,9
Bryan Edwards,WR,LV,1,1,0.02,2020,9
Justin Herbert,QB,LAC,1,78,0.99,2020,9
Miles Boykin,WR,BAL,1,23,0.36,2020,9
Jakob Johnson,RB,NWE,1,45,0.56,2020,9
Chandler Cox,RB,MIA,1,9,0.15,2020,9
Cullen Gillaspia,RB,HOU,1,4,0.06,2020,9
Tony Pollard,RB,DAL,1,23,0.32,2020,9
Darius Slayton,WR,NYG,1,65,0.84,2020,9
Olabisi Johnson,WR,MIN,1,8,0.14,2020,9
Scotty Miller,WR,TAM,1,19,0.38,2020,9
Jeff Smith,WR,NYJ,1,2,0.04,2020,9
Tyron Johnson,WR,LAC,1,3,0.04,2020,9
John Lovett,QB,GNB,1,11,0.17,2020,9
Donald Parham,TE,LAC,1,9,0.11,2020,9
Khari Blasingame,RB,TEN,1,11,0.2,2020,9
Malik Taylor,WR,GNB,1,26,0.39,2020,9
Olamide Zaccheaus,WR,ATL,1,52,0.73,2020,9
Deonte Harris,WR,NOR,1,8,0.11,2020,9
Jalen Guyton,WR,LAC,1,69,0.87,2020,9
Steven Sims,WR,WAS,1,16,0.3,2020,9
Darrius Shepherd,WR,GNB,1,23,0.35,2020,9
Gunner Olszewski,WR,NWE,1,35,0.43,2020,9
Tua Tagovailoa,QB,MIA,1,61,1.0,2020,9
Jerry Jeudy,WR,DEN,1,61,0.84,2020,9
CeeDee Lamb,WR,DAL,1,39,0.53,2020,9
Henry Ruggs,WR,LV,1,40,0.78,2020,9
D'Andre Swift,RB,DET,1,30,0.4,2020,9
Jonathan Taylor,RB,IND,1,21,0.31,2020,9
Laviska Shenault,WR,JAX,1,10,0.14,2020,9
Cole Kmet,TE,CHI,1,36,0.47,2020,9
Justin Jefferson,WR,MIN,1,35,0.6,2020,9
J.K. Dobbins,RB,BAL,1,36,0.56,2020,9
Zack Moss,RB,BUF,1,38,0.56,2020,9
KJ Hamler,WR,DEN,1,55,0.75,2020,9
Devin Duvernay,WR,BAL,1,26,0.41,2020,9
Michael Pittman,WR,IND,1,59,0.87,2020,9
Clyde Edwards-Helaire,RB,KAN,1,25,0.4,2020,9
La'Mical Perine,RB,NYJ,1,21,0.46,2020,9
Denzel Mims,WR,NYJ,1,44,0.96,2020,9
James Proche,WR,BAL,1,1,0.02,2020,9
Anthony McFarland,RB,PIT,1,8,0.12,2020,9
Quintez Cephus,WR,DET,1,31,0.41,2020,9
Gabriel Davis,WR,BUF,1,32,0.47,2020,9
Adam Trautman,TE,NOR,1,29,0.4,2020,9
Joshua Kelley,RB,LAC,1,43,0.54,2020,9
Salvon Ahmed,RB,MIA,1,28,0.46,2020,9
Joe Reed,WR,LAC,1,4,0.05,2020,9
Marquez Callaway,WR,NOR,1,17,0.23,2020,9
DeeJay Dallas,RB,SEA,1,20,0.31,2020,9
Artavis Pierce,RB,CHI,1,1,0.01,2020,9
Isaiah Wright,WR,WAS,1,16,0.3,2020,9
Jake Luton,QB,JAX,1,69,1.0,2020,9
Antonio Gibson,RB,WAS,1,25,0.46,2020,9
JaMycal Hasty,RB,SFO,1,15,0.26,2020,9
James Robinson,RB,JAX,1,50,0.72,2020,9
Charlie Woerner,TE,SFO,1,8,0.14,2020,9
Tyrie Cleveland,WR,DEN,1,6,0.08,2020,9
Austin Mack,WR,NYG,1,38,0.49,2020,9
Ben Ellefson,TE,JAX,1,26,0.38,2020,9
Sean McKeon,TE,DAL,1,6,0.08,2020,9
Freddie Swain,WR,SEA,1,22,0.34,2020,9
Malcolm Perry,WR,MIA,1,23,0.38,2020,9
Nick Westbrook-Ikhine,WR,TEN,1,5,0.09,2020,9
Kirk Merritt,WR,MIA,1,1,0.02,2020,9
Darnell Mooney,WR,CHI,1,67,0.87,2020,9
Reggie Gilliam,RB,BUF,1,14,0.21,2020,9
Kristian Wilkerson,WR,NWE,1,2,0.02,2020,9
DeMichael Harris,WR,IND,1,16,0.24,2020,9
Gabe Nabers,RB,LAC,1,1,0.01,2020,9
Aaron Rodgers,QB,GNB,1,65,1.0,2020,10
Adrian Peterson,RB,DET,1,7,0.12,2020,10
Alex Smith,QB,WAS,1,88,1.0,2020,10
Ben Roethlisberger,QB,PIT,1,69,0.95,2020,10
Danny Amendola,WR,DET,1,23,0.39,2020,10
Drew Brees,QB,NOR,1,20,0.34,2020,10
Greg Olsen,TE,SEA,1,48,0.72,2020,10
Jared Cook,TE,NOR,1,21,0.36,2020,10
Jason Witten,TE,LV,1,37,0.51,2020,10
Larry Fitzgerald,WR,ARI,1,66,0.9,2020,10
LeSean McCoy,RB,TAM,1,3,0.04,2020,10
Marcedes Lewis,TE,GNB,1,26,0.4,2020,10
Matthew Slater,WR,NWE,1,1,0.02,2020,10
Matthew Stafford,QB,DET,1,59,1.0,2020,10
Philip Rivers,QB,IND,1,69,0.99,2020,10
Tom Brady,QB,TAM,1,75,0.94,2020,10
Golden Tate,WR,NYG,1,27,0.38,2020,10
Andre Roberts,WR,BUF,1,1,0.01,2020,10
Emmanuel Sanders,WR,NOR,1,34,0.58,2020,10
Jimmy Graham,TE,CHI,1,29,0.57,2020,10
Rob Gronkowski,TE,TAM,1,65,0.81,2020,10
Antonio Brown,WR,TAM,1,39,0.49,2020,10
A.J. Green,WR,CIN,1,54,0.83,2020,10
Blaine Gabbert,QB,TAM,1,5,0.06,2020,10
Cam Newton,QB,NWE,1,58,1.0,2020,10
Mark Ingram,RB,BAL,1,17,0.26,2020,10
Randall Cobb,WR,HOU,1,32,0.56,2020,10
Kyle Rudolph,TE,MIN,1,58,0.78,2020,10
Dion Lewis,RB,NYG,1,14,0.2,2020,10
Lee Smith,TE,BUF,1,12,0.16,2020,10
Ryan Tannehill,QB,TEN,1,59,0.91,2020,10
Nick Foles,QB,CHI,1,45,0.88,2020,10
Kirk Cousins,QB,MIN,1,73,0.99,2020,10
Russell Wilson,QB,SEA,1,67,1.0,2020,10
Lamar Miller,RB,CHI,1,5,0.1,2020,10
Alshon Jeffery,WR,PHI,1,18,0.27,2020,10
T.Y. Hilton,WR,IND,1,47,0.67,2020,10
Marvin Jones,WR,DET,1,51,0.86,2020,10
Alfred Morris,RB,NYG,1,15,0.21,2020,10
Cole Beasley,WR,BUF,1,58,0.79,2020,10
DeAndre Hopkins,WR,ARI,1,70,0.96,2020,10
Robert Woods,WR,LAR,1,56,0.8,2020,10
Kenny Stills,WR,HOU,1,8,0.14,2020,10
Cordarrelle Patterson,WR,CHI,1,25,0.49,2020,10
Keenan Allen,WR,LAC,1,55,0.85,2020,10
Giovani Bernard,RB,CIN,1,44,0.68,2020,10
Chris Thompson,RB,JAX,1,1,0.02,2020,10
Rex Burkhead,RB,NWE,1,20,0.34,2020,10
Tyler Bray,QB,CHI,1,5,0.1,2020,10
Jordan Reed,TE,SFO,1,31,0.44,2020,10
Tyler Eifert,TE,JAX,1,40,0.63,2020,10
Levine Toilolo,TE,NYG,1,21,0.3,2020,10
Kyle Juszczyk,RB,SFO,1,23,0.32,2020,10
Latavius Murray,RB,NOR,1,24,0.41,2020,10
Demetrius Harris,TE,CHI,1,3,0.06,2020,10
Teddy Bridgewater,QB,CAR,1,43,0.9,2020,10
Derek Carr,QB,LV,1,72,1.0,2020,10
Logan Thomas,TE,WAS,1,87,0.99,2020,10
Mike Evans,WR,TAM,1,64,0.8,2020,10
Brandin Cooks,WR,HOU,1,55,0.96,2020,10
Davante Adams,WR,GNB,1,53,0.82,2020,10
Allen Robinson,WR,CHI,1,45,0.88,2020,10
Jarvis Landry,WR,CLE,1,38,0.58,2020,10
Eric Ebron,TE,PIT,1,62,0.85,2020,10
Trey Burton,TE,IND,1,37,0.53,2020,10
James White,RB,NWE,1,10,0.17,2020,10
Jerick McKinnon,RB,SFO,1,44,0.62,2020,10
John Brown,WR,BUF,1,54,0.74,2020,10
Richard Rodgers,TE,PHI,1,21,0.31,2020,10
Willie Snead,WR,BAL,1,45,0.68,2020,10
Adam Thielen,WR,MIN,1,72,0.97,2020,10
Cameron Brate,TE,TAM,1,29,0.36,2020,10
Josh Hill,TE,NOR,1,9,0.15,2020,10
Darren Fells,TE,HOU,1,34,0.6,2020,10
