"('Unnamed: 0_level_0', 'Unnamed: 0_level_1', 'Rk')","('Unnamed: 1_level_0', 'Unnamed: 1_level_1', 'G#')","('Unnamed: 2_level_0', 'Unnamed: 2_level_1', 'Date')","('Unnamed: 3_level_0', 'Unnamed: 3_level_1', 'Tm')","('Unnamed: 4_level_0', 'Unnamed: 4_level_1', 'Unnamed: 4_level_2')","('Unnamed: 5_level_0', 'Unnamed: 5_level_1', 'Opp')","('Unnamed: 6_level_0', 'Unnamed: 6_level_1', 'Result')","('Unnamed: 7_level_0', 'Unnamed: 7_level_1', 'Pos')","('Snap Counts', 'Off.', 'Num')","('Snap Counts', 'Off.', 'Pct')","('Snap Counts', 'Def.', 'Num')","('Snap Counts', 'Def.', 'Pct')","('Snap Counts', 'ST', 'Num')","('Snap Counts', 'ST', 'Pct')","('Unnamed: 14_level_0', 'Fantasy', 'FantPt')","('Unnamed: 15_level_0', 'Fantasy', 'DKPt')","('Unnamed: 16_level_0', 'Fantasy', 'FDPt')",Player_Address,Season,"('Inside 20', 'Rushing', 'Att')","('Inside 20', 'Rushing', 'Yds')","('Inside 20', 'Rushing', 'TD')","('Inside 10', 'Rushing', 'Att')","('Inside 10', 'Rushing', 'Yds')","('Inside 10', 'Rushing', 'TD')","('Unnamed: 20_level_0', 'Fantasy', 'FantPt')","('Unnamed: 21_level_0', 'Fantasy', 'DKPt')","('Unnamed: 22_level_0', 'Fantasy', 'FDPt')","('Inside 20', 'Receiving', 'Tgt')","('Inside 20', 'Receiving', 'Rec')","('Inside 20', 'Receiving', 'Yds')","('Inside 20', 'Receiving', 'TD')","('Inside 10', 'Receiving', 'Tgt')","('Inside 10', 'Receiving', 'Rec')","('Inside 10', 'Receiving', 'Yds')","('Inside 10', 'Receiving', 'TD')","('Unnamed: 28_level_0', 'Fantasy', 'FantPt')","('Unnamed: 29_level_0', 'Fantasy', 'DKPt')","('Unnamed: 30_level_0', 'Fantasy', 'FDPt')","('Unnamed: 22_level_0', 'Fantasy', 'FantPt')","('Unnamed: 23_level_0', 'Fantasy', 'DKPt')","('Unnamed: 24_level_0', 'Fantasy', 'FDPt')","('Inside 20', 'Passing', 'Cmp')","('Inside 20', 'Passing', 'Att')","('Inside 20', 'Passing', 'Yds')","('Inside 20', 'Passing', 'TD')","('Inside 10', 'Passing', 'Cmp')","('Inside 10', 'Passing', 'Att')","('Inside 10', 'Passing', 'Yds')","('Inside 10', 'Passing', 'TD')","('Unnamed: 18_level_0', 'Fantasy', 'FantPt')","('Unnamed: 19_level_0', 'Fantasy', 'DKPt')","('Unnamed: 20_level_0', 'Fantasy', 'FDPt')","('Unnamed: 24_level_0', 'Fantasy', 'FantPt')","('Unnamed: 25_level_0', 'Fantasy', 'DKPt')","('Unnamed: 26_level_0', 'Fantasy', 'FDPt')","('Unnamed: 30_level_0', 'Fantasy', 'FantPt')","('Unnamed: 31_level_0', 'Fantasy', 'DKPt')","('Unnamed: 32_level_0', 'Fantasy', 'FDPt')","('Unnamed: 36_level_0', 'Fantasy', 'FantPt')","('Unnamed: 37_level_0', 'Fantasy', 'DKPt')","('Unnamed: 38_level_0', 'Fantasy', 'FDPt')","('Unnamed: 32_level_0', 'Fantasy', 'FantPt')","('Unnamed: 33_level_0', 'Fantasy', 'DKPt')","('Unnamed: 34_level_0', 'Fantasy', 'FDPt')"
7.0,12.0,2018-12-02,NYG,,CHI,W 30-27,WILL,0.0,0.0%,77.0,92.8%,0.0,0.0%,,,,/players/V/VernOl00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,13.0,2018-12-09,NYG,@,WAS,W 40-16,LB,0.0,0.0%,50.0,80.6%,0.0,0.0%,,,,/players/V/VernOl00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,14.0,2018-12-16,NYG,,TEN,L 0-17,WILL,0.0,0.0%,59.0,84.3%,0.0,0.0%,,,,/players/V/VernOl00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,15.0,2018-12-23,NYG,@,IND,L 27-28,WILL,0.0,0.0%,64.0,95.5%,0.0,0.0%,,,,/players/V/VernOl00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,16.0,2018-12-30,NYG,,DAL,L 35-36,WILL,0.0,0.0%,65.0,84.4%,0.0,0.0%,,,,/players/V/VernOl00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,DEN,,SEA,W 27-24,RT,74.0,100.0%,0.0,0.0%,5.0,14.7%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,DEN,,OAK,W 20-19,RT,32.0,48.5%,0.0,0.0%,1.0,3.8%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,DEN,@,BAL,L 14-27,RT,68.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-10-01,DEN,,KAN,L 23-27,RT,16.0,26.7%,0.0,0.0%,1.0,3.6%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,9.0,2018-11-04,DEN,,HOU,L 17-19,RT,66.0,100.0%,0.0,0.0%,3.0,10.7%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,10.0,2018-11-18,DEN,@,LAC,W 23-22,RT,56.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,11.0,2018-11-25,DEN,,PIT,W 24-17,RT,57.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,12.0,2018-12-02,DEN,@,CIN,W 24-10,RT,59.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,13.0,2018-12-09,DEN,@,SFO,L 14-20,RT,74.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,14.0,2018-12-15,DEN,,CLE,L 16-17,RT,73.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,15.0,2018-12-24,DEN,@,OAK,L 14-27,RT,67.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,16.0,2018-12-30,DEN,,LAC,L 9-23,RT,62.0,78.5%,0.0,0.0%,0.0,0.0%,,,,/players/V/VeldJa20,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,4.0,2018-09-30,TAM,@,CHI,L 10-48,DT,0.0,0.0%,33.0,54.1%,1.0,3.6%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,5.0,2018-10-14,TAM,@,ATL,L 29-34,DT,0.0,0.0%,28.0,41.8%,6.0,20.7%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,2018-10-21,TAM,,CLE,W 26-23,DT,0.0,0.0%,38.0,55.9%,3.0,9.1%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,7.0,2018-10-28,TAM,@,CIN,L 34-37,DT,0.0,0.0%,47.0,71.2%,7.0,21.2%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,8.0,2018-11-04,TAM,@,CAR,L 28-42,DT,0.0,0.0%,20.0,32.3%,6.0,18.8%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,2018-11-11,TAM,,WAS,L 3-16,DT,0.0,0.0%,28.0,48.3%,5.0,25.0%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,10.0,2018-11-18,TAM,@,NYG,L 35-38,DT,0.0,0.0%,18.0,34.0%,7.0,24.1%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,11.0,2018-11-25,TAM,,SFO,W 27-9,DT,0.0,0.0%,37.0,57.8%,3.0,10.7%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,2018-12-02,TAM,,CAR,W 24-17,DT,0.0,0.0%,37.0,52.9%,3.0,12.5%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,13.0,2018-12-09,TAM,,NOR,L 14-28,DT,0.0,0.0%,51.0,79.7%,6.0,23.1%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,14.0,2018-12-16,TAM,@,BAL,L 12-20,DT,0.0,0.0%,60.0,78.9%,4.0,17.4%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,2018-12-23,TAM,@,DAL,L 20-27,DT,0.0,0.0%,44.0,84.6%,6.0,22.2%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,16.0,2018-12-30,TAM,,ATL,L 32-34,DT,0.0,0.0%,52.0,67.5%,6.0,18.8%,,,,/players/V/VeaxVi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,SEA,@,DEN,L 24-27,TE,35.0,61.4%,0.0,0.0%,12.0,35.3%,,,,/players/V/VannNi00,2018,,,,,,,,,,,,,,,,,,,,,1.1,2.1,1.6,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-17,SEA,@,CHI,L 17-24,TE,26.0,39.4%,0.0,0.0%,3.0,11.1%,,,,/players/V/VannNi00,2018,,,,,,,,,,,,,,,,,,,,,2.3,5.3,3.8,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,SEA,,DAL,W 24-13,TE,35.0,50.7%,0.0,0.0%,3.0,10.3%,,,,/players/V/VannNi00,2018,,,,,,,,,,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,2.7,6.7,4.7,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,SEA,@,ARI,W 20-17,TE,54.0,81.8%,0.0,0.0%,10.0,35.7%,,,,/players/V/VannNi00,2018,,,,,,,,,,,,,,,,,,,,,0.6,1.6,1.1,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,SEA,,LAR,L 31-33,TE,50.0,83.3%,0.0,0.0%,10.0,33.3%,,,,/players/V/VannNi00,2018,,,,,,,,,,,,,,,,,,,,,4.3,7.3,5.8,,,,,,,,,,,,,,,,,,,,,,,
6.0,7.0,2018-10-28,SEA,@,DET,W 28-14,TE,31.0,49.2%,0.0,0.0%,4.0,16.7%,,,,/players/V/VannNi00,2018,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.6,2.6,2.1,,,,,,,,,,,,,,,,,,,,,,,
7.0,8.0,2018-11-04,SEA,,LAC,L 17-25,TE,48.0,59.3%,0.0,0.0%,4.0,14.3%,,,,/players/V/VannNi00,2018,,,,,,,,,,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,,,,11.2,17.2,14.2,,,,,,,,,,,,,,,,,,,,,,,
8.0,9.0,2018-11-11,SEA,@,LAR,L 31-36,TE,41.0,60.3%,0.0,0.0%,5.0,16.7%,,,,/players/V/VannNi00,2018,,,,,,,,,,1.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,,,,6.8,7.8,7.3,,,,,,,,,,,,,,,,,,,,,,,
9.0,10.0,2018-11-15,SEA,,GNB,W 27-24,TE,42.0,60.0%,0.0,0.0%,5.0,16.1%,,,,/players/V/VannNi00,2018,,,,,,,,,,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,,,,1.7,2.7,2.2,,,,,,,,,,,,,,,,,,,,,,,
10.0,11.0,2018-11-25,SEA,@,CAR,W 30-27,TE,24.0,38.7%,0.0,0.0%,6.0,22.2%,,,,/players/V/VannNi00,2018,,,,,,,,,,,,,,,,,,,,,2.2,4.2,3.2,,,,,,,,,,,,,,,,,,,,,,,
11.0,12.0,2018-12-02,SEA,,SFO,W 43-16,TE,25.0,43.1%,0.0,0.0%,7.0,23.3%,,,,/players/V/VannNi00,2018,,,,,,,,,,,,,,,,,,,,,0.4,1.4,0.9,,,,,,,,,,,,,,,,,,,,,,,
12.0,13.0,2018-12-10,SEA,,MIN,W 21-7,TE,29.0,43.9%,0.0,0.0%,4.0,18.2%,,,,/players/V/VannNi00,2018,,,,,,,,,,,,,,,,,,,,,1.2,2.2,1.7,,,,,,,,,,,,,,,,,,,,,,,
13.0,14.0,2018-12-16,SEA,@,SFO,L 23-26,TE,20.0,26.7%,0.0,0.0%,4.0,11.8%,,,,/players/V/VannNi00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,15.0,2018-12-23,SEA,,KAN,W 38-31,TE,33.0,41.3%,0.0,0.0%,9.0,27.3%,,,,/players/V/VannNi00,2018,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,7.1,9.1,8.1,,,,,,,,,,,,,,,,,,,,,,,
15.0,16.0,2018-12-30,SEA,,ARI,W 27-24,TE,35.0,55.6%,0.0,0.0%,5.0,15.2%,,,,/players/V/VannNi00,2018,,,,,,,,,,,,,,,,,,,,,1.7,3.7,2.7,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,DAL,@,CAR,L 8-16,LB,0.0,0.0%,17.0,25.4%,6.0,27.3%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,DAL,,NYG,W 20-13,LB,0.0,0.0%,28.0,41.2%,17.0,65.4%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,DAL,@,SEA,L 13-24,LB,0.0,0.0%,33.0,47.8%,17.0,58.6%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,DAL,,DET,W 26-24,SLB,0.0,0.0%,50.0,92.6%,12.0,44.4%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,DAL,@,HOU,L 16-19,WLB,0.0,0.0%,80.0,100.0%,14.0,48.3%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-14,DAL,,JAX,W 40-7,WLB,0.0,0.0%,47.0,97.9%,16.0,51.6%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-21,DAL,@,WAS,L 17-20,LB,0.0,0.0%,21.0,35.0%,12.0,42.9%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-11-05,DAL,,TEN,L 14-28,LB,0.0,0.0%,61.0,87.1%,10.0,50.0%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2018-11-11,DAL,@,PHI,W 27-20,WLB,0.0,0.0%,62.0,100.0%,10.0,35.7%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2018-11-18,DAL,@,ATL,W 22-19,WLB,0.0,0.0%,55.0,98.2%,12.0,46.2%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2018-11-22,DAL,,WAS,W 31-23,WLB,0.0,0.0%,59.0,93.7%,11.0,35.5%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2018-11-29,DAL,,NOR,W 13-10,WLB,0.0,0.0%,44.0,84.6%,7.0,35.0%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2018-12-09,DAL,,PHI,W 29-23,WLB,0.0,0.0%,46.0,88.5%,13.0,44.8%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2018-12-16,DAL,@,IND,L 0-23,WLB,0.0,0.0%,65.0,90.3%,6.0,40.0%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2018-12-23,DAL,,TAM,W 27-20,WLB,0.0,0.0%,80.0,100.0%,11.0,40.7%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2018-12-30,DAL,@,NYG,W 36-35,WLB,0.0,0.0%,36.0,50.7%,7.0,25.0%,,,,/players/V/VandLe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,CAR,,DAL,W 16-8,LG,67.0,100.0%,0.0,0.0%,3.0,13.6%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,CAR,@,ATL,L 24-31,LG,67.0,100.0%,0.0,0.0%,4.0,14.3%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,CAR,,CIN,W 31-21,LG,67.0,100.0%,0.0,0.0%,5.0,19.2%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-10-07,CAR,,NYG,W 33-31,LG,71.0,100.0%,0.0,0.0%,7.0,21.9%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-14,CAR,@,WAS,L 17-23,LG,60.0,100.0%,0.0,0.0%,2.0,8.3%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-21,CAR,@,PHI,W 21-17,LG,59.0,100.0%,0.0,0.0%,2.0,9.1%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-28,CAR,,BAL,W 36-21,LG,65.0,100.0%,0.0,0.0%,6.0,21.4%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-11-04,CAR,,TAM,W 42-28,LG,62.0,100.0%,0.0,0.0%,6.0,18.8%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2018-11-08,CAR,@,PIT,L 21-52,LG,57.0,100.0%,0.0,0.0%,3.0,9.7%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2018-11-18,CAR,@,DET,L 19-20,LG,58.0,100.0%,0.0,0.0%,3.0,11.1%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2018-11-25,CAR,,SEA,L 27-30,LG,59.0,100.0%,0.0,0.0%,6.0,22.2%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2018-12-02,CAR,@,TAM,L 17-24,LG,70.0,100.0%,0.0,0.0%,3.0,12.5%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2018-12-09,CAR,@,CLE,L 20-26,LG,74.0,100.0%,0.0,0.0%,4.0,14.3%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2018-12-17,CAR,,NOR,L 9-12,LG,58.0,100.0%,0.0,0.0%,1.0,5.0%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2018-12-23,CAR,,ATL,L 10-24,LG,92.0,100.0%,0.0,0.0%,2.0,9.1%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2018-12-30,CAR,@,NOR,W 33-14,LG,72.0,100.0%,0.0,0.0%,6.0,24.0%,,,,/players/V/VanRGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,NWE,,HOU,W 27-20,LB,0.0,0.0%,49.0,66.2%,7.0,21.9%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,NWE,@,JAX,L 20-31,LB,0.0,0.0%,64.0,90.1%,7.0,25.0%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,NWE,@,DET,L 10-26,LB,0.0,0.0%,64.0,87.7%,8.0,32.0%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,NWE,,MIA,W 38-7,LB,0.0,0.0%,31.0,63.3%,6.0,24.0%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-04,NWE,,IND,W 38-24,LB,0.0,0.0%,73.0,88.0%,10.0,32.3%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-14,NWE,,KAN,W 43-40,LB,0.0,0.0%,54.0,100.0%,8.0,22.2%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-21,NWE,@,CHI,W 38-31,LB,0.0,0.0%,76.0,92.7%,10.0,30.3%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-10-29,NWE,@,BUF,W 25-6,RLB,0.0,0.0%,64.0,100.0%,8.0,28.6%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2018-11-04,NWE,,GNB,W 31-17,LB,0.0,0.0%,67.0,90.5%,7.0,25.9%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2018-11-11,NWE,@,TEN,L 10-34,LB,0.0,0.0%,58.0,89.2%,9.0,30.0%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2018-11-25,NWE,@,NYJ,W 27-13,LB,0.0,0.0%,63.0,98.4%,9.0,33.3%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2018-12-02,NWE,,MIN,W 24-10,LB,0.0,0.0%,61.0,100.0%,4.0,16.0%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2018-12-09,NWE,@,MIA,L 33-34,LB,0.0,0.0%,48.0,100.0%,7.0,21.9%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2018-12-16,NWE,@,PIT,L 10-17,LB,0.0,0.0%,64.0,100.0%,9.0,45.0%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2018-12-23,NWE,,BUF,W 24-12,LB,0.0,0.0%,58.0,95.1%,11.0,37.9%,,,,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2018-12-30,NWE,,NYJ,W 38-3,LB,0.0,0.0%,52.0,92.9%,5.0,20.0%,,6.0,6.0,/players/V/VanNKy00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-10,DET,,NYJ,L 17-48,TE,18.0,25.7%,0.0,0.0%,0.0,0.0%,0.5,1.5,1.0,/players/V/VallHa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,3.0,2018-09-23,DET,,NWE,W 26-10,TE,6.0,8.2%,0.0,0.0%,0.0,0.0%,,,,/players/V/VallHa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,4.0,2018-09-30,DET,@,DAL,L 24-26,TE,5.0,9.3%,0.0,0.0%,0.0,0.0%,0.6,1.6,1.1,/players/V/VallHa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
