Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Brandon Dunn ,DT,HOU,15,13,23,20,19,9,33,21,25,bye,38,30,33,32,36,28,24
Jayrone Elliott ,LB,PIT,0,0,0,9,3,0,bye,2,0,0,8,0,0,0,0,0,0
Mike Pennel ,DT,KC,0,0,0,0,0,0,0,23,21,0,23,bye,24,18,17,14,14
Joe Thomas ,LB,DAL,1,2,32,14,18,14,17,bye,27,14,0,32,20,28,15,13,0
Adarius Taylor ,LB,CLE,3,0,0,1,19,9,bye,1,25,0,0,0,1,1,0,0,0
Mike Purcell ,DT,DEN,17,0,0,0,20,21,37,25,27,bye,25,39,31,43,58,32,42
Daniel Sorensen ,S,KC,12,13,21,22,22,20,43,36,22,32,70,bye,27,49,44,54,76
Todd Davis ,LB,DEN,0,0,53,82,70,66,58,52,72,bye,62,70,62,72,64,49,65
Jamie Meder ,DT,DET,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,12
C.J. Goodwin ,CB,DAL,0,0,8,0,0,12,0,bye,0,0,0,0,0,1,0,0,0
Adrian Phillips ,S,LAC,61,50,0,0,0,0,0,0,0,0,0,bye,22,36,36,36,40
Leonard Williams ,DE,Multi,58,51,53,0,53,60,51,45,45,43,0,45,54,50,37,41,48
Landon Collins ,S,WAS,74,69,63,77,77,75,64,72,62,bye,70,74,73,60,77,70,0
Trae Waynes ,CB,MIN,63,71,47,65,62,54,64,36,50,0,56,bye,68,54,27,50,0
Danny Shelton ,DT,NE,15,21,22,38,28,24,33,32,38,bye,36,44,36,25,42,27,32
Eddie Goldman ,DT,CHI,33,39,46,32,52,bye,40,27,10,29,32,29,38,30,30,1,0
Jordan Phillips ,DT,BUF,24,23,22,29,25,bye,39,35,33,49,44,30,41,33,34,45,38
Marcus Peters ,CB,Multi,65,63,68,64,73,77,64,0,67,62,62,51,46,72,58,49,47
Arik Armstead ,DE,SF,46,42,41,bye,35,40,37,38,36,68,48,49,60,63,60,51,63
P.J. Williams ,CB,NO,51,52,73,47,48,42,0,0,bye,66,66,68,72,36,50,56,71
Nate Orchard ,LB,WAS,0,0,0,0,0,0,0,0,0,bye,0,0,42,16,21,17,23
Byron Jones ,S,DAL,27,57,42,69,70,37,60,bye,70,72,62,68,67,70,74,73,0
Benardrick McKinney ,LB,HOU,61,61,58,59,63,49,68,49,50,bye,55,67,87,58,62,0,0
Adrian Amos ,S,GB,71,65,73,62,71,55,62,59,71,72,bye,48,66,63,84,54,60
Kevin Johnson ,CB,BUF,0,23,24,22,19,bye,9,35,6,8,38,18,36,25,21,35,18
Dante Fowler Jr. ,DE,LAR,54,56,56,63,60,61,43,67,bye,48,66,49,42,51,55,50,59
Vic Beasley Jr. ,LB,ATL,48,54,49,52,52,53,44,39,bye,50,53,30,34,39,61,56,44
Malcom Brown ,DT,NO,48,32,37,24,28,30,26,19,bye,37,14,38,36,32,22,33,31
Eric Kendricks ,LB,MIN,68,71,51,70,68,61,75,42,59,71,79,bye,75,65,55,36,0
Shaq Thompson ,LB,CAR,74,60,75,65,80,80,bye,66,72,64,64,63,64,69,65,0,0
Carl Davis ,DE,Multi,0,0,0,0,0,0,7,0,0,0,0,0,21,0,0,0,17
Preston Smith ,LB,GB,70,57,63,52,54,49,44,45,56,61,bye,40,56,57,72,53,41
Danielle Hunter ,DE,MIN,62,64,41,64,59,50,68,37,51,67,75,bye,69,63,46,66,1
Eric Rowe ,CB,MIA,71,66,71,67,bye,59,55,67,65,69,68,58,69,71,64,90,61
Damarious Randall ,S,CLE,58,0,0,70,74,79,bye,0,0,68,43,56,0,73,61,73,69
Stephone Anthony ,LB,NO,0,0,0,0,0,0,0,0,bye,0,0,0,9,15,0,0,0
Ronald Darby ,CB,PHI,45,56,22,0,0,0,0,54,41,bye,70,57,66,52,32,11,0
Grady Jarrett ,DT,ATL,43,67,44,52,61,56,46,54,bye,50,49,55,40,44,57,47,41
Henry Anderson ,DE,NYJ,47,45,44,bye,4,0,0,0,29,35,30,38,44,43,32,45,11
Denzel Perryman ,LB,LAC,0,0,37,28,32,29,42,42,22,0,21,bye,15,0,27,35,28
Trey Flowers ,DE,DET,52,37,52,50,bye,52,34,45,39,49,54,0,37,36,46,50,73
Mario Edwards Jr. ,DE,NO,0,27,23,0,22,17,22,12,bye,25,15,17,31,12,26,17,28
Markus Golden ,LB,NYG,55,57,59,29,59,57,53,52,65,56,bye,61,62,68,63,61,60
Kwon Alexander ,LB,SF,20,51,52,bye,46,52,45,52,39,0,0,0,0,0,0,0,0
Za'Darius Smith ,LB,GB,65,56,59,47,51,46,49,46,56,63,bye,40,57,59,77,47,54
Jaquiski Tartt ,S,SF,69,54,53,bye,46,52,45,54,56,73,67,67,37,0,0,0,0
Bud Dupree ,LB,PIT,62,73,75,59,76,55,bye,55,55,69,67,54,64,53,61,53,50
Bobby McCain ,CB,MIA,58,68,67,0,bye,58,55,56,67,69,42,0,0,0,0,0,0
Darryl Roberts ,CB,NYJ,66,64,76,bye,65,82,78,72,69,0,0,0,8,72,61,1,0
Anthony Chickillo ,LB,PIT,19,10,0,0,0,15,bye,0,17,11,0,13,4,12,9,15,19
Christian Covington ,DT,DAL,30,30,41,50,50,17,26,bye,22,23,9,25,43,45,25,14,33
Angelo Blackson ,DT,HOU,27,32,31,33,24,24,35,19,28,bye,43,22,0,34,25,29,20
Rakeem Nunez-Roches ,DT,TB,13,15,17,22,19,26,bye,19,14,14,25,27,19,7,26,16,13
D.J. Alexander ,LB,JAC,23,0,0,0,0,0,10,0,0,bye,0,0,0,0,0,0,0
Steven Nelson ,CB,PIT,70,78,79,66,78,0,bye,57,68,75,68,57,66,58,65,58,68
Damien Wilson ,LB,KC,47,49,64,59,66,79,33,55,59,27,44,bye,40,34,26,6,21
Mark Nzeocha ,LB,SF,16,1,0,bye,0,0,0,8,0,0,0,0,1,1,1,0,1
Jordan Hicks ,LB,ARI,84,77,60,62,66,67,70,74,70,83,73,bye,79,59,70,57,82
Olsen Pierre ,DE,Multi,30,17,32,12,20,18,16,18,9,0,0,0,0,0,0,0,0
Quandre Diggs ,S,Multi,87,65,73,13,0,0,55,0,0,82,0,74,53,68,35,0,0
Akeem King ,CB,SEA,1,2,4,1,0,0,0,64,0,0,bye,26,18,8,72,69,2
Dean Marlowe ,S,BUF,0,14,6,0,8,bye,5,19,1,0,0,0,0,0,0,0,55
David Mayo ,LB,NYG,0,0,7,34,65,57,29,38,40,38,bye,37,46,64,33,71,74
Tyeler Davison ,DT,ATL,42,35,33,46,52,39,40,38,bye,22,30,34,29,30,39,28,25
Rodney Gunter ,DT,ARI,59,52,43,52,40,43,39,52,45,52,54,bye,50,21,0,0,0
Bryce Hager ,LB,LAR,25,22,12,12,0,0,0,0,bye,0,0,0,0,0,0,0,0
Frank Clark ,DE,KC,45,55,62,63,67,62,51,0,0,40,68,bye,32,31,46,43,60
Tye Smith ,CB,TEN,0,0,0,0,0,0,0,0,0,0,bye,0,62,59,30,2,56
Justin March ,LB,DAL,0,0,8,0,0,0,3,bye,1,1,0,0,0,0,31,0,0
De'Vante Bausby ,CB,DEN,0,0,39,82,12,0,0,0,0,bye,0,0,0,0,0,0,0
Justin Coleman ,CB,DET,84,50,71,68,bye,57,65,74,68,45,50,58,64,36,47,48,78
Deshazor Everett ,CB,WAS,0,13,6,4,7,0,0,0,0,bye,0,6,2,0,0,0,0
Jermaine Whitehead ,S,CLE,35,64,64,70,72,81,bye,68,48,0,0,0,0,0,0,0,0
Xavier Williams ,DT,KC,17,18,36,37,10,0,0,0,0,0,0,bye,0,0,0,0,0
Neville Hewitt ,LB,NYJ,65,64,76,bye,66,54,0,0,0,0,65,57,64,72,62,57,61
Troy Hill ,CB,LAR,0,5,2,11,4,77,46,56,bye,73,76,76,38,66,8,0,0
James Vaughters ,LB,CHI,0,0,0,0,0,bye,0,0,4,13,9,0,0,0,0,0,0
Curtis Riley ,CB,OAK,23,30,44,0,0,0,0,2,0,0,22,28,10,11,27,19,59
Quinton Dunbar ,CB,WAS,63,0,0,65,68,68,64,17,55,bye,48,74,72,19,0,0,0
Tyrell Adams ,LB,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,0,1,0,48,59
Efe Obada ,DE,CAR,28,18,12,12,21,37,bye,15,19,12,14,13,11,17,21,32,25
T.Y. McGill ,DT,Multi,0,0,0,0,0,0,9,1,10,0,0,0,0,0,0,0,0
Clayton Geathers ,S,IND,56,41,52,64,0,bye,36,44,33,6,27,45,14,14,0,47,49
Jordan Richards ,S,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ibraheim Campbell ,S,GB,0,0,0,0,0,0,0,0,0,41,bye,21,33,15,38,15,18
Anthony Harris ,S,MIN,74,71,51,55,68,63,75,42,59,71,0,bye,75,65,62,77,0
Casey Kreiter ,LB,DEN,0,0,0,0,0,0,1,0,0,bye,0,0,0,0,0,0,0
Garrison Sanborn ,LB,SF,0,0,0,bye,1,0,0,0,0,0,0,0,0,0,0,0,0
Joe Cardona ,LB,NE,0,0,0,0,0,0,0,0,0,bye,0,0,1,0,0,0,0
James Winchester ,LB,KC,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,1,0,0
L.P. LaDouceur ,LB,DAL,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,1
Patrick Scales ,LB,CHI,0,0,0,0,0,bye,0,0,0,0,0,1,1,0,0,0,0
Rick Lovato ,LB,PHI,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,1,0
J.J. Jansen ,LB,CAR,0,0,0,0,0,1,bye,0,0,0,0,0,0,0,0,0,0
Jake McQuaide ,LB,LAR,0,0,0,0,0,0,1,0,bye,0,0,0,0,0,0,0,0
Joey Bosa ,DE,LAC,54,52,49,44,54,55,50,71,41,55,51,bye,51,54,56,58,41
Vernon Hargreaves III ,CB,Multi,64,73,62,87,65,59,0,53,72,43,0,55,73,28,33,52,25
Jalen Ramsey ,CB,Multi,66,64,80,0,0,0,36,80,0,73,76,76,38,66,70,57,0
Emmanuel Ogbah ,DE,KC,21,22,37,40,65,41,44,60,58,23,0,bye,0,0,0,0,0
DeForest Buckner ,DT,SF,52,33,47,bye,41,48,40,45,44,69,51,48,54,64,60,51,65
Robert Nkemdiche ,DT,MIA,0,0,0,0,bye,0,0,14,2,0,0,0,0,0,0,0,0
Myles Jack ,LB,JAC,20,64,37,55,63,66,70,58,69,bye,66,46,0,0,0,0,0
Shaq Lawson ,DE,BUF,22,29,24,18,29,bye,35,32,27,32,45,27,42,41,33,48,0
Mackensie Alexander ,CB,MIN,19,0,0,39,0,33,60,11,32,58,43,bye,41,57,48,43,50
A'Shawn Robinson ,DT,DET,39,29,44,46,bye,50,50,38,33,28,54,41,34,41,0,0,0
Jaylon Smith ,LB,DAL,68,59,45,57,67,48,57,bye,71,72,62,68,67,70,47,73,61
Austin Johnson ,DT,TEN,10,15,4,17,19,22,8,12,30,34,bye,18,16,19,20,54,26
Shilique Calhoun ,LB,NE,55,24,0,17,13,14,21,14,7,bye,11,18,17,20,15,6,14
Reggie Ragland ,LB,KC,0,0,3,4,5,7,25,33,46,17,16,bye,27,17,15,12,8
Carl Nassib ,DE,TB,60,63,52,71,54,57,bye,48,7,0,0,40,36,26,34,30,50
Jonathan Bullard ,DT,ARI,15,0,0,34,35,38,32,46,46,42,0,bye,21,0,0,0,0
Eli Apple ,CB,NO,64,67,82,57,57,57,64,49,bye,76,67,70,91,64,56,11,0
Darron Lee ,LB,KC,10,16,15,25,28,45,2,0,0,0,0,bye,10,0,0,9,0
William Jackson III ,CB,CIN,47,70,73,54,75,63,0,58,bye,24,65,72,72,53,65,40,0
Andrew Billings ,DT,CIN,19,38,51,45,38,45,47,24,bye,36,50,46,23,39,52,72,32
Kendall Fuller ,CB,KC,48,46,65,53,53,31,0,0,0,0,0,bye,16,32,33,57,64
Jayron Kearse ,S,MIN,43,37,12,17,5,25,0,0,1,2,40,bye,1,7,0,5,75
Leonard Floyd ,LB,CHI,52,65,57,51,63,bye,62,42,68,72,45,52,60,61,49,56,44
Maliek Collins ,DT,DAL,51,48,42,51,55,46,41,bye,49,48,46,55,52,44,40,54,42
Kenny Clark ,DT,GB,54,56,56,60,63,50,46,50,55,62,bye,42,51,55,65,50,54
Darian Thompson ,S,DAL,0,0,70,1,3,1,9,bye,40,63,62,1,67,70,27,3,8
Artie Burns ,CB,PIT,1,0,1,0,0,62,bye,0,2,0,0,0,0,0,0,0,0
Jarran Reed ,DT,SEA,0,0,0,0,0,0,49,62,62,53,bye,21,44,44,55,49,39
Noah Spence ,DE,Multi,0,0,0,19,4,17,5,21,7,0,12,0,0,0,0,0,0
Vonn Bell ,S,NO,64,67,83,57,57,58,64,49,bye,76,67,74,91,64,0,0,0
Jordan Jenkins ,LB,NYJ,40,11,0,bye,0,50,59,42,37,42,45,37,42,43,36,41,48
Vince Biegel ,LB,MIA,10,16,11,11,bye,41,33,63,54,55,56,68,53,59,54,41,0
Keanu Neal ,S,ATL,50,77,39,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Antwaun Woods ,DT,DAL,32,17,0,0,0,35,34,bye,33,37,31,24,0,0,23,44,0
Jalen Mills ,S,PHI,0,0,0,0,0,0,63,54,41,bye,74,58,70,43,50,48,0
Anthony Zettel ,DT,Multi,0,0,0,0,0,0,30,29,0,8,0,0,0,7,0,0,29
Kentrell Brothers ,LB,MIN,0,0,8,0,0,0,0,0,0,0,0,bye,0,6,6,15,75
Will Redmond ,CB,GB,0,12,27,26,54,53,62,10,22,5,bye,0,0,0,0,0,0
Xavien Howard ,CB,MIA,70,68,70,67,bye,0,0,47,0,0,0,0,0,0,0,0,0
James Bradberry ,CB,CAR,76,60,75,67,83,80,bye,66,54,0,65,63,64,69,67,64,66
Bronson Kaufusi ,DE,NYJ,29,10,30,bye,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl Joseph ,S,OAK,53,48,60,77,56,0,58,79,69,76,0,0,0,0,0,0,0
Yannick Ngakoue ,DE,JAC,49,0,63,45,57,43,63,43,58,bye,51,39,54,51,64,66,44
Maurice Canady ,CB,Multi,0,12,31,25,53,37,0,0,0,0,16,4,46,19,61,30,64
Miles Killebrew ,S,DET,0,0,0,0,bye,1,0,9,4,0,0,16,1,0,0,0,57
Sheldon Rankins ,DT,NO,0,0,0,38,24,28,36,31,bye,36,35,38,48,8,0,0,0
Vernon Butler ,DT,CAR,0,0,18,10,30,25,bye,33,37,27,39,37,48,49,42,19,26
Tyler Matakevich ,LB,PIT,0,0,0,2,7,5,bye,0,0,0,1,0,0,0,0,0,1
Hassan Ridgeway ,DT,PHI,23,30,36,47,41,48,23,0,0,bye,0,0,0,0,0,0,0
Kyler Fackrell ,LB,GB,22,21,24,13,28,16,28,33,24,28,bye,19,27,31,42,22,37
Sheldon Day ,DT,SF,17,24,12,bye,10,6,14,26,13,26,21,29,16,14,24,45,30
Deion Jones ,LB,ATL,34,74,67,57,69,67,70,53,bye,64,60,62,44,56,64,62,45
Nick Vigil ,LB,CIN,46,69,66,49,68,72,80,60,bye,43,60,68,64,54,57,78,52
Kamalei Correa ,LB,TEN,19,21,9,23,19,17,15,30,36,39,bye,37,33,28,35,32,39
Blake Martinez ,LB,GB,71,65,73,62,71,55,62,59,70,72,bye,48,58,63,81,54,60
Chris Jones ,DT,KC,45,51,62,63,38,0,0,0,45,42,62,bye,36,52,48,42,61
T.J. Green ,S,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Erik Harris ,S,OAK,0,42,19,77,56,0,58,77,69,76,60,63,64,61,57,61,61
Javon Hargrave ,DT,PIT,26,37,46,26,39,39,bye,32,51,55,55,38,46,42,52,45,51
Jihad Ward ,DT,Multi,13,2,0,13,0,22,39,0,38,49,33,32,31,40,25,35,26
Sean Davis ,S,PIT,0,55,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0
Cyrus Jones ,CB,Multi,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Gotsis ,DE,DEN,30,32,42,46,0,0,0,0,14,bye,18,41,11,39,0,0,0
Kevin Byard ,S,TEN,67,70,54,79,64,60,63,81,71,82,bye,85,70,62,63,70,58
Daryl Worley ,CB,OAK,62,73,54,77,54,0,55,79,53,74,60,59,65,59,0,59,57
Justin Simmons ,S,DEN,55,60,54,82,70,66,61,64,75,bye,62,74,62,76,69,50,73
Joe Schobert ,LB,CLE,59,64,64,70,76,81,bye,69,48,68,72,56,56,73,61,73,69
Eric Murray ,CB,CLE,11,41,64,59,37,55,bye,50,0,0,0,0,0,0,0,1,44
B.J. Goodson ,LB,GB,0,38,25,7,19,32,40,3,13,20,bye,13,15,14,0,12,3
Nick Kwiatkoski ,LB,CHI,0,0,11,34,0,bye,0,0,0,64,35,57,69,70,59,64,49
De'Vondre Campbell ,LB,ATL,54,68,51,56,70,62,73,56,bye,46,65,60,46,45,63,62,46
Juston Burris ,CB,Multi,0,0,64,10,1,0,0,22,11,10,40,63,56,22,40,46,23
David Onyemata ,DT,NO,0,38,58,37,27,33,35,20,bye,41,36,45,41,45,29,44,36
Deon Bush ,S,CHI,5,3,11,3,2,bye,2,5,0,2,3,0,1,11,2,7,1
Dean Lowry ,DE,GB,46,43,45,54,32,41,48,38,41,35,bye,27,42,37,34,31,44
Justin Zimmer ,DT,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14
James Burgess Jr. ,LB,NYJ,0,0,0,bye,0,0,0,71,69,69,65,58,65,72,63,67,64
Jordan Lucas ,S,KC,0,1,2,2,1,2,5,1,3,10,6,bye,0,0,0,9,0
Jonathan Jones ,CB,NE,53,44,35,45,43,30,44,43,28,bye,45,38,31,77,30,0,33
Cre'Von LeBlanc ,CB,PHI,0,0,0,0,0,0,0,0,0,bye,0,0,17,4,2,0,59
Elandon Roberts ,LB,NE,0,23,15,23,13,8,19,11,22,bye,15,23,15,1,34,23,15
Kamu Grugier-Hill ,LB,PHI,0,0,0,13,20,35,58,38,28,bye,40,21,42,0,5,0,0
Clayton Fejedelem ,S,CIN,13,0,8,0,17,16,0,0,bye,2,0,0,21,8,4,10,14
Matthew Judon ,LB,BAL,38,46,58,59,45,48,57,bye,51,60,48,45,51,59,51,47,32
Briean Boddy-Calhoun ,CB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45
Mike Hilton ,CB,PIT,48,43,17,42,32,46,bye,22,46,68,42,54,51,43,33,47,37
Jarrod Wilson ,S,JAC,68,64,79,55,63,66,70,58,69,bye,66,53,74,60,75,75,56
D.J. Reader ,DT,HOU,39,40,35,44,35,37,55,32,34,bye,48,39,50,46,48,40,0
Joel Heath ,DT,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,17,20,0,0,0
LeShaun Sims ,CB,TEN,4,1,0,0,0,0,17,67,16,77,bye,43,0,0,34,67,7
Will Parks ,S,DEN,28,49,39,82,16,46,17,0,0,bye,3,9,49,62,43,36,58
Jatavis Brown ,LB,LAC,0,0,0,11,16,4,0,0,0,0,48,bye,0,11,0,0,2
Anthony Brown ,CB,DAL,59,41,58,41,46,19,0,bye,5,1,12,0,0,0,0,0,0
Kavon Frazier ,S,DAL,8,2,8,0,0,0,0,bye,0,0,0,0,0,0,0,0,0
Joe Walker ,LB,ARI,36,33,0,1,0,0,7,40,41,23,41,bye,79,59,58,47,72
Romeo Okwara ,DE,DET,57,46,50,33,bye,37,45,35,39,0,0,54,42,33,52,38,46
Matt Ioannidis ,DE,WAS,64,59,52,58,58,48,45,53,45,bye,53,60,44,44,51,48,45
Roy Robertson-Harris ,DT,CHI,25,36,30,36,52,bye,44,19,46,50,31,29,39,35,0,43,30
Kevin Peterson ,CB,ARI,0,0,0,29,47,36,0,5,6,61,32,bye,0,34,4,0,0
DeAndre Houston-Carson ,S,CHI,0,0,0,0,0,bye,0,0,1,0,0,1,0,0,0,0,1
Stephen Weatherly ,DE,MIN,32,14,29,12,24,22,10,14,17,21,27,bye,36,30,31,28,73
Ryan Smith ,CB,TB,0,0,0,0,0,0,bye,0,0,2,0,0,46,0,1,0,0
Devante Bond ,LB,Multi,0,2,0,14,9,5,0,0,0,0,0,0,0,0,0,0,0
Cassanova McKinzy ,LB,WAS,18,11,0,0,11,0,0,0,0,bye,0,0,0,0,0,0,0
Ken Crawley ,CB,Multi,0,0,0,0,0,0,0,0,7,40,63,35,0,0,0,0,0
Ronald Blair III ,DE,SF,29,35,21,bye,18,15,12,36,19,14,0,0,0,0,0,0,0
Marqui Christian ,S,LAR,41,0,0,6,18,3,44,59,bye,36,42,46,24,16,6,15,15
Quinton Jefferson ,DT,SEA,48,44,41,40,53,59,17,0,0,56,bye,40,34,38,46,34,38
Tony McRae ,CB,CIN,7,5,30,4,9,30,55,58,bye,0,0,0,0,1,0,0,0
Reid Ferguson ,LB,BUF,0,0,1,0,0,bye,0,0,0,0,0,0,0,0,0,0,0
Doug Middleton ,S,Multi,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevon Coley ,DT,Multi,0,0,0,0,0,0,0,5,4,2,2,0,0,0,16,18,21
Patrick Onwuasor ,LB,BAL,48,57,67,60,52,0,0,bye,28,21,10,19,22,30,23,16,21
Michael Pierce ,DT,BAL,26,26,39,52,41,31,43,bye,44,3,0,0,25,45,37,37,32
Chris Milton ,CB,TEN,3,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Brennan Scarlett ,LB,HOU,18,15,15,22,20,5,32,46,40,bye,54,54,0,37,45,32,56
Kyle Peko ,DT,Multi,0,0,0,17,15,0,21,25,0,0,0,0,0,0,9,6,0
Antonio Hamilton ,CB,NYG,36,0,0,0,0,0,9,0,0,0,bye,1,0,2,2,11,74
Branden Jackson ,DE,SEA,43,37,21,26,14,0,32,36,31,26,bye,33,12,29,27,38,13
Rolan Milligan ,S,IND,0,0,0,0,0,bye,26,0,0,0,30,7,7,50,10,0,0
Andrew Adams ,S,TB,0,0,0,0,6,66,bye,58,55,35,67,59,35,37,42,66,89
Dont'e Deayon ,CB,LAR,0,0,0,0,0,0,0,0,bye,0,0,0,25,0,0,0,18
Reggie Gilbert ,LB,TEN,0,0,8,47,47,51,22,23,0,20,bye,25,0,18,19,0,15
Luke Rhodes ,LB,IND,0,0,0,0,0,bye,0,0,0,0,0,1,0,0,0,0,0
Brian Poole ,S,NYJ,36,54,70,bye,64,75,58,47,51,62,47,45,42,0,0,54,45
Sharrod Neasman ,S,ATL,4,0,0,0,1,0,1,0,bye,0,3,0,1,0,0,0,1
Mitchell Loewen ,DE,NO,11,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Matthias Farley ,S,NYJ,0,0,0,bye,0,0,0,0,2,2,0,0,0,0,0,0,0
Cory Littleton ,LB,LAR,66,63,68,74,73,77,46,80,bye,73,76,77,42,66,67,57,34
Morgan Fox ,DE,LAR,15,15,12,19,20,24,22,22,bye,15,24,15,36,29,25,20,40
Steve Longa ,LB,DET,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,1,40,13
Pete Robertson ,LB,Multi,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0
Javien Elliott ,CB,CAR,35,10,0,41,56,67,bye,0,22,31,31,44,0,0,0,54,47
Taybor Pepper ,LB,MIA,0,0,0,0,bye,0,0,0,0,0,1,0,0,0,0,0,0
Myles Garrett ,DE,CLE,53,43,57,49,61,67,bye,56,41,64,55,0,0,0,0,0,0
Jonathan Allen ,DE,WAS,7,0,44,43,58,36,52,57,47,bye,59,64,48,49,54,49,55
Solomon Thomas ,DE,SF,12,33,11,bye,11,25,19,32,19,29,26,42,18,33,40,44,30
Malik Hooker ,S,IND,54,59,42,0,0,bye,0,62,55,65,50,58,59,78,67,70,69
Jamal Adams ,S,NYJ,66,59,76,bye,66,82,82,74,67,69,65,58,64,0,0,67,64
Marshon Lattimore ,CB,NO,64,67,83,57,57,58,64,49,bye,32,0,0,80,64,46,62,36
Jabrill Peppers ,S,NYG,67,70,75,49,66,81,64,62,68,65,bye,38,0,0,0,0,0
Derek Barnett ,DE,PHI,52,47,40,61,42,57,52,50,35,bye,65,49,49,0,0,45,51
Zach Cunningham ,LB,HOU,62,47,68,63,62,40,65,51,53,bye,60,67,87,58,68,72,20
Marlon Humphrey ,CB,BAL,45,57,58,67,58,59,71,bye,67,73,62,52,51,73,60,60,49
Sidney Jones ,CB,PHI,32,32,47,9,0,51,0,43,0,bye,0,0,0,1,3,18,57
Takkarist McKinley ,LB,ATL,47,55,40,52,49,52,47,47,bye,54,26,12,25,37,4,0,0
Tim Williams ,LB,Multi,26,27,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Charlton ,DE,Multi,0,0,30,48,0,55,54,28,51,56,0,14,39,0,21,0,0
Haason Reddick ,LB,ARI,48,65,60,62,66,67,63,34,30,63,33,bye,1,5,23,36,32
Charles Harris ,DE,MIA,60,65,67,26,bye,12,38,24,14,16,28,38,9,24,0,0,9
Caleb Brantley ,DT,WAS,8,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0
Chris Wormley ,DT,BAL,29,31,22,46,16,20,18,bye,33,46,16,13,35,27,33,33,29
Jarrad Davis ,LB,DET,0,0,65,66,bye,73,71,66,63,44,66,51,56,35,0,0,0
T.J. Watt ,LB,PIT,59,69,72,54,69,51,bye,53,63,64,55,44,62,45,60,55,61
Tyus Bowser ,LB,BAL,23,20,13,15,17,20,21,bye,28,31,31,35,19,34,24,26,31
Gareon Conley ,CB,Multi,43,73,51,77,56,0,56,54,66,0,64,67,0,30,32,67,33
Adoree' Jackson ,CB,TEN,71,48,38,58,46,31,40,0,62,82,bye,85,15,0,0,0,0
Kevin King ,CB,GB,41,64,68,55,37,54,58,59,20,72,bye,34,47,0,84,54,58
Brandon Wilson ,S,CIN,0,8,12,6,1,55,13,17,bye,25,11,18,17,0,0,0,0
Ahkello Witherspoon ,CB,SF,69,68,43,bye,0,0,0,0,0,0,6,49,63,69,66,70,59
Tanner Vallejo ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0
Tre'Davious White ,CB,BUF,71,68,60,59,56,bye,71,73,50,66,71,49,70,58,58,72,0
Matt Milano ,LB,BUF,71,68,60,63,43,bye,0,73,50,69,71,49,76,60,59,73,10
Davon Godchaux ,DT,MIA,44,38,42,55,bye,49,40,46,46,44,52,59,46,37,39,44,36
Raekwon McMillan ,LB,MIA,22,35,21,43,bye,30,40,48,30,44,0,66,49,46,41,0,0
Vincent Taylor ,DT,BUF,0,0,0,0,0,bye,0,0,9,0,0,0,0,0,11,0,28
Marcus Maye ,S,NYJ,66,64,76,bye,65,82,78,72,69,69,62,58,65,72,63,65,64
Austin Calitro ,LB,JAC,0,0,1,0,0,0,0,48,0,bye,0,0,2,26,56,56,45
Harvey Langi ,LB,NYJ,23,11,21,bye,7,0,7,3,14,9,3,0,0,0,0,0,0
Deatrich Wise Jr. ,DE,NE,19,0,13,11,18,14,19,17,0,bye,9,5,12,27,46,6,13
Ryan Glasgow ,DT,CIN,22,44,0,0,21,0,19,13,bye,0,0,0,0,0,0,0,0
Carl Lawson ,DE,CIN,22,27,0,0,46,61,0,0,bye,21,25,33,54,49,30,51,38
Hardy Nickerson Jr. ,LB,CIN,0,0,0,0,0,0,0,0,bye,0,10,9,4,5,7,12,0
Jordan Willis ,LB,Multi,0,0,0,0,30,17,23,24,6,0,0,0,19,22,8,13,0
Jordan Evans ,LB,CIN,0,0,6,5,0,3,6,0,bye,11,12,4,4,6,7,13,0
Larry Ogunjobi ,DT,CLE,48,39,51,48,53,67,bye,54,38,67,62,0,50,61,40,52,49
Chuck Clark ,S,BAL,16,0,22,14,16,59,71,bye,67,73,62,52,55,72,60,60,49
