Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
D.J. Reed Jr. ,CB,SF,0,0,51,68,0,21,30,0,6,5,bye,22,0,65,59,20,13
Matthew Thomas ,LB,PIT,0,0,0,0,4,0,bye,0,0,0,0,0,0,0,0,0,0
Darius Phillips ,CB,CIN,0,0,0,0,0,4,15,71,bye,42,9,23,2,15,2,41,8
Marquis Haynes ,LB,CAR,0,15,0,bye,0,0,0,0,0,0,15,9,0,0,0,0,7
Poona Ford ,DT,SEA,0,15,0,17,17,21,bye,14,0,18,0,0,28,17,31,25,27
Anthony Averett ,CB,BAL,17,0,0,0,0,0,0,2,3,bye,0,7,4,39,1,0,0
Darius Leonard ,LB,IND,56,74,82,85,1,71,52,50,bye,75,51,48,58,72,69,64,49
Jeff Holland ,LB,DEN,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,21,7,15
Skai Moore ,LB,IND,27,6,0,0,1,0,0,0,bye,14,17,7,1,0,0,0,0
Nick Nelson ,CB,OAK,0,0,0,0,0,0,0,21,15,24,30,46,66,16,20,39,36
Chad Thomas ,DE,CLE,0,10,4,5,0,0,0,3,0,0,bye,0,0,0,0,0,0
B.J. Hill ,DT,NYG,24,21,14,24,33,32,37,43,bye,42,50,51,48,44,53,62,69
Armani Watts ,S,KC,3,16,8,13,23,0,0,0,0,0,0,bye,0,0,0,0,0
Jordan Whitehead ,S,TB,1,36,55,0,bye,67,23,52,39,33,42,60,61,51,47,31,62
Brandon Facyson ,CB,LAC,0,0,0,0,0,2,0,bye,0,0,0,4,0,0,0,0,0
Folorunso Fatukasi ,DT,NYJ,0,0,0,0,0,0,0,0,0,0,bye,3,0,0,0,0,0
Dorian O'Daniel ,LB,KC,0,1,0,2,7,0,24,28,33,43,43,bye,33,12,39,16,21
Keishawn Bierria ,LB,DEN,0,0,0,0,0,0,0,0,4,bye,1,5,1,0,1,0,6
Jason Cabinda ,LB,OAK,0,0,0,0,0,0,0,17,15,20,20,26,6,14,34,8,5
Taron Johnson ,CB,BUF,18,0,45,70,27,40,35,47,39,12,bye,43,30,0,0,0,0
J.C. Jackson ,CB,NE,0,0,12,12,5,0,31,19,20,11,bye,21,54,38,56,61,55
P.J. Hall ,DT,OAK,32,0,0,19,30,33,0,45,33,24,31,38,55,45,49,49,30
Shaun Dion Hamilton ,LB,WAS,0,0,0,bye,0,0,0,0,0,0,0,4,5,28,28,32,32
Uchenna Nwosu ,LB,LAC,2,16,19,12,6,11,4,bye,35,24,25,21,11,12,13,20,35
Dee Delaney ,CB,Multi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tony Brown ,CB,GB,0,0,0,3,7,0,bye,0,0,16,23,9,9,59,28,60,73
Quenton Meeks ,CB,JAC,0,0,0,0,1,1,0,45,bye,0,0,0,0,0,0,0,0
Deadrin Senat ,DT,ATL,20,25,28,30,36,25,13,bye,26,24,15,0,20,20,25,33,30
Greg Stroman ,CB,WAS,11,0,1,bye,5,0,54,68,1,39,33,1,61,28,0,34,50
Kenny Young ,LB,BAL,23,58,44,24,20,15,18,25,24,bye,23,18,19,20,20,12,8
Breeland Speaks ,DE,KC,19,20,6,16,56,76,56,67,65,23,19,bye,14,5,9,9,16
Shaquem Griffin ,LB,SEA,41,0,0,0,0,3,bye,0,0,0,0,0,0,1,0,5,0
M.J. Stewart ,CB,TB,19,67,43,34,bye,39,53,44,0,0,0,0,0,0,0,0,1
Kemoko Turay ,LB,IND,22,39,40,31,38,49,40,23,bye,0,41,17,15,13,0,1,12
Leon Jacobs ,LB,JAC,12,0,11,9,3,10,11,19,bye,25,8,13,18,10,0,0,0
Donte Jackson ,CB,CAR,64,43,61,bye,56,62,66,68,67,58,59,1,64,53,75,48,52
Nathan Shepherd ,DT,NYJ,32,22,28,39,23,15,24,25,15,30,bye,18,12,19,10,11,20
Fred Warner ,LB,SF,71,77,75,68,51,71,61,66,51,59,bye,72,57,74,75,64,68
Siran Neal ,CB,BUF,3,2,0,2,0,0,4,0,0,4,bye,0,0,0,0,0,0
Cornell Armstrong ,CB,MIA,0,0,0,0,0,0,0,0,14,8,bye,1,0,3,6,4,49
Parry Nickerson ,CB,NYJ,3,0,42,0,52,58,53,0,0,0,bye,0,0,0,0,1,3
Keion Crossen ,CB,NE,0,0,1,0,5,0,1,0,0,0,bye,0,0,0,5,14,13
Ja'Whaun Bentley ,LB,NE,51,30,57,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Jessie Bates III ,S,CIN,82,84,66,70,58,69,70,88,bye,75,79,64,59,57,59,66,68
Genard Avery ,LB,CLE,43,21,36,42,32,23,74,52,40,53,bye,49,33,60,57,39,30
Zach Sieler ,DE,BAL,0,0,11,0,0,0,0,0,6,bye,0,0,0,0,0,0,0
Olasunkanmi Adeniyi ,DE,PIT,0,0,0,0,0,0,bye,0,0,0,0,0,9,0,0,0,0
Matthew Adams ,LB,IND,0,0,0,0,14,14,12,9,bye,15,18,17,24,30,15,34,14
Zaire Franklin ,LB,IND,9,3,13,5,69,9,8,11,bye,10,0,0,0,0,0,34,6
Peter Kalambayi ,LB,HOU,0,0,0,3,3,0,1,17,0,bye,0,6,3,0,0,0,0
Dane Cruikshank ,CB,TEN,0,1,3,5,0,25,0,bye,0,0,3,0,0,0,3,2,0
Isaac Yiadom ,CB,DEN,0,0,31,5,18,8,8,0,0,bye,1,23,58,57,0,24,30
Justin Jones ,DT,LAC,24,30,21,16,14,21,15,bye,18,11,0,21,28,19,12,17,33
Tremon Smith ,CB,KC,0,5,1,0,0,0,9,0,1,0,0,bye,0,0,0,55,3
Maurice Hurst Jr. ,DT,OAK,42,37,28,49,35,42,0,46,36,39,33,25,22,0,38,0,0
Chris Covington ,LB,DAL,0,0,0,0,0,0,0,bye,1,0,0,0,0,0,0,0,0
Avonte Maddox ,CB,PHI,0,0,0,20,62,65,58,64,bye,68,17,0,0,0,76,65,45
Kylie Fitts ,DE,CHI,0,0,0,0,bye,0,0,7,36,0,0,2,0,0,0,0,13
Bilal Nichols ,DT,CHI,0,11,6,33,bye,15,35,20,0,29,17,27,41,19,18,20,38
Joel Iyiegbuniwe ,LB,CHI,0,0,0,3,bye,0,0,0,9,0,0,0,0,0,0,0,12
Tracy Walker ,S,DET,1,10,13,28,12,bye,18,1,5,11,15,6,18,43,23,29,35
James Looney ,DT,GB,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,1,1,17
Oren Burks ,LB,GB,0,0,9,20,25,28,bye,8,15,0,0,7,3,0,0,3,5
Josh Jackson ,CB,GB,46,34,39,49,47,21,bye,2,41,68,69,61,61,56,40,41,45
Jalyn Holmes ,DT,MIN,0,0,0,0,9,15,18,0,6,bye,0,0,0,0,0,10,0
Jack Cichy ,LB,TB,0,0,0,2,bye,0,4,0,0,0,0,0,0,0,0,0,0
Foyesade Oluokun ,LB,ATL,4,15,18,22,33,40,38,bye,50,45,48,44,52,27,36,22,31
Jermaine Carter ,LB,CAR,0,0,3,bye,11,0,2,3,0,4,0,0,0,0,0,23,38
Rashaan Gaulden ,S,CAR,0,28,22,bye,8,13,12,0,2,12,0,3,0,1,0,12,30
Andre Smith ,LB,CAR,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,11
Kamrin Moore ,CB,NYG,0,0,0,0,0,0,0,0,bye,0,0,0,0,7,0,0,0
Natrell Jamerson ,S,Multi,0,0,0,0,0,0,0,56,22,0,0,0,0,0,0,1,0
Marcell Harris ,S,SF,0,0,0,0,0,0,0,0,6,0,bye,8,58,74,75,64,73
Jullian Taylor ,DT,SF,0,0,0,0,0,0,0,0,0,0,bye,17,16,13,13,17,25
Tarvarius Moore ,S,SF,0,0,5,0,0,0,12,1,10,0,bye,12,2,7,67,64,52
John Franklin-Myers ,DE,LAR,25,24,18,35,16,30,18,14,12,26,12,bye,16,12,6,14,24
Justin Lawler ,DE,LAR,1,1,0,0,1,12,3,0,0,0,0,bye,0,0,0,6,9
Trevon Young ,DE,LAR,0,0,0,2,0,0,10,0,0,0,0,bye,0,0,0,0,0
Tre Flowers ,CB,SEA,72,0,59,59,66,47,bye,59,51,65,49,55,74,58,62,61,65
Jacob Martin ,LB,SEA,6,8,3,10,4,28,bye,19,8,17,7,7,29,13,9,16,41
Mike Love ,DE,BUF,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,9,22,17
Levi Wallace ,CB,BUF,0,0,0,0,0,0,0,0,0,56,bye,67,55,45,57,75,61
Jamiyus Pittman ,DT,MIA,0,0,0,0,0,17,15,13,0,0,bye,0,0,0,0,0,0
Jalen Davis ,CB,MIA,0,0,0,0,0,0,0,0,0,0,bye,0,0,1,0,13,35
A.J. Moore ,CB,HOU,0,0,0,0,0,0,1,0,0,bye,0,0,0,0,0,0,0
John Atkins ,DT,DET,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,30,10
Chris Board ,S,BAL,10,2,0,0,0,0,0,2,0,bye,1,1,1,0,1,0,0
James Crawford ,LB,GB,0,0,0,1,0,0,bye,0,0,0,0,0,0,0,0,1,0
George Odum ,DB,IND,0,0,0,0,9,0,4,2,bye,3,63,0,2,15,39,43,26
Lyndon Johnson ,DT,JAC,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,8,13,13
Tre Herndon ,CB,JAC,1,0,2,0,0,0,0,32,bye,0,0,1,0,0,0,1,51
Matt Dickerson ,DE,TEN,0,0,8,0,0,7,0,bye,0,0,0,0,0,0,0,0,14
Nick DeLuca ,LB,JAC,0,0,0,0,0,0,0,0,bye,0,0,1,0,17,20,13,26
Ben Niemann ,LB,KC,0,0,0,0,0,0,9,2,11,29,0,bye,2,0,0,0,10
Charvarius Ward ,CB,KC,0,0,0,0,0,0,9,0,1,0,0,bye,0,0,0,79,50
Jeremy Reaves ,S,WAS,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,2
Chandon Sullivan ,CB,PHI,0,0,0,0,0,0,0,0,bye,19,26,43,0,0,0,0,0
Grant Haley ,CB,NYG,0,0,0,0,0,0,4,39,bye,31,48,36,76,61,48,58,29
Kevin Toliver II ,CB,CHI,0,0,22,49,bye,25,0,0,11,0,0,7,2,3,1,3,12
Tyler Lancaster ,DT,GB,0,0,0,0,0,3,bye,8,21,14,11,22,35,22,51,48,38
Raven Greene ,S,GB,0,0,0,0,0,0,bye,0,0,30,13,0,0,0,0,0,0
Demone Harris ,DE,TB,0,0,0,0,bye,0,0,0,0,6,0,0,0,0,0,0,0
Taylor Stallworth ,DT,NO,0,26,27,21,22,bye,0,28,22,18,20,17,17,21,13,26,40
Niles Scott ,DE,Multi,0,0,0,0,0,0,0,0,0,0,0,8,6,11,5,10,6
Tavierre Thomas ,CB,CLE,0,0,0,0,0,0,0,0,17,0,bye,0,0,0,0,0,0
Dennis Gardeck ,LB,ARI,0,0,0,0,1,0,0,0,bye,0,0,0,0,0,0,0,0
Ezekiel Turner ,S,ARI,0,0,0,0,0,0,0,0,bye,0,0,1,1,14,2,0,0
Frankie Luvu ,LB,NYJ,35,33,31,0,28,26,21,9,0,21,bye,47,42,36,30,52,31
Sharif Finch ,LB,TEN,14,4,12,8,3,23,11,bye,21,24,14,12,18,16,9,0,17
Bruce Hector ,DT,PHI,7,3,2,6,0,0,21,12,bye,0,0,0,0,20,11,0,0
Tae Davis ,LB,NYG,0,0,0,0,0,0,11,42,bye,16,35,39,21,19,16,67,77
Sean Chandler ,CB,NYG,1,0,1,0,0,0,0,18,bye,8,10,8,21,14,9,8,44
Danny Johnson ,CB,WAS,0,0,0,bye,0,0,3,0,36,18,0,0,5,0,5,0,0
Corey Thompson ,LB,BUF,0,0,0,0,0,0,0,0,0,0,bye,0,0,2,20,48,10
Dallin Leavitt ,S,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Ford ,CB,DET,0,0,0,0,0,bye,0,0,0,0,29,51,67,48,47,24,50
Darious Williams ,CB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Adonis Alexander ,CB,WAS,0,0,0,bye,0,0,0,0,0,0,0,0,10,0,0,0,1
