Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Ben Braunecker ,TE,CHI,9,14,3,0,0,bye,0,1,1,13,50,53,0,0,0,0,0
Dwayne Washington ,RB,NO,0,0,0,0,0,0,1,6,bye,0,0,0,0,0,6,0,5
Trevor Davis ,WR,Multi,17,4,0,37,54,0,50,25,1,0,0,17,1,0,0,0,0
Geronimo Allison ,WR,GB,30,31,26,63,62,32,32,42,32,40,bye,54,41,34,32,33,54
Dan Vitale ,RB,GB,11,7,18,19,12,10,17,14,4,12,bye,9,12,12,5,8,0
Mike Thomas ,WR,LAR,0,0,0,0,0,0,0,4,bye,3,20,0,7,0,0,0,0
Peyton Barber ,RB,TB,25,40,26,19,20,19,bye,28,9,22,12,15,28,30,21,8,16
J.P. Holtz ,TE,Multi,0,0,13,16,9,0,7,29,17,19,18,30,28,37,38,27,46
Chester Rogers ,WR,IND,25,28,27,54,40,bye,39,40,46,34,31,41,1,0,0,0,0
Alex Ellis ,TE,PHI,2,0,1,3,0,0,0,0,0,bye,0,0,0,0,0,0,0
Kalif Raymond ,WR,TEN,0,0,0,0,0,0,0,4,21,10,bye,10,16,12,15,8,0
Marvin Hall ,WR,DET,0,0,10,29,bye,10,14,14,17,11,13,9,0,0,0,0,0
Jaydon Mickens ,WR,TB,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,26
Jalen Richard ,RB,OAK,9,17,29,18,11,0,15,17,22,23,16,23,11,24,22,24,18
C.J. Ham ,RB,MIN,22,25,25,9,19,34,39,22,22,26,9,bye,11,30,30,17,14
J.D. McKissic ,RB,DET,5,4,6,27,bye,13,18,16,26,57,14,11,17,16,12,7,8
Josh Perkins ,TE,PHI,0,0,0,0,0,0,0,0,0,bye,0,0,0,29,16,28,58
Elijhaa Penny ,RB,NYG,6,8,3,13,24,20,6,10,5,10,bye,3,6,4,8,0,1
Duke Williams ,WR,BUF,0,0,0,0,50,bye,29,39,0,0,0,0,0,0,0,0,57
Troymaine Pope ,RB,LAC,0,0,0,28,0,0,0,0,0,0,1,bye,0,0,0,0,0
Jason Vander Laan ,TE,Multi,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0
Dalvin Cook ,RB,MIN,36,47,37,47,43,44,51,51,57,56,50,bye,24,33,28,0,0
Mike Williams ,WR,LAC,41,40,69,0,62,56,60,43,65,71,73,bye,55,43,52,53,56
Leonard Fournette ,RB,JAC,50,62,54,68,76,55,72,58,55,bye,44,81,62,51,55,58,0
O.J. Howard ,TE,TB,55,55,56,65,46,60,bye,0,0,82,16,50,61,68,66,61,38
Mitchell Trubisky ,QB,CHI,71,60,63,6,0,bye,64,80,44,56,69,73,64,70,84,63,75
Corey Davis ,WR,TEN,43,49,58,54,50,57,46,37,56,0,bye,39,40,46,52,44,42
John Ross ,WR,CIN,61,59,60,44,0,0,0,0,bye,0,0,0,0,36,25,71,47
Christian McCaffrey ,RB,CAR,66,75,56,67,54,64,bye,53,61,72,69,74,72,70,72,63,51
Deshaun Watson ,QB,HOU,64,64,59,67,70,89,63,79,68,bye,56,58,55,76,63,66,0
David Njoku ,TE,CLE,65,10,0,0,0,0,bye,0,0,0,0,0,0,20,0,0,4
Chris Godwin ,WR,TB,63,57,73,70,55,77,bye,80,73,77,67,56,68,74,46,0,0
Evan Engram ,TE,NYG,52,53,54,56,57,0,58,65,49,0,bye,0,0,0,0,0,0
Patrick Mahomes II ,QB,KC,59,75,68,68,61,55,20,0,0,82,67,bye,64,77,68,65,51
Joe Mixon ,RB,CIN,28,38,35,42,41,29,38,42,bye,55,37,39,52,43,44,39,51
Alvin Kamara ,RB,NO,50,40,49,55,47,39,0,0,bye,52,42,43,40,55,42,44,28
Wayne Gallman ,RB,NYG,14,8,39,46,6,0,10,13,13,12,bye,2,0,0,0,0,0
Samaje Perine ,RB,Multi,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Jamaal Williams ,RB,GB,24,32,33,1,0,39,23,32,22,32,bye,38,27,25,24,21,0
Kareem Hunt ,RB,CLE,0,0,0,0,0,0,bye,0,0,38,38,42,44,34,43,34,36
Taywan Taylor ,WR,CLE,0,17,2,9,0,0,bye,0,0,0,0,0,0,0,0,0,0
JuJu Smith-Schuster ,WR,PIT,60,46,53,43,53,50,bye,55,46,55,22,0,0,0,0,53,37
Zay Jones ,WR,Multi,29,42,39,58,1,0,0,22,64,39,48,52,41,52,50,33,60
Isaiah Ford ,WR,MIA,0,0,0,15,bye,9,4,0,0,0,0,0,19,55,31,38,53
Cooper Kupp ,WR,LAR,68,63,63,84,46,44,47,58,bye,69,53,51,57,19,68,43,50
Curtis Samuel ,WR,CAR,61,73,47,60,57,53,bye,60,53,60,71,62,68,65,66,53,46
Dede Westbrook ,WR,JAC,48,55,43,51,58,45,53,30,0,bye,53,73,54,44,53,43,42
Josh Reynolds ,WR,LAR,25,3,16,15,27,3,18,53,bye,71,51,30,29,45,27,29,38
Marlon Mack ,RB,IND,48,49,41,27,54,bye,51,39,39,32,21,0,0,26,25,31,27
Jeremy McNichols ,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Corey Clement ,RB,PHI,3,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0
James Conner ,RB,PIT,31,31,36,38,46,29,bye,61,0,0,13,0,0,0,34,9,0
Brian Hill ,RB,ATL,0,0,0,0,0,0,17,11,bye,38,39,50,24,14,10,14,18
Tarik Cohen ,RB,CHI,51,22,32,28,29,bye,35,16,16,29,45,39,36,33,55,34,33
Adam Shaheen ,TE,CHI,33,20,22,32,12,bye,21,16,18,0,0,0,0,0,0,0,0
Gerald Everett ,TE,LAR,30,48,56,50,57,28,55,29,bye,52,14,17,0,0,0,4,0
Jonnu Smith ,TE,TEN,37,29,40,42,35,28,51,43,52,39,bye,50,51,48,55,51,50
Jeremy Sprinkle ,TE,WAS,14,20,38,21,25,54,35,32,37,bye,48,49,49,47,43,46,42
Cooper Rush ,QB,DAL,3,0,0,0,0,0,0,bye,0,0,0,0,0,0,2,0,0
T.J. Logan ,RB,TB,1,0,1,1,1,0,bye,0,2,4,1,7,5,0,0,0,0
Austin Ekeler ,RB,LAC,47,48,48,48,46,28,37,24,24,34,46,bye,32,29,30,33,45
Kenny Golladay ,WR,DET,82,55,49,68,bye,43,61,51,57,77,57,68,71,67,60,48,23
Mack Hollins ,WR,Multi,10,69,73,40,30,38,30,43,41,0,12,3,6,10,0,5,1
Robert Davis ,WR,Multi,0,4,8,21,0,0,0,0,0,0,0,0,0,0,16,29,58
Krishawn Hogan ,WR,NO,0,0,0,0,0,0,0,10,bye,10,12,14,10,5,15,7,0
George Kittle ,TE,SF,60,47,79,bye,72,64,61,54,49,0,0,38,55,59,61,55,47
Antony Auclair ,TE,TB,13,24,20,23,8,8,bye,33,43,0,0,0,0,0,0,0,0
Robert Tonyan ,TE,GB,19,21,15,19,7,0,0,0,0,0,bye,26,19,19,9,23,16
Jacob Hollister ,TE,SEA,0,0,0,0,0,29,37,21,59,57,bye,42,61,52,46,43,67
Cody Hollister ,WR,TEN,0,0,0,0,0,0,0,0,0,0,bye,0,2,1,0,3,0
Austin Carr ,WR,NO,0,0,25,43,17,21,42,40,bye,0,0,0,0,0,0,0,0
Josh Malone ,WR,NYJ,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,5,16
Mason Schreck ,TE,CIN,0,0,0,0,0,0,0,0,bye,0,0,0,3,0,1,0,0
Cethan Carter ,TE,CIN,0,0,0,1,0,0,0,0,bye,4,10,0,0,8,32,19,22
Tim Patrick ,WR,DEN,8,0,0,0,0,0,0,0,0,bye,57,32,31,37,40,47,35
Mo Alie-Cox ,TE,IND,13,24,25,10,37,bye,29,18,21,22,22,21,15,16,14,35,32
Darrell Daniels ,TE,ARI,0,0,0,0,0,7,7,4,0,1,1,bye,2,2,0,23,0
Isaiah McKenzie ,WR,BUF,4,16,19,1,8,bye,21,0,42,37,55,55,30,53,30,31,49
Gehrig Dieter ,WR,KC,0,0,0,0,0,0,0,0,0,0,3,bye,3,0,0,0,0
Ryan Switzer ,WR,PIT,46,13,0,0,2,6,bye,2,8,4,0,0,0,0,0,0,0
Blake Jarwin ,TE,DAL,27,24,35,17,22,35,33,bye,26,23,23,29,25,22,38,19,36
Jamal Agnew ,WR,DET,0,0,0,0,bye,2,0,0,0,0,0,0,0,0,0,4,10
Aaron Jones ,RB,GB,37,42,21,66,48,36,33,42,30,32,bye,41,38,35,35,52,75
Eric Saubert ,TE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29
Alex Armah ,RB,CAR,12,7,18,9,5,11,bye,1,19,11,8,13,4,5,4,4,3
Nick Mullens ,QB,SF,0,0,0,bye,0,0,0,7,0,0,0,0,0,0,0,0,0
Chad Williams ,WR,IND,0,0,0,0,0,bye,0,0,0,0,0,0,0,6,0,0,0
Ricky Seals-Jones ,TE,CLE,0,3,6,20,14,46,bye,29,22,0,11,18,14,12,19,19,11
Johnny Mundt ,TE,LAR,0,0,2,0,2,0,16,1,bye,5,37,0,23,49,11,31,34
Chris Carson ,RB,SEA,39,43,37,47,62,64,63,41,63,70,bye,31,39,55,51,18,0
David Moore ,WR,SEA,0,0,20,25,16,18,29,29,40,20,bye,17,10,14,10,10,54
Anthony Firkser ,TE,TEN,9,3,3,0,1,5,15,33,20,13,bye,16,19,12,18,13,18
C.J. Board ,WR,JAC,0,0,0,0,0,0,10,0,7,bye,0,0,0,0,11,0,8
Keelan Cole Sr. ,WR,JAC,12,9,5,9,10,7,19,25,54,bye,24,30,34,34,43,25,29
Evan Baylis ,TE,GB,0,0,1,0,0,1,8,2,0,0,bye,0,0,0,0,0,0
Dare Ogunbowale ,RB,TB,26,14,18,21,18,46,bye,27,21,22,29,13,23,23,21,27,12
Andre Patton ,WR,LAC,0,0,0,24,16,0,20,37,58,61,59,bye,38,33,46,46,68
Sean Culkin ,TE,LAC,1,16,43,39,0,0,0,0,0,0,0,bye,0,0,0,0,0
Pharaoh Brown ,TE,CLE,0,16,16,32,18,22,bye,26,0,16,27,0,0,0,0,0,0
Zach Pascal ,WR,IND,23,31,30,53,44,bye,34,59,66,68,64,59,70,63,45,50,40
Matt Breida ,RB,SF,28,21,32,bye,26,27,17,18,29,24,0,0,0,12,12,0,8
Kendrick Bourne ,WR,SF,16,23,22,bye,16,22,57,30,19,58,40,24,24,37,34,30,10
Cyril Grayson Jr. ,WR,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Taysom Hill ,QB,NO,15,21,4,6,15,11,13,15,bye,7,10,7,13,28,17,25,34
Greg Ward ,WR,PHI,0,0,2,0,0,0,0,0,0,bye,0,36,29,76,58,51,56
Dan Arnold ,TE,Multi,0,0,0,0,0,0,19,26,0,0,0,0,0,0,11,18,30
Patrick Ricard ,RB,BAL,24,24,11,8,12,30,15,bye,25,18,26,30,26,20,19,27,27
Fred Brown ,WR,DEN,0,0,0,3,9,8,6,46,7,bye,8,0,1,0,7,1,4
Trey Edmunds ,RB,PIT,0,0,0,0,0,0,bye,2,17,21,33,12,3,3,1,0,1
River Cracraft ,WR,Multi,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Zylstra ,WR,CAR,0,0,0,0,0,5,bye,8,2,0,0,0,0,2,2,17,32
Lamar Jackson ,QB,BAL,53,77,82,70,79,79,58,bye,67,35,58,61,64,60,54,73,0
Mason Rudolph ,QB,PIT,0,28,53,58,31,0,bye,74,62,73,72,39,0,0,0,33,0
Josh Rosen ,QB,MIA,5,24,65,52,bye,48,0,0,0,3,0,0,0,0,0,0,0
Sam Darnold ,QB,NYJ,71,0,0,bye,0,60,60,58,67,65,70,59,72,71,60,61,67
Baker Mayfield ,QB,CLE,71,64,68,67,43,68,bye,62,75,69,69,74,64,53,70,60,54
Saquon Barkley ,RB,NYG,54,60,23,0,0,0,60,61,58,57,bye,58,63,49,53,69,64
Derrius Guice ,RB,WAS,23,0,0,0,0,0,0,0,0,bye,20,24,19,9,0,0,0
Ronald Jones II ,RB,TB,22,7,23,36,19,13,bye,21,42,38,20,32,21,27,34,37,23
Royce Freeman ,RB,DEN,29,43,36,34,32,37,42,37,24,bye,23,27,31,27,32,28,24
Nick Chubb ,RB,CLE,50,41,67,42,38,59,bye,40,45,56,51,43,39,38,35,39,31
Kerryon Johnson ,RB,DET,48,33,47,53,bye,39,11,0,0,0,0,0,0,0,0,16,27
Josh Adams ,RB,NYJ,0,0,0,bye,0,0,0,0,0,0,7,5,0,0,0,0,0
Ito Smith ,RB,ATL,38,23,3,30,34,18,3,0,bye,0,0,0,0,0,0,0,0
Kalen Ballage ,RB,MIA,20,21,23,8,bye,4,5,9,21,53,53,24,11,0,0,0,0
Myles Gaskin ,RB,MIA,0,0,0,0,bye,0,0,0,0,5,7,16,16,13,34,34,0
Courtland Sutton ,WR,DEN,55,78,65,52,50,56,64,68,46,bye,70,49,55,57,54,68,46
James Washington ,WR,PIT,35,33,49,44,31,0,bye,35,26,37,61,56,40,42,50,51,44
Anthony Miller ,WR,CHI,15,31,32,43,43,bye,48,40,18,32,65,39,56,62,79,63,20
Marcell Ateman ,WR,OAK,0,0,0,0,28,0,23,0,4,7,5,8,4,2,3,6,52
Deontay Burnett ,WR,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Calvin Ridley ,WR,ATL,57,41,45,60,60,39,36,61,bye,68,52,72,85,36,0,0,0
Michael Gallup ,WR,DAL,53,46,0,0,61,79,59,bye,63,62,60,62,67,58,59,56,61
Jaleel Scott ,WR,BAL,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,17
Tre'Quan Smith ,WR,NO,42,38,0,0,18,0,0,0,bye,55,41,45,36,56,45,38,43
Cedrick Wilson ,WR,DAL,0,0,14,0,0,50,0,bye,0,0,0,0,0,5,0,0,0
Deon Cain ,WR,Multi,11,32,37,56,42,0,30,0,20,0,0,10,14,15,18,12,1
Dante Pettis ,WR,SF,2,35,33,bye,47,55,59,20,22,30,2,7,0,0,0,0,0
D.J. Moore ,WR,CAR,62,71,45,59,61,60,bye,63,67,72,73,61,70,70,70,6,0
Trey Quinn ,WR,WAS,62,47,57,38,43,31,26,23,30,bye,38,22,7,0,0,0,0
Christian Kirk ,WR,ARI,82,53,69,59,0,0,0,42,54,64,66,bye,60,56,54,65,67
Mark Andrews ,TE,BAL,31,42,43,30,41,37,33,bye,23,23,24,31,28,9,23,39,0
Dallas Goedert ,TE,PHI,41,0,9,43,49,45,35,55,66,bye,58,65,39,60,65,66,74
Jaylen Samuels ,RB,PIT,22,21,14,26,15,0,bye,0,40,40,25,21,32,27,17,42,20
Mike Gesicki ,TE,MIA,33,35,30,26,bye,44,32,37,42,39,59,57,53,50,55,58,51
Troy Fumagalli ,TE,DEN,10,14,8,0,0,0,0,0,8,bye,29,10,15,16,18,11,17
Hayden Hurst ,TE,BAL,43,32,22,15,32,32,26,bye,27,26,29,34,23,28,18,40,31
Antonio Callaway ,WR,CLE,0,0,0,0,20,47,bye,48,36,0,0,0,0,0,0,0,0
Braxton Berrios ,WR,NYJ,0,0,30,bye,0,4,10,0,0,2,6,3,8,2,5,5,10
D.J. Chark Jr. ,WR,JAC,41,52,38,59,68,41,62,55,63,bye,59,82,62,58,0,54,54
Luke Falk ,QB,NYJ,0,46,50,bye,54,0,0,0,0,0,0,0,0,0,0,0,0
Nyheim Hines ,RB,IND,17,13,18,35,17,bye,9,18,20,29,24,22,31,35,9,11,31
Josh Allen ,QB,BUF,66,70,76,58,64,bye,55,59,62,68,71,74,67,73,65,54,7
Bo Scarbrough ,RB,DET,0,0,0,0,bye,0,0,0,0,0,31,37,34,34,0,14,17
Justin Jackson ,RB,LAC,16,17,28,0,0,0,0,0,5,0,0,bye,0,12,13,0,2
Allen Lazard ,WR,GB,0,1,5,14,1,17,49,45,25,30,bye,52,36,33,46,58,67
Richie James Jr. ,WR,SF,26,31,28,bye,6,4,32,15,11,0,10,13,2,11,3,8,4
John Kelly ,RB,LAR,0,0,0,0,0,0,3,0,bye,0,0,0,0,0,0,0,0
Mark Walton ,RB,MIA,4,10,0,13,bye,31,38,50,51,0,0,0,0,0,0,0,0
Auden Tate ,WR,CIN,0,25,53,60,66,53,63,78,bye,73,45,49,53,29,0,0,0
Rashaad Penny ,RB,SEA,14,25,0,0,11,0,2,18,11,3,bye,30,35,1,0,0,0
Sony Michel ,RB,NE,23,34,17,28,38,41,31,28,15,bye,22,35,15,9,27,31,26
Dalton Schultz ,TE,DAL,9,3,14,2,3,6,15,bye,1,2,11,7,2,3,16,6,17
Ian Thomas ,TE,CAR,4,2,5,10,11,5,bye,15,5,4,3,2,32,61,69,32,42
Javon Wims ,WR,CHI,20,18,17,66,52,bye,22,19,5,5,15,34,58,31,8,52,65
Jordan Thomas ,TE,HOU,0,0,0,0,0,0,0,0,0,bye,0,7,14,7,1,0,38
Jordan Akins ,TE,HOU,45,38,27,31,47,65,40,42,47,bye,36,27,31,48,38,41,53
Robert Foster ,WR,BUF,14,24,18,0,0,bye,0,8,7,15,0,10,28,19,0,8,63
DaeSean Hamilton ,WR,DEN,47,54,42,34,31,39,44,45,31,bye,41,32,36,44,49,41,43
Keke Coutee ,WR,HOU,0,28,16,38,31,44,44,0,0,bye,43,0,0,55,0,0,39
Chase Edmonds ,RB,ARI,10,23,9,13,27,20,60,30,0,0,0,bye,0,11,0,0,4
Jordan Wilkins ,RB,IND,0,10,9,16,12,bye,14,6,13,7,0,1,30,9,24,22,0
Phillip Lindsay ,RB,DEN,33,39,41,25,28,28,27,36,23,bye,51,27,25,31,23,41,35
Durham Smythe ,TE,MIA,12,25,39,37,bye,27,37,20,25,31,9,39,36,41,23,55,26
Darrel Williams ,RB,KC,0,5,37,34,13,7,18,9,10,17,29,bye,17,0,0,0,0
Noah Fant ,TE,DEN,50,54,46,40,40,39,48,60,41,bye,68,36,40,29,27,41,36
Marquez Valdes-Scantling ,WR,GB,41,62,47,68,68,57,20,41,33,11,bye,29,17,10,7,11,20
Chris Herndon IV ,TE,NYJ,0,0,0,bye,0,0,0,0,0,18,0,0,0,0,0,0,0
Trenton Cannon ,RB,NYJ,1,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Izzo ,TE,NE,45,30,51,43,20,79,0,0,0,bye,0,0,0,0,0,0,0
Damion Ratley ,WR,CLE,35,39,53,44,13,0,bye,0,0,1,1,1,1,16,21,21,11
Nick Bawden ,RB,DET,21,10,19,10,bye,21,7,14,9,11,2,0,0,0,0,0,0
Tyler Conklin ,TE,MIN,0,6,14,2,11,11,27,31,14,31,9,bye,11,35,30,7,35
Justin Watson ,WR,TB,1,2,1,2,1,3,bye,0,0,2,0,4,11,43,42,70,48
Russell Gage ,WR,ATL,13,9,9,14,16,13,11,43,bye,47,31,62,62,35,51,38,62
Boston Scott ,RB,PHI,0,0,0,0,0,4,8,9,0,bye,14,3,0,38,35,20,55
Buddy Howell ,RB,HOU,0,1,1,0,0,2,0,3,0,bye,4,0,0,0,0,0,25
Chris Lacy ,WR,DET,3,2,0,0,bye,0,0,0,0,0,0,0,3,3,42,24,51
Da'Mari Scott ,WR,NYG,0,0,0,0,0,0,0,0,0,0,bye,0,22,3,8,12,6
Darvin Kidsy ,WR,WAS,0,0,0,0,0,0,0,0,0,bye,0,0,0,1,0,1,22
Gus Edwards ,RB,BAL,29,16,22,21,20,33,21,bye,28,11,25,32,25,20,18,30,46
Vyncint Smith ,WR,Multi,0,0,0,0,7,7,16,25,17,17,21,17,19,35,38,50,50
Byron Pringle ,WR,KC,3,4,2,3,47,33,14,0,0,3,11,bye,5,1,6,4,7
Ryan Nall ,RB,CHI,0,0,0,0,0,bye,0,0,0,0,3,0,0,1,0,0,4
Tim Boyle ,QB,GB,0,0,0,0,0,0,6,0,0,0,bye,12,3,0,0,0,0
Mike Boone ,RB,MIN,2,0,5,0,0,0,0,0,0,0,0,bye,2,6,21,18,28
Tanner Hudson ,TE,TB,0,0,0,0,0,0,bye,21,46,3,4,6,4,6,6,0,7
Christian Blake ,WR,ATL,0,0,0,0,0,0,0,14,bye,15,10,37,82,12,57,43,67
Reggie Bonnafon ,RB,CAR,0,0,4,0,11,3,bye,12,8,0,7,0,0,2,0,8,12
Kyle Allen ,QB,CAR,0,0,60,67,63,66,bye,68,71,72,74,74,73,71,72,0,54
Keith Kirkwood ,WR,NO,12,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Deon Yelder ,TE,KC,0,0,2,5,4,1,1,0,0,4,30,bye,0,0,0,0,0
Ross Dwelley ,TE,SF,12,14,2,bye,27,32,24,34,49,75,65,5,1,9,3,2,5
Trent Sherfield ,WR,ARI,5,4,3,53,58,36,53,26,3,6,4,bye,1,0,2,3,0
Codey McElroy ,TE,TB,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,3,0
Steven Mitchell Jr. ,WR,HOU,0,0,0,0,0,0,0,3,11,bye,0,0,0,0,0,0,65
Cam Sims ,WR,WAS,0,0,0,0,2,0,0,0,0,bye,3,0,1,3,2,6,39
Jeff Wilson Jr. ,RB,SF,0,15,21,bye,0,0,8,3,2,0,1,5,5,0,0,0,0
Dontrell Hilliard ,RB,CLE,12,0,1,25,4,9,bye,23,30,8,1,3,1,3,7,3,0
Will Dissly ,TE,SEA,26,46,45,49,65,18,0,0,0,0,bye,0,0,0,0,0,0
Chad Beebe ,WR,MIN,14,16,13,0,0,0,0,0,0,0,0,bye,0,0,0,0,0
De'Lance Turner ,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Jaeden Graham ,TE,ATL,5,2,0,2,4,8,1,6,bye,7,34,56,53,8,4,9,9
Garrett Dickerson ,TE,NYG,0,0,0,6,3,0,0,0,0,0,bye,0,0,0,0,0,1
Dalyn Dawkins ,RB,TEN,0,0,0,0,0,3,0,0,0,0,bye,0,0,0,0,16,0
KhaDarel Hodge ,WR,CLE,0,0,0,1,0,0,bye,0,8,7,10,9,20,13,30,14,17
Malik Turner ,WR,SEA,15,16,17,10,17,13,11,7,7,35,bye,16,15,14,21,29,0
Dwayne Haskins ,QB,WAS,0,0,0,32,0,0,0,14,50,bye,65,57,64,63,53,35,0
A.J. Brown ,WR,TEN,25,27,39,26,37,38,39,36,50,47,bye,37,53,51,62,62,49
D.K. Metcalf ,WR,SEA,40,69,70,39,51,58,54,55,70,71,bye,53,60,52,55,56,74
N'Keal Harry ,WR,NE,0,0,0,0,0,0,0,0,0,bye,32,55,22,2,38,37,34
Drew Lock ,QB,DEN,0,0,0,0,0,0,0,0,0,bye,0,0,56,59,59,71,61
Marquise Brown ,WR,BAL,14,50,61,56,36,0,0,bye,39,18,37,48,36,43,47,43,35
Kelvin Harmon ,WR,WAS,13,6,10,28,5,12,7,11,25,bye,60,38,54,53,44,60,56
Damien Harris ,RB,NE,0,0,0,0,0,0,5,0,0,bye,0,0,0,0,0,0,0
Daniel Jones ,QB,NYG,5,0,62,77,68,50,70,74,71,69,bye,60,66,0,0,70,74
JJ Arcega-Whiteside ,WR,PHI,5,74,53,6,2,5,12,4,14,bye,19,53,27,79,71,45,17
David Montgomery ,RB,CHI,27,27,41,48,30,bye,30,59,32,34,35,47,39,45,36,35,49
Will Grier ,QB,CAR,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,70,17
Deebo Samuel ,WR,SF,58,27,41,bye,35,47,0,45,45,69,57,35,53,50,57,47,39
Ryan Finley ,QB,CIN,0,0,0,0,0,0,0,0,bye,73,60,57,0,0,0,0,0
Justice Hill ,RB,BAL,22,15,10,16,5,15,4,bye,10,12,8,18,4,6,10,13,19
Riley Ridley ,WR,CHI,0,0,0,0,0,bye,0,0,0,0,0,0,4,29,41,3,31
Josh Jacobs ,RB,OAK,40,30,25,34,49,0,37,30,42,30,43,23,34,0,43,0,0
Devin Singletary ,RB,BUF,45,23,0,0,0,bye,21,40,41,46,52,52,52,60,46,52,0
Miles Sanders ,RB,PHI,36,34,25,22,28,19,32,13,32,bye,61,63,61,50,55,59,23
T.J. Hockenson ,TE,DET,60,47,39,41,bye,31,51,41,45,47,47,33,43,0,0,0,0
Kaden Smith ,TE,Multi,0,0,0,0,0,10,0,0,3,40,0,59,60,50,67,70,74
Tommy Sweeney ,TE,BUF,21,21,22,9,16,bye,0,0,0,0,0,0,0,0,0,0,40
Patrick Laird ,RB,MIA,0,0,0,0,bye,0,0,0,0,7,16,23,42,59,34,49,60
Hunter Renfrow ,WR,OAK,16,46,33,25,42,0,30,35,37,31,31,24,0,0,0,29,56
Alexander Hollins ,WR,MIN,0,0,0,0,0,0,0,0,0,0,0,bye,4,5,8,6,48
Foster Moreau ,TE,OAK,29,15,23,31,44,0,32,22,37,26,39,19,29,25,0,0,0
Brandon Dillon ,TE,MIN,7,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0
Ty Johnson ,RB,DET,8,12,11,11,bye,2,49,24,42,12,18,27,25,21,29,13,8
Andy Isabella ,WR,ARI,0,0,1,8,9,12,10,1,12,26,20,bye,20,12,15,10,1
Dexter Williams ,RB,GB,0,0,0,0,0,0,6,0,0,0,bye,0,0,0,0,0,4
Parris Campbell ,WR,IND,18,18,30,48,0,bye,0,8,43,0,0,0,0,31,0,0,0
Terry McLaurin ,WR,WAS,59,53,69,0,53,57,44,39,50,bye,59,57,55,60,47,61,0
Travis Fulgham ,WR,DET,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,4,17,42
Trace McSorley ,QB,BAL,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,1
Qadree Ollison ,RB,ATL,0,0,0,0,0,0,0,0,bye,0,12,22,0,10,1,1,10
Jesper Horsted ,TE,CHI,0,0,0,0,0,bye,0,0,0,0,0,4,6,31,41,18,15
Davion Davis ,WR,MIN,0,0,0,0,0,0,0,2,0,1,0,bye,0,0,0,0,0
Josh Oliver ,TE,JAC,0,0,0,0,0,0,25,29,30,bye,33,0,0,0,0,0,0
Wes Hills ,RB,DET,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,23,0,0
Ryquell Armstead ,RB,JAC,8,0,0,14,6,2,7,16,9,bye,14,4,6,15,2,4,43
Keelan Doss ,WR,Multi,0,4,2,12,39,0,29,0,0,0,0,0,32,28,35,0,0
Drew Sample ,TE,CIN,3,19,10,20,14,15,12,7,bye,8,0,0,0,0,0,0,0
Gardner Minshew II ,QB,JAC,47,64,54,82,83,58,80,74,66,bye,0,0,41,66,57,62,69
Gary Jennings Jr. ,WR,Multi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trevon Wesco ,TE,NYJ,5,3,11,bye,19,7,6,6,8,18,26,13,7,11,29,18,27
Alec Ingold ,RB,OAK,15,5,7,25,16,0,16,7,14,12,16,9,10,8,17,24,7
Mecole Hardman ,WR,KC,53,55,43,43,37,29,29,9,11,18,51,bye,25,14,14,23,17
Darrell Henderson ,RB,LAR,2,0,0,0,0,17,26,28,bye,8,3,0,7,0,0,2,0
Lil'Jordan Humphrey ,WR,NO,0,0,6,10,0,18,6,0,bye,0,0,0,0,0,0,0,12
Jakobi Meyers ,WR,NE,8,0,48,4,35,56,42,25,1,bye,19,52,61,37,7,14,7
Kyler Murray ,QB,ARI,88,57,75,63,75,69,64,46,56,67,67,bye,63,58,61,37,63
Isaac Nauta ,TE,DET,0,0,0,0,bye,0,0,0,0,0,0,9,7,6,12,7,0
Jordan Scarlett ,RB,CAR,0,0,0,0,0,0,bye,4,3,0,0,0,0,0,0,0,0
Jarrett Stidham ,QB,NE,0,0,4,0,6,0,5,0,0,bye,0,0,0,0,0,0,0
