Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Nate Hairston ,CB,IND,40,44,57,48,0,25,29,33,63,48,bye,22,38,24,0,32,35
Quincy Wilson ,CB,IND,17,65,0,0,0,0,0,0,0,0,bye,0,47,67,79,73,55
Anthony Walker Jr. ,LB,IND,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,29,55,31
Grover Stewart ,DT,IND,0,11,11,22,12,13,20,9,7,8,bye,17,21,18,24,32,32
Tarell Basham ,DE,IND,15,9,16,12,8,0,14,9,11,16,bye,9,20,9,22,27,24
Blair Brown ,LB,JAC,0,0,10,0,0,0,0,bye,0,0,0,10,11,8,9,0,0
Jalen Myrick ,CB,JAC,0,0,0,0,0,0,0,bye,13,0,0,0,0,0,9,0,0
Dawuane Smoot ,DE,JAC,16,16,26,6,21,10,24,bye,6,10,9,16,20,23,26,11,12
Carroll Phillips ,LB,JAC,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,2,0,0
Dylan Cole ,LB,HOU,9,23,14,22,28,9,bye,0,0,0,0,19,12,7,11,27,24
Treston Decoud ,CB,HOU,0,0,0,9,0,12,bye,0,0,0,2,0,0,0,0,14,13
Carlos Watkins ,DT,HOU,0,0,0,12,0,21,bye,28,25,32,11,29,10,42,41,35,42
Jayon Brown ,LB,TEN,37,30,44,33,19,27,38,bye,33,27,48,22,38,32,28,14,18
Jamal Carter ,S,DEN,12,1,1,1,bye,0,1,0,0,0,0,2,0,4,17,14,24
DeMarcus Walker ,DE,DEN,6,9,10,8,bye,4,7,0,0,0,0,0,3,9,0,8,36
Brendan Langley ,CB,DEN,0,0,0,0,bye,0,0,0,6,8,3,43,3,0,0,0,45
Isaac Rochell ,DE,LAC,15,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,24,13
Desmond King II ,CB,LAC,3,56,33,62,48,38,47,58,bye,47,49,44,52,43,61,39,36
Rayshawn Jenkins ,S,LAC,0,0,0,0,1,4,2,4,bye,0,18,7,3,8,7,10,12
Leon McQuay III ,S,KC,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,46
Tanoh Kpassagnon ,DE,KC,0,0,2,0,2,0,1,10,0,bye,3,13,28,15,12,8,65
Ukeme Eligwe ,LB,KC,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,65
Marquel Lee ,LB,OAK,21,10,23,28,31,0,0,0,0,0,9,2,1,1,17,6,22
Treyvon Hester ,DT,OAK,31,14,26,24,19,34,32,30,23,0,24,29,22,31,7,0,0
Eddie Vanderdoes ,DT,OAK,37,31,39,39,31,21,19,37,23,0,34,15,32,25,24,26,31
Shalom Luani ,S,OAK,0,0,0,2,2,0,1,68,2,0,9,22,4,10,1,14,51
Jourdan Lewis ,CB,DAL,0,65,48,56,48,bye,58,51,44,37,43,39,24,78,49,53,52
Chidobe Awuzie ,CB,DAL,38,5,0,0,9,bye,0,0,0,0,0,5,53,58,53,57,31
Xavier Woods ,S,DAL,0,34,43,16,21,bye,15,37,24,32,64,27,46,63,53,28,46
Elijah Qualls ,DT,PHI,0,9,15,13,14,0,0,0,0,bye,0,17,0,0,0,0,36
Rasul Douglas ,CB,PHI,0,39,70,57,20,56,28,30,38,bye,0,11,1,0,0,4,68
Nathan Gerry ,LB,PHI,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,20
Dalvin Tomlinson ,DT,NYG,43,37,45,36,47,30,35,bye,38,32,38,32,36,33,43,32,30
Calvin Munson ,LB,NYG,0,62,23,1,0,8,0,bye,41,34,69,0,32,51,25,26,16
Avery Moss ,DE,NYG,0,0,0,0,29,42,34,bye,56,36,25,12,3,8,3,0,0
Fabian Moreau ,CB,WAS,0,1,4,13,bye,34,0,0,0,0,2,0,0,0,0,5,0
Montae Nicholson ,S,WAS,3,26,43,46,bye,63,65,55,0,0,18,0,0,0,0,0,0
Josh Harvey-Clemons ,S,WAS,0,0,0,0,bye,0,0,0,0,0,0,17,11,3,25,26,11
Joshua Holsey ,CB,WAS,0,0,0,0,bye,5,5,0,0,0,0,0,0,0,0,0,0
Ryan Anderson ,LB,WAS,10,12,24,8,bye,9,22,11,20,15,13,8,13,24,11,0,0
Eddie Jackson ,S,CHI,59,71,62,55,70,73,72,61,bye,66,63,77,75,54,63,59,75
Jalen Reeves-Maybin ,LB,DET,0,16,26,3,0,27,bye,22,9,0,0,1,32,21,27,37,18
Patrick O'Connor ,DE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,0,0
Jeremiah Ledbetter ,DT,DET,33,18,29,23,31,22,bye,15,21,29,8,22,18,20,20,15,25
Josh Jones ,S,GB,0,29,61,51,38,30,52,bye,68,60,59,26,60,49,66,29,52
Montravius Adams ,DT,GB,0,0,4,0,0,0,0,bye,18,8,0,16,0,3,0,8,9
Tashawn Bower ,DE,MIN,0,0,0,0,0,0,0,0,bye,0,10,0,0,0,0,0,0
Jaleel Johnson ,DT,MIN,0,0,0,0,4,4,0,0,bye,3,10,0,0,0,0,0,20
Ben Gedeon ,LB,MIN,16,18,9,19,25,0,20,11,bye,10,15,6,20,26,22,8,20
Elijah Lee ,CB,Multi,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,6,7
Kendell Beckwith ,LB,TB,bye,58,74,80,74,65,53,34,34,52,35,44,32,61,56,39,55
Justin Evans ,S,TB,bye,7,1,45,74,57,68,65,50,69,64,64,55,68,29,0,0
Riley Bullough ,LB,TB,bye,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
Damontae Kazee ,S,ATL,2,5,18,60,bye,0,0,1,1,0,6,31,38,3,0,0,0
Duke Riley ,LB,ATL,49,33,26,39,bye,35,7,0,0,0,0,4,3,0,9,11,9
Bryan Cox Jr. ,DE,CAR,0,0,0,0,16,0,5,0,0,0,bye,0,22,24,24,19,19
Daeshon Hall ,DE,CAR,9,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Al-Quadin Muhammad ,DE,NO,0,0,0,0,bye,0,3,0,0,0,0,0,0,0,17,0,4
Marcus Williams ,S,NO,65,75,57,52,bye,80,54,67,59,36,64,67,0,71,68,64,79
Trey Hendrickson ,DE,NO,0,7,17,13,bye,29,20,32,34,32,28,33,20,16,0,0,0
Alex Anzalone ,LB,NO,48,59,48,3,bye,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Colbert ,S,SF,0,0,0,0,0,0,29,55,62,66,bye,0,37,67,63,87,65
D.J. Jones ,DT,SF,15,23,12,16,16,18,25,8,0,14,bye,0,0,0,0,0,0
Lorenzo Jerome ,S,SF,12,0,18,22,20,0,0,0,0,0,bye,0,0,0,0,0,0
Budda Baker ,S,ARI,2,3,4,7,4,4,8,bye,8,44,70,61,58,60,51,71,58
Samson Ebukam ,LB,LAR,14,11,11,15,14,11,7,bye,20,22,16,23,48,66,14,3,56
Ejuan Price ,LB,LAR,0,0,0,0,0,0,0,bye,0,21,0,0,0,0,0,0,0
John Johnson ,S,LAR,9,0,3,29,68,69,39,bye,57,57,75,57,54,65,41,54,38
Tanzel Smart ,DT,LAR,29,20,19,31,31,30,14,bye,26,16,7,5,10,10,13,3,42
Tedric Thompson ,S,SEA,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,3,5,0
Lano Hill ,S,SEA,0,0,0,4,0,bye,0,0,3,10,0,15,0,1,0,0,0
Nazair Jones ,DT,SEA,24,17,21,22,17,bye,12,23,32,48,46,23,0,0,0,0,0
Shaquill Griffin ,CB,SEA,77,20,30,56,74,bye,59,71,60,72,2,0,75,65,68,74,71
Cameron Malveaux ,DE,MIA,bye,0,0,0,0,0,0,0,0,0,0,0,32,0,21,20,34
Chase Allen ,LB,MIA,bye,14,28,3,0,0,1,5,1,3,30,21,25,10,34,10,36
Torry McTyer ,CB,MIA,bye,0,0,0,0,0,0,3,0,0,0,0,0,3,0,59,0
Adam Butler ,DT,NE,20,45,46,11,18,17,28,23,bye,38,39,33,20,55,19,34,28
Kenny Moore II ,CB,IND,0,13,0,0,0,0,45,0,0,0,bye,32,62,62,74,70,24
Brandon Bell ,LB,CIN,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,6,4,26
Josh Tupou ,DT,CIN,0,0,0,0,0,bye,0,0,0,19,0,0,0,0,0,0,0
B.J. Bello ,LB,CLE,0,0,0,0,1,0,3,0,bye,0,10,6,5,2,20,18,8
Kai Nacua ,S,CLE,0,0,0,0,0,0,0,18,bye,0,0,0,14,75,14,54,39
Bam Bradley ,LB,BAL,2,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0
Donald Payne ,LB,JAC,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,3,0,0
Jaylen Hill ,CB,BAL,0,0,0,0,0,0,9,7,0,bye,0,0,0,0,0,0,0
Reggie Porter ,CB,Multi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thomas Hennessy ,LB,NYJ,0,0,0,0,0,0,0,0,0,0,bye,1,0,0,0,0,0
Garrett Sickels ,DE,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Rickey Hatley ,DT,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Eli Ankou ,DT,JAC,17,22,27,13,22,13,29,bye,7,0,0,0,0,0,0,0,22
Daniel Ross ,DE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,30
Gimel President ,DE,HOU,0,0,0,0,0,0,bye,0,0,0,0,0,33,17,11,0,6
Jerrol Garcia-Williams ,LB,DEN,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,23
Michael Davis ,CB,LAC,0,0,0,0,3,0,0,0,bye,6,26,0,0,1,0,0,0
Nigel Harris ,LB,Multi,5,11,5,8,0,0,0,0,4,0,0,0,0,0,0,0,0
Xavier Woodson-Luster ,LB,Multi,0,0,0,0,0,40,0,1,0,0,0,0,1,0,2,0,0
Nicholas Morrow ,LB,OAK,4,26,42,34,33,62,38,0,2,0,15,43,59,62,45,50,38
Lewis Neal ,DE,DAL,0,0,0,0,0,bye,0,0,0,18,24,19,19,27,0,4,29
Fish Smithson ,S,WAS,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,4,0
Isaiah Irving ,LB,CHI,0,0,0,0,0,1,2,0,bye,0,2,36,0,0,0,0,0
Alex Barrett ,DE,DET,15,13,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0
Jeremiah Valoaga ,DT,DET,16,11,15,8,18,29,bye,14,0,24,18,0,0,0,0,0,0
Lenzy Pipkins ,CB,GB,0,0,0,0,0,46,0,bye,1,0,0,0,0,0,4,19,52
Donatello Brown ,CB,GB,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,1,0
Jermaine Grace ,LB,Multi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chris Odom ,DE,GB,0,0,8,8,0,1,21,bye,11,0,0,0,0,0,0,10,0
Marcus Rios ,CB,DEN,0,0,0,0,bye,0,0,0,0,0,0,0,3,0,1,1,42
Dymonte Thomas ,S,DEN,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,14,11,46
Tyrique Jarrett ,DT,DEN,3,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0
Rashaad Coward ,DT,CHI,0,0,0,0,0,0,0,0,bye,0,0,0,0,10,0,0,0
Xavier Coleman ,CB,NYJ,0,0,0,0,0,3,0,0,0,0,bye,0,0,0,0,0,0
Maurice Smith ,S,MIA,bye,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0
Greg Mabin ,CB,Multi,0,0,0,0,28,0,0,0,0,0,0,3,5,26,0,0,10
LaTroy Lewis ,LB,HOU,0,0,0,0,0,0,bye,0,0,0,0,0,0,25,41,0,0
Dominique Hatfield ,CB,LAR,10,0,0,0,0,1,5,bye,8,3,41,0,0,0,0,0,0
Chunky Clements ,DT,HOU,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,23,23
