Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury
Ronald Leary,28.211,RG,DEN,2017-11-26,Sun,2017,12,11.0,Away,OAK,L 14-21,0.0,,,,
Ronald Leary,,,DEN,2017-12-03,Sun,2017,13,12.0,Away,MIA,L 9-35,,,,Injured Reserve,Back
Ronald Leary,,,DEN,2017-12-10,Sun,2017,14,13.0,Home,NYJ,W 23-0,,,,Injured Reserve,Back
Ronald Leary,,,DEN,2017-12-14,Thu,2017,15,14.0,Away,IND,W 25-13,,,,Injured Reserve,Back
Ronald Leary,,,DEN,2017-12-24,Sun,2017,16,15.0,Away,WAS,L 11-27,,,,Injured Reserve,Back
Ronald Leary,,,DEN,2017-12-31,Sun,2017,17,16.0,Home,KAN,L 24-27,,,,Injured Reserve,Back
Ronald Powell,,,SEA,2017-09-10,Sun,2017,1,1.0,Away,GNB,L 9-17,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-09-17,Sun,2017,2,2.0,Home,SFO,W 12-9,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-09-24,Sun,2017,3,3.0,Away,TEN,L 27-33,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-10-01,Sun,2017,4,4.0,Home,IND,W 46-18,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-10-08,Sun,2017,5,5.0,Away,LAR,W 16-10,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-10-22,Sun,2017,7,6.0,Away,NYG,W 24-7,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-10-29,Sun,2017,8,7.0,Home,HOU,W 41-38,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-11-05,Sun,2017,9,8.0,Home,WAS,L 14-17,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-11-09,Thu,2017,10,9.0,Away,ARI,W 22-16,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-11-20,Mon,2017,11,10.0,Home,ATL,L 31-34,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-11-26,Sun,2017,12,11.0,Away,SFO,W 24-13,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-12-03,Sun,2017,13,12.0,Home,PHI,W 24-10,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-12-10,Sun,2017,14,13.0,Away,JAX,L 24-30,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-12-17,Sun,2017,15,14.0,Home,LAR,L 7-42,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-12-24,Sun,2017,16,15.0,Away,DAL,W 21-12,,,,Injured Reserve,Undisclosed
Ronald Powell,,,SEA,2017-12-31,Sun,2017,17,16.0,Home,ARI,L 24-26,,,,Injured Reserve,Undisclosed
Ronald Zamort,,,ARI,2017-09-10,Sun,2017,1,1.0,Away,DET,L 23-35,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-09-17,Sun,2017,2,2.0,Away,IND,W 16-13,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-09-25,Mon,2017,3,3.0,Home,DAL,L 17-28,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-10-01,Sun,2017,4,4.0,Home,SFO,W 18-15,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-10-08,Sun,2017,5,5.0,Away,PHI,L 7-34,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-10-15,Sun,2017,6,6.0,Home,TAM,W 38-33,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-10-22,Sun,2017,7,7.0,Away,LAR,L 0-33,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-11-05,Sun,2017,9,8.0,Away,SFO,W 20-10,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-11-09,Thu,2017,10,9.0,Home,SEA,L 16-22,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-11-19,Sun,2017,11,10.0,Away,HOU,L 21-31,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-11-26,Sun,2017,12,11.0,Home,JAX,W 27-24,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-12-03,Sun,2017,13,12.0,Home,LAR,L 16-32,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-12-10,Sun,2017,14,13.0,Home,TEN,W 12-7,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-12-17,Sun,2017,15,14.0,Away,WAS,L 15-20,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-12-24,Sun,2017,16,15.0,Home,NYG,W 23-0,,,,Injured Reserve,Knee
Ronald Zamort,,,ARI,2017-12-31,Sun,2017,17,16.0,Away,SEA,W 26-24,,,,Injured Reserve,Knee
Ronnie Stanley,23.218,LT,BAL,2017-10-22,Sun,2017,7,7.0,Away,MIN,L 16-24,0.0,,,Questionable,Mouth
Ronnie Stanley,23.222,LT,BAL,2017-10-26,Thu,2017,8,8.0,Home,MIA,W 40-0,0.0,,,,
Ronnie Stanley,23.232,LT,BAL,2017-11-05,Sun,2017,9,9.0,Away,TEN,L 20-23,0.0,,,Questionable,Shoulder
Ronnie Stanley,,,BAL,2017-11-19,Sun,2017,11,10.0,Away,GNB,W 23-0,,,,Doubtful,Concussion
Ronnie Stanley,23.254,LT,BAL,2017-11-27,Mon,2017,12,11.0,Home,HOU,W 23-16,0.0,,,Questionable,Concussion
Ronnie Stanley,23.26,LT,BAL,2017-12-03,Sun,2017,13,12.0,Home,DET,W 44-20,0.0,,,Questionable,Knee
Ronnie Stanley,23.267,LT,BAL,2017-12-10,Sun,2017,14,13.0,Away,PIT,L 38-39,0.0,,,,
Ronnie Stanley,23.274,LT,BAL,2017-12-17,Sun,2017,15,14.0,Away,CLE,W 27-10,0.0,,,,
Ronnie Stanley,23.28,LT,BAL,2017-12-23,Sat,2017,16,15.0,Home,IND,W 23-16,0.0,,,Questionable,Illness
Ronnie Stanley,23.288,LT,BAL,2017-12-31,Sun,2017,17,16.0,Home,CIN,L 27-31,0.0,,,,
Rontez Miles,,,NYJ,2017-09-10,Sun,2017,1,1.0,Away,BUF,L 12-21,,,,Out,Eye
Rontez Miles,,,NYJ,2017-09-17,Sun,2017,2,2.0,Away,OAK,L 20-45,,,,Out,Eye
Rontez Miles,,,NYJ,2017-09-24,Sun,2017,3,3.0,Home,MIA,W 20-6,,,,Doubtful,Eye
Rontez Miles,28.31,S,NYJ,2017-10-01,Sun,2017,4,4.0,Home,JAX,W 23-20,2.25,8.0,8.0,,
Rontez Miles,28.317,S,NYJ,2017-10-08,Sun,2017,5,5.0,Away,CLE,W 17-14,0.0,6.0,6.0,,
Rontez Miles,28.324,S,NYJ,2017-10-15,Sun,2017,6,6.0,Home,NWE,L 17-24,3.0,9.0,9.0,,
Rontez Miles,28.331,S,NYJ,2017-10-22,Sun,2017,7,7.0,Away,MIA,L 28-31,3.0,8.0,8.0,,
Rontez Miles,28.338,S,NYJ,2017-10-29,Sun,2017,8,8.0,Home,ATL,L 20-25,3.0,4.0,4.0,,
Rontez Miles,28.342,S,NYJ,2017-11-02,Thu,2017,9,9.0,Home,BUF,W 34-21,1.5,7.0,7.0,,
Rontez Miles,28.352,S,NYJ,2017-11-12,Sun,2017,10,10.0,Away,TAM,L 10-15,0.0,8.0,8.0,,
Rontez Miles,29.001,S,NYJ,2017-11-26,Sun,2017,12,11.0,Home,CAR,L 27-35,0.75,1.0,1.0,,
Rontez Miles,29.008,S,NYJ,2017-12-03,Sun,2017,13,12.0,Home,KAN,W 38-31,1.5,8.0,8.0,,
Rontez Miles,29.015,S,NYJ,2017-12-10,Sun,2017,14,13.0,Away,DEN,L 0-23,3.0,4.0,4.0,,
Rontez Miles,29.022,S,NYJ,2017-12-17,Sun,2017,15,14.0,Away,NOR,L 19-31,3.0,4.0,4.0,,
Rontez Miles,29.029,S,NYJ,2017-12-24,Sun,2017,16,15.0,Home,LAC,L 7-14,0.0,8.0,8.0,,
Rontez Miles,29.036,S,NYJ,2017-12-31,Sun,2017,17,16.0,Away,NWE,L 6-26,12.75,51.0,51.0,,
Roy Robertson-Harris,,,CHI,2017-10-29,Sun,2017,8,8.0,Away,NOR,L 12-20,,,,Doubtful,Hamstring
Roy Robertson-Harris,,,CHI,2017-11-12,Sun,2017,10,9.0,Home,GNB,L 16-23,,,,Questionable,Hamstring
Roy Robertson-Harris,24.119,DL,CHI,2017-11-19,Sun,2017,11,10.0,Home,DET,L 24-27,0.0,,,,
Roy Robertson-Harris,,,CHI,2017-11-26,Sun,2017,12,11.0,Away,PHI,L 3-31,,,,Doubtful,Hamstring
Roy Robertson-Harris,24.133,DT,CHI,2017-12-03,Sun,2017,13,12.0,Home,SFO,L 14-15,3.0,21.0,21.0,,
Roy Robertson-Harris,24.14,DT,CHI,2017-12-10,Sun,2017,14,13.0,Away,CIN,W 33-7,7.5,20.0,20.0,,
Roy Robertson-Harris,24.146,DT,CHI,2017-12-16,Sat,2017,15,14.0,Away,DET,L 10-20,0.0,26.0,26.0,,
Roy Robertson-Harris,24.154,DT,CHI,2017-12-24,Sun,2017,16,15.0,Home,CLE,W 20-3,1.5,22.0,22.0,,
Roy Robertson-Harris,24.161,DT,CHI,2017-12-31,Sun,2017,17,16.0,Away,MIN,L 10-23,11.25,38.0,38.0,,
Rudy Ford,,,ARI,2017-11-26,Sun,2017,12,11.0,Home,JAX,W 27-24,,,,Injured Reserve,Knee
Rudy Ford,,,ARI,2017-12-03,Sun,2017,13,12.0,Home,LAR,L 16-32,,,,Injured Reserve,Knee
Rudy Ford,,,ARI,2017-12-10,Sun,2017,14,13.0,Home,TEN,W 12-7,,,,Injured Reserve,Knee
Rudy Ford,,,ARI,2017-12-17,Sun,2017,15,14.0,Away,WAS,L 15-20,,,,Injured Reserve,Knee
Rudy Ford,,,ARI,2017-12-24,Sun,2017,16,15.0,Home,NYG,W 23-0,,,,Injured Reserve,Knee
Rudy Ford,,,ARI,2017-12-31,Sun,2017,17,16.0,Away,SEA,W 26-24,,,,Injured Reserve,Knee
Rueben Randle,,,CHI,2017-09-10,Sun,2017,1,1.0,Home,ATL,L 17-23,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-09-17,Sun,2017,2,2.0,Away,TAM,L 7-29,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-09-24,Sun,2017,3,3.0,Home,PIT,W 23-17,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-09-28,Thu,2017,4,4.0,Away,GNB,L 14-35,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-10-09,Mon,2017,5,5.0,Home,MIN,L 17-20,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-10-15,Sun,2017,6,6.0,Away,BAL,W 27-24,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-10-22,Sun,2017,7,7.0,Home,CAR,W 17-3,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-10-29,Sun,2017,8,8.0,Away,NOR,L 12-20,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-11-12,Sun,2017,10,9.0,Home,GNB,L 16-23,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-11-19,Sun,2017,11,10.0,Home,DET,L 24-27,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-11-26,Sun,2017,12,11.0,Away,PHI,L 3-31,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-12-03,Sun,2017,13,12.0,Home,SFO,L 14-15,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-12-10,Sun,2017,14,13.0,Away,CIN,W 33-7,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-12-16,Sat,2017,15,14.0,Away,DET,L 10-20,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-12-24,Sun,2017,16,15.0,Home,CLE,W 20-3,,,,Injured Reserve,Hamstring
Rueben Randle,,,CHI,2017-12-31,Sun,2017,17,16.0,Away,MIN,L 10-23,,,,Injured Reserve,Hamstring
Russell Okung,29.047,LT,LAC,2017-11-23,Thu,2017,12,11.0,Away,DAL,W 28-6,0.0,,,Questionable,Knee
Russell Okung,29.057,LT,LAC,2017-12-03,Sun,2017,13,12.0,Home,CLE,W 19-10,4.0,,,,
Russell Okung,29.064,LT,LAC,2017-12-10,Sun,2017,14,13.0,Home,WAS,W 30-13,0.0,,,,
Russell Okung,29.07,LT,LAC,2017-12-16,Sat,2017,15,14.0,Away,KAN,L 13-30,0.0,,,,
Russell Okung,,,LAC,2017-12-24,Sun,2017,16,15.0,Away,NYJ,W 14-7,,,,Questionable,Groin
Russell Okung,29.085,LT,LAC,2017-12-31,Sun,2017,17,16.0,Home,OAK,W 30-10,0.0,,,Questionable,Groin
Russell Shepard,,,CAR,2017-12-24,Sun,2017,16,15.0,Home,TAM,W 22-19,,,,Questionable,Shoulder
Russell Shepard,27.105,WR,CAR,2017-12-31,Sun,2017,17,16.0,Away,ATL,L 10-22,2.25,8.0,0.13,,
Ryan Grant,26.335,WR,WAS,2017-11-19,Sun,2017,11,10.0,Away,NOR,L 31-34,13.4,53.0,0.77,Questionable,Concussion
Ryan Grant,26.339,WR,WAS,2017-11-23,Thu,2017,12,11.0,Home,NYG,W 20-10,0.8,49.0,0.69,Questionable,Calf
Ryan Grant,26.346,WR,WAS,2017-11-30,Thu,2017,13,12.0,Away,DAL,L 14-38,16.1,53.0,0.88,,
Ryan Grant,26.356,WR,WAS,2017-12-10,Sun,2017,14,13.0,Away,LAC,L 13-30,3.3000000000000003,30.0,0.6,,
Ryan Grant,26.363,WR,WAS,2017-12-17,Sun,2017,15,14.0,Home,ARI,W 20-15,3.0,44.0,0.86,Questionable,Ankle
Ryan Grant,27.005,WR,WAS,2017-12-24,Sun,2017,16,15.0,Home,DEN,W 27-11,10.5,42.0,0.63,,
Ryan Grant,27.012,WR,WAS,2017-12-31,Sun,2017,17,16.0,Away,NYG,L 10-18,3.3000000000000003,44.0,0.77,,
Ryan Griffin,,,TAM,2017-09-17,Sun,2017,2,1.0,Home,CHI,W 29-7,,,,Injured Reserve,Shoulder
Ryan Griffin,,,HOU,2017-09-14,Thu,2017,2,2.0,Away,CIN,W 13-9,,,,Out,Concussion
Ryan Griffin,27.256,TE,HOU,2017-09-24,Sun,2017,3,3.0,Away,NWE,L 33-36,14.6,61.0,0.86,Injured Reserve,Shoulder
Ryan Griffin,27.263,TE,HOU,2017-10-01,Sun,2017,4,4.0,Home,TEN,W 57-14,2.3,81.0,0.96,Injured Reserve,Shoulder
Ryan Griffin,27.27,TE,HOU,2017-10-08,Sun,2017,5,5.0,Home,KAN,L 34-42,3.2,52.0,0.81,Injured Reserve,Shoulder
Ryan Griffin,27.277,TE,HOU,2017-10-15,Sun,2017,6,6.0,Home,CLE,W 33-17,8.7,58.0,0.88,Injured Reserve,Shoulder
Ryan Griffin,,,TAM,2017-10-22,Sun,2017,7,6.0,Away,BUF,L 27-30,,,,Injured Reserve,Shoulder
Ryan Griffin,27.291,TE,HOU,2017-10-29,Sun,2017,8,7.0,Away,SEA,L 38-41,1.5,65.0,0.92,Injured Reserve,Shoulder
Ryan Griffin,27.298,TE,HOU,2017-11-05,Sun,2017,9,8.0,Home,IND,L 14-20,0.0,22.0,0.31,Injured Reserve,Shoulder
Ryan Griffin,,,HOU,2017-11-12,Sun,2017,10,9.0,Away,LAR,L 7-33,,,,Injured Reserve,Concussion
Ryan Griffin,,,TAM,2017-11-12,Sun,2017,10,9.0,Home,NYJ,W 15-10,,,,Injured Reserve,Shoulder
Ryan Griffin,,,HOU,2017-11-19,Sun,2017,11,10.0,Home,ARI,W 31-21,,,,Injured Reserve,Concussion
Ryan Griffin,,,TAM,2017-11-19,Sun,2017,11,10.0,Away,MIA,W 30-20,,,,Injured Reserve,Shoulder
Ryan Griffin,,,TAM,2017-11-26,Sun,2017,12,11.0,Away,ATL,L 20-34,,,,Injured Reserve,Shoulder
Ryan Griffin,,,HOU,2017-11-27,Mon,2017,12,11.0,Away,BAL,L 16-23,,,,Injured Reserve,Concussion
Ryan Griffin,,,TAM,2017-12-03,Sun,2017,13,12.0,Away,GNB,L 20-26,,,,Injured Reserve,Shoulder
Ryan Griffin,,,HOU,2017-12-03,Sun,2017,13,12.0,Away,TEN,L 13-24,,,,Injured Reserve,Concussion
Ryan Griffin,,,HOU,2017-12-10,Sun,2017,14,13.0,Home,SFO,L 16-26,,,,Injured Reserve,Concussion
Ryan Griffin,,,TAM,2017-12-10,Sun,2017,14,13.0,Home,DET,L 21-24,,,,Injured Reserve,Shoulder
Ryan Griffin,,,TAM,2017-12-18,Mon,2017,15,14.0,Home,ATL,L 21-24,,,,Injured Reserve,Shoulder
Ryan Griffin,,,HOU,2017-12-17,Sun,2017,15,14.0,Away,JAX,L 7-45,,,,Injured Reserve,Concussion
Ryan Griffin,,,HOU,2017-12-25,Mon,2017,16,15.0,Home,PIT,L 6-34,,,,Injured Reserve,Concussion
Ryan Griffin,,,TAM,2017-12-24,Sun,2017,16,15.0,Away,CAR,L 19-22,,,,Injured Reserve,Shoulder
Ryan Griffin,,,TAM,2017-12-31,Sun,2017,17,16.0,Home,NOR,W 31-24,,,,Injured Reserve,Shoulder
Ryan Griffin,,,HOU,2017-12-31,Sun,2017,17,16.0,Away,IND,L 13-22,,,,Injured Reserve,Concussion
Ryan Groy,27.092,G,BUF,2017-12-31,Sun,2017,17,16.0,Away,MIA,W 22-16,0.0,,,Questionable,Illness
Ryan Hewitt,,,CIN,2017-10-08,Sun,2017,5,5.0,Home,BUF,W 20-16,,,,Out,Knee
Ryan Hewitt,,,CIN,2017-10-22,Sun,2017,7,6.0,Away,PIT,L 14-29,,,,Out,Knee
Ryan Hewitt,,,CIN,2017-10-29,Sun,2017,8,7.0,Home,IND,W 24-23,,,,Out,Knee
Ryan Hewitt,26.285,RB,CIN,2017-11-05,Sun,2017,9,8.0,Away,JAX,L 7-23,0.0,6.0,0.15,,
Ryan Hewitt,26.292,RB,CIN,2017-11-12,Sun,2017,10,9.0,Away,TEN,L 20-24,0.0,5.0,0.1,,
Ryan Hewitt,26.299,RB,CIN,2017-11-19,Sun,2017,11,10.0,Away,DEN,W 20-17,0.0,14.0,0.25,,
Ryan Hewitt,26.306,RB,CIN,2017-11-26,Sun,2017,12,11.0,Home,CLE,W 30-16,0.0,14.0,0.23,,
Ryan Hewitt,26.314,RB,CIN,2017-12-04,Mon,2017,13,12.0,Home,PIT,L 20-23,0.0,13.0,0.2,,
Ryan Hewitt,26.32,RB,CIN,2017-12-10,Sun,2017,14,13.0,Home,CHI,L 7-33,1.1,4.0,0.07,,
Ryan Hewitt,26.327,RB,CIN,2017-12-17,Sun,2017,15,14.0,Away,MIN,L 7-34,1.5,9.0,0.17,,
Ryan Hewitt,26.334,RB,CIN,2017-12-24,Sun,2017,16,15.0,Home,DET,W 26-17,0.0,10.0,0.12,,
Ryan Hewitt,26.341,RB,CIN,2017-12-31,Sun,2017,17,16.0,Away,BAL,W 31-27,0.0,4.0,0.05,,
Ryan Jensen,26.162,C,BAL,2017-11-05,Sun,2017,9,9.0,Away,TEN,L 20-23,0.0,,,Questionable,Shoulder
Ryan Jensen,26.176,C,BAL,2017-11-19,Sun,2017,11,10.0,Away,GNB,W 23-0,0.0,,,,
Ryan Jensen,26.184,C,BAL,2017-11-27,Mon,2017,12,11.0,Home,HOU,W 23-16,0.0,,,,
Ryan Jensen,26.19,C,BAL,2017-12-03,Sun,2017,13,12.0,Home,DET,W 44-20,0.0,,,,
Ryan Jensen,26.197,C,BAL,2017-12-10,Sun,2017,14,13.0,Away,PIT,L 38-39,0.0,,,,
Ryan Jensen,26.204,C,BAL,2017-12-17,Sun,2017,15,14.0,Away,CLE,W 27-10,0.0,,,Questionable,Ankle
Ryan Jensen,26.21,C,BAL,2017-12-23,Sat,2017,16,15.0,Home,IND,W 23-16,0.0,,,,
Ryan Jensen,26.218,C,BAL,2017-12-31,Sun,2017,17,16.0,Home,CIN,L 27-31,0.0,,,,
Ryan Kalil,,,CAR,2017-09-24,Sun,2017,3,3.0,Home,NOR,L 13-34,,,,Out,Neck
Ryan Kalil,,,CAR,2017-10-01,Sun,2017,4,4.0,Away,NWE,W 33-30,,,,Out,Neck
Ryan Kalil,,,CAR,2017-10-08,Sun,2017,5,5.0,Away,DET,W 27-24,,,,Out,Neck
Ryan Kalil,,,CAR,2017-10-12,Thu,2017,6,6.0,Home,PHI,L 23-28,,,,Out,Neck
Ryan Kalil,32.207,C,CAR,2017-10-22,Sun,2017,7,7.0,Away,CHI,L 3-17,0.0,,,Questionable,Neck
Ryan Kalil,,,CAR,2017-10-29,Sun,2017,8,8.0,Away,TAM,W 17-3,,,,Out,Neck
Ryan Kalil,,,CAR,2017-11-05,Sun,2017,9,9.0,Home,ATL,W 20-17,,,,Out,Neck
Ryan Kalil,,,CAR,2017-11-13,Mon,2017,10,10.0,Home,MIA,W 45-21,,,,Out,Neck
Ryan Kalil,,,CAR,2017-11-26,Sun,2017,12,11.0,Away,NYJ,W 35-27,,,,Questionable,Neck
Ryan Kalil,,,CAR,2017-12-03,Sun,2017,13,12.0,Away,NOR,L 21-31,,,,Questionable,Neck
Ryan Kalil,32.256,C,CAR,2017-12-10,Sun,2017,14,13.0,Home,MIN,W 31-24,0.0,,,Questionable,Neck
Ryan Kalil,32.263,C,CAR,2017-12-17,Sun,2017,15,14.0,Home,GNB,W 31-24,0.0,,,,
Ryan Kalil,32.27,C,CAR,2017-12-24,Sun,2017,16,15.0,Home,TAM,W 22-19,0.0,,,,
Ryan Kalil,32.277,C,CAR,2017-12-31,Sun,2017,17,16.0,Away,ATL,L 10-22,0.0,,,,
Ryan Kelly,,,IND,2017-09-10,Sun,2017,1,1.0,Away,LAR,L 9-46,,,,Out,Foot
Ryan Kelly,,,IND,2017-09-17,Sun,2017,2,2.0,Home,ARI,L 13-16,,,,Out,Foot
Ryan Kelly,,,IND,2017-09-24,Sun,2017,3,3.0,Home,CLE,W 31-28,,,,Out,Foot
Ryan Kelly,,,IND,2017-10-01,Sun,2017,4,4.0,Away,SEA,L 18-46,,,,Out,Foot
Ryan Kelly,24.131,C,IND,2017-10-08,Sun,2017,5,5.0,Home,SFO,W 26-23,0.0,,,,
Ryan Kelly,24.139,C,IND,2017-10-16,Mon,2017,6,6.0,Away,TEN,L 22-36,0.0,,,,
Ryan Kelly,24.145,C,IND,2017-10-22,Sun,2017,7,7.0,Home,JAX,L 0-27,0.0,,,Questionable,Knee
Ryan Kelly,24.152,C,IND,2017-10-29,Sun,2017,8,8.0,Away,CIN,L 23-24,0.0,,,Questionable,Knee
Ryan Kelly,24.159,C,IND,2017-11-05,Sun,2017,9,9.0,Away,HOU,W 20-14,0.0,,,,
Ryan Kelly,24.166,C,IND,2017-11-12,Sun,2017,10,10.0,Home,PIT,L 17-20,0.0,,,,
Ryan Kelly,24.18,C,IND,2017-11-26,Sun,2017,12,11.0,Home,TEN,L 16-20,0.0,,,,
Ryan Kelly,,,IND,2017-12-03,Sun,2017,13,12.0,Away,JAX,L 10-30,,,,Injured Reserve,Concussion
Ryan Kelly,,,IND,2017-12-10,Sun,2017,14,13.0,Away,BUF,L 7-13,,,,Injured Reserve,Concussion
Ryan Kelly,,,IND,2017-12-14,Thu,2017,15,14.0,Home,DEN,L 13-25,,,,Injured Reserve,Concussion
Ryan Kelly,,,IND,2017-12-23,Sat,2017,16,15.0,Away,BAL,L 16-23,,,,Injured Reserve,Concussion
Ryan Kelly,,,IND,2017-12-31,Sun,2017,17,16.0,Home,HOU,W 22-13,,,,Injured Reserve,Concussion
Ryan Kerrigan,29.137,DE,WAS,2017-12-31,Sun,2017,17,16.0,Away,NYG,L 10-18,17.0,60.0,60.0,Questionable,Calf
Ryan Mallett,,,BAL,2017-12-17,Sun,2017,15,14.0,Away,CLE,W 27-10,,,,Questionable,Hip
Ryan Russell,,,TAM,2017-10-15,Sun,2017,6,5.0,Away,ARI,L 33-38,,,,Out,Shoulder
Ryan Russell,,,TAM,2017-10-22,Sun,2017,7,6.0,Away,BUF,L 27-30,,,,Out,Shoulder
Ryan Russell,25.285,DE,TAM,2017-10-29,Sun,2017,8,7.0,Home,CAR,L 3-17,1.5,35.0,35.0,Questionable,Shoulder
Ryan Russell,25.292,DE,TAM,2017-11-05,Sun,2017,9,8.0,Away,NOR,L 10-30,0.75,34.0,34.0,,
Ryan Russell,25.299,DE,TAM,2017-11-12,Sun,2017,10,9.0,Home,NYJ,W 15-10,0.0,40.0,40.0,,
Ryan Russell,25.306,DE,TAM,2017-11-19,Sun,2017,11,10.0,Away,MIA,W 30-20,1.5,44.0,44.0,,
Ryan Russell,25.313,DE,TAM,2017-11-26,Sun,2017,12,11.0,Away,ATL,L 20-34,3.75,24.0,24.0,,
Ryan Russell,25.32,DE,TAM,2017-12-03,Sun,2017,13,12.0,Away,GNB,L 20-26,1.5,36.0,36.0,,
Ryan Russell,25.327,DE,TAM,2017-12-10,Sun,2017,14,13.0,Home,DET,L 21-24,1.5,32.0,32.0,Questionable,Knee
Ryan Russell,25.335,DE,TAM,2017-12-18,Mon,2017,15,14.0,Home,ATL,L 21-24,3.0,33.0,33.0,,
Ryan Russell,25.341,DE,TAM,2017-12-24,Sun,2017,16,15.0,Away,CAR,L 19-22,8.25,32.0,32.0,Questionable,Shoulder
Ryan Russell,25.348,DE,TAM,2017-12-31,Sun,2017,17,16.0,Home,NOR,W 31-24,7.5,36.0,36.0,Questionable,Shoulder
Ryan Schraeder,,,ATL,2017-09-24,Sun,2017,3,3.0,Away,DET,W 30-26,,,,Out,Concussion
Ryan Schraeder,,,ATL,2017-10-01,Sun,2017,4,4.0,Home,BUF,L 17-23,,,,Out,Concussion
Ryan Schraeder,29.164,RT,ATL,2017-10-15,Sun,2017,6,5.0,Home,MIA,L 17-20,0.0,,,,
Ryan Schraeder,29.171,RT,ATL,2017-10-22,Sun,2017,7,6.0,Away,NWE,L 7-23,0.0,,,,
Ryan Schraeder,29.178,RT,ATL,2017-10-29,Sun,2017,8,7.0,Away,NYJ,W 25-20,0.0,,,,
Ryan Schraeder,29.185,RT,ATL,2017-11-05,Sun,2017,9,8.0,Away,CAR,L 17-20,0.0,,,,
Ryan Schraeder,29.192,RT,ATL,2017-11-12,Sun,2017,10,9.0,Home,DAL,W 27-7,0.0,,,,
Ryan Schraeder,29.2,RT,ATL,2017-11-20,Mon,2017,11,10.0,Away,SEA,W 34-31,0.0,,,,
Ryan Schraeder,29.206,RT,ATL,2017-11-26,Sun,2017,12,11.0,Home,TAM,W 34-20,0.0,,,,
Ryan Schraeder,29.213,RT,ATL,2017-12-03,Sun,2017,13,12.0,Home,MIN,L 9-14,0.0,,,,
Ryan Schraeder,29.217,RT,ATL,2017-12-07,Thu,2017,14,13.0,Home,NOR,W 20-17,0.0,,,,
Ryan Schraeder,29.228,RT,ATL,2017-12-18,Mon,2017,15,14.0,Away,TAM,W 24-21,0.0,,,,
Ryan Schraeder,29.234,RT,ATL,2017-12-24,Sun,2017,16,15.0,Away,NOR,L 13-23,0.0,,,,
Ryan Schraeder,29.241,RT,ATL,2017-12-31,Sun,2017,17,16.0,Home,CAR,W 22-10,0.0,,,,
Ryan Shazier,,,PIT,2017-12-10,Sun,2017,14,13.0,Home,BAL,W 39-38,,,,Injured Reserve,Spine
Ryan Shazier,,,PIT,2017-12-17,Sun,2017,15,14.0,Home,NWE,L 24-27,,,,Injured Reserve,Spine
