Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury
Chris Carson,,,SEA,2017-12-03,Sun,2017,13,12.0,Home,PHI,W 24-10,,,,Injured Reserve,Knee
Chris Carson,,,SEA,2017-12-10,Sun,2017,14,13.0,Away,JAX,L 24-30,,,,Injured Reserve,Knee
Chris Carson,,,SEA,2017-12-17,Sun,2017,15,14.0,Home,LAR,L 7-42,,,,Injured Reserve,Knee
Chris Carson,,,SEA,2017-12-24,Sun,2017,16,15.0,Away,DAL,W 21-12,,,,Injured Reserve,Knee
Chris Carson,,,SEA,2017-12-31,Sun,2017,17,16.0,Home,ARI,L 24-26,,,,Injured Reserve,Knee
Chris Carter,,,WAS,2017-12-17,Sun,2017,15,14.0,Home,ARI,W 20-15,,,,Injured Reserve,Leg
Chris Carter,,,WAS,2017-12-24,Sun,2017,16,15.0,Home,DEN,W 27-11,,,,Injured Reserve,Leg
Chris Carter,,,WAS,2017-12-31,Sun,2017,17,16.0,Away,NYG,L 10-18,,,,Injured Reserve,Leg
Chris Clark,,,HOU,2017-10-29,Sun,2017,8,7.0,Away,SEA,L 38-41,,,,Out,Calf
Chris Clark,32.035,TB,HOU,2017-11-05,Sun,2017,9,8.0,Home,IND,L 14-20,0.0,,,,
Chris Clark,32.042,LT,HOU,2017-11-12,Sun,2017,10,9.0,Away,LAR,L 7-33,0.0,,,,
Chris Clark,32.049,LT,HOU,2017-11-19,Sun,2017,11,10.0,Home,ARI,W 31-21,0.0,,,,
Chris Clark,32.057,LT,HOU,2017-11-27,Mon,2017,12,11.0,Away,BAL,L 16-23,0.0,,,,
Chris Clark,,,HOU,2017-12-03,Sun,2017,13,12.0,Away,TEN,L 13-24,,,,Injured Reserve,Ankle
Chris Clark,,,HOU,2017-12-10,Sun,2017,14,13.0,Home,SFO,L 16-26,,,,Injured Reserve,Ankle
Chris Clark,,,HOU,2017-12-17,Sun,2017,15,14.0,Away,JAX,L 7-45,,,,Injured Reserve,Ankle
Chris Clark,,,HOU,2017-12-25,Mon,2017,16,15.0,Home,PIT,L 6-34,,,,Injured Reserve,Ankle
Chris Clark,,,HOU,2017-12-31,Sun,2017,17,16.0,Away,IND,L 13-22,,,,Injured Reserve,Ankle
Chris Conley,,,KAN,2017-10-15,Sun,2017,6,6.0,Home,PIT,L 13-19,,,,Out,Achilles
Chris Conley,,,KAN,2017-10-19,Thu,2017,7,7.0,Away,OAK,L 30-31,,,,Injured Reserve,Achilles
Chris Conley,,,KAN,2017-10-30,Mon,2017,8,8.0,Home,DEN,W 29-19,,,,Injured Reserve,Achilles
Chris Conley,,,KAN,2017-11-05,Sun,2017,9,9.0,Away,DAL,L 17-28,,,,Injured Reserve,Achilles
Chris Conley,,,KAN,2017-11-19,Sun,2017,11,10.0,Away,NYG,L 9-12,,,,Injured Reserve,Achilles
Chris Conley,,,KAN,2017-11-26,Sun,2017,12,11.0,Home,BUF,L 10-16,,,,Injured Reserve,Achilles
Chris Conley,,,KAN,2017-12-03,Sun,2017,13,12.0,Away,NYJ,L 31-38,,,,Injured Reserve,Achilles
Chris Conley,,,KAN,2017-12-10,Sun,2017,14,13.0,Home,OAK,W 26-15,,,,Injured Reserve,Achilles
Chris Conley,,,KAN,2017-12-16,Sat,2017,15,14.0,Home,LAC,W 30-13,,,,Injured Reserve,Achilles
Chris Conley,,,KAN,2017-12-24,Sun,2017,16,15.0,Home,MIA,W 29-13,,,,Injured Reserve,Achilles
Chris Conley,,,KAN,2017-12-31,Sun,2017,17,16.0,Away,DEN,W 27-24,,,,Injured Reserve,Achilles
Chris Culliver,,,IND,2017-09-10,Sun,2017,1,1.0,Away,LAR,L 9-46,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-09-17,Sun,2017,2,2.0,Home,ARI,L 13-16,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-09-24,Sun,2017,3,3.0,Home,CLE,W 31-28,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-10-01,Sun,2017,4,4.0,Away,SEA,L 18-46,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-10-08,Sun,2017,5,5.0,Home,SFO,W 26-23,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-10-16,Mon,2017,6,6.0,Away,TEN,L 22-36,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-10-22,Sun,2017,7,7.0,Home,JAX,L 0-27,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-10-29,Sun,2017,8,8.0,Away,CIN,L 23-24,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-11-05,Sun,2017,9,9.0,Away,HOU,W 20-14,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-11-12,Sun,2017,10,10.0,Home,PIT,L 17-20,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-11-26,Sun,2017,12,11.0,Home,TEN,L 16-20,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-12-03,Sun,2017,13,12.0,Away,JAX,L 10-30,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-12-10,Sun,2017,14,13.0,Away,BUF,L 7-13,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-12-14,Thu,2017,15,14.0,Home,DEN,L 13-25,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-12-23,Sat,2017,16,15.0,Away,BAL,L 16-23,,,,Injured Reserve,Groin
Chris Culliver,,,IND,2017-12-31,Sun,2017,17,16.0,Home,HOU,W 22-13,,,,Injured Reserve,Groin
Chris Gragg,,,NYJ,2017-09-10,Sun,2017,1,1.0,Away,BUF,L 12-21,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-09-17,Sun,2017,2,2.0,Away,OAK,L 20-45,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-09-24,Sun,2017,3,3.0,Home,MIA,W 20-6,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-10-01,Sun,2017,4,4.0,Home,JAX,W 23-20,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-10-08,Sun,2017,5,5.0,Away,CLE,W 17-14,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-10-15,Sun,2017,6,6.0,Home,NWE,L 17-24,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-10-22,Sun,2017,7,7.0,Away,MIA,L 28-31,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-10-29,Sun,2017,8,8.0,Home,ATL,L 20-25,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-11-02,Thu,2017,9,9.0,Home,BUF,W 34-21,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-11-12,Sun,2017,10,10.0,Away,TAM,L 10-15,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-11-26,Sun,2017,12,11.0,Home,CAR,L 27-35,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-12-03,Sun,2017,13,12.0,Home,KAN,W 38-31,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-12-10,Sun,2017,14,13.0,Away,DEN,L 0-23,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-12-17,Sun,2017,15,14.0,Away,NOR,L 19-31,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-12-24,Sun,2017,16,15.0,Home,LAC,L 7-14,,,,Injured Reserve,Knee
Chris Gragg,,,NYJ,2017-12-31,Sun,2017,17,16.0,Away,NWE,L 6-26,,,,Injured Reserve,Knee
Chris Hairston,,,LAC,2017-09-24,Sun,2017,3,3.0,Home,KAN,L 10-24,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-10-01,Sun,2017,4,4.0,Home,PHI,L 24-26,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-10-08,Sun,2017,5,5.0,Away,NYG,W 27-22,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-10-15,Sun,2017,6,6.0,Away,OAK,W 17-16,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-10-22,Sun,2017,7,7.0,Home,DEN,W 21-0,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-10-29,Sun,2017,8,8.0,Away,NWE,L 13-21,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-11-12,Sun,2017,10,9.0,Away,JAX,L 17-20,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-11-19,Sun,2017,11,10.0,Home,BUF,W 54-24,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-11-23,Thu,2017,12,11.0,Away,DAL,W 28-6,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-12-03,Sun,2017,13,12.0,Home,CLE,W 19-10,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-12-10,Sun,2017,14,13.0,Home,WAS,W 30-13,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-12-16,Sat,2017,15,14.0,Away,KAN,L 13-30,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-12-24,Sun,2017,16,15.0,Away,NYJ,W 14-7,,,,Injured Reserve,Illness
Chris Hairston,,,LAC,2017-12-31,Sun,2017,17,16.0,Home,OAK,W 30-10,,,,Injured Reserve,Illness
Chris Hogan,29.335,WR,NWE,2017-09-24,Sun,2017,3,3.0,Home,HOU,W 36-33,20.8,58.0,0.91,Questionable,Knee
Chris Hogan,29.342,WR,NWE,2017-10-01,Sun,2017,4,4.0,Home,CAR,L 30-33,14.5,68.0,0.97,,
Chris Hogan,29.346,WR,NWE,2017-10-05,Thu,2017,5,5.0,Away,TAM,W 19-14,17.4,74.0,1.0,,
Chris Hogan,29.356,WR,NWE,2017-10-15,Sun,2017,6,6.0,Away,NYJ,W 24-17,2.4000000000000004,63.0,0.93,,
Chris Hogan,29.363,WR,NWE,2017-10-22,Sun,2017,7,7.0,Home,ATL,W 23-7,9.1,60.0,0.81,,
Chris Hogan,30.005,WR,NWE,2017-10-29,Sun,2017,8,8.0,Home,LAC,W 21-13,8.5,75.0,0.87,,
Chris Hogan,,,NWE,2017-11-12,Sun,2017,10,9.0,Away,DEN,W 41-16,,,,Out,Shoulder
Chris Hogan,,,NWE,2017-11-19,Sun,2017,11,10.0,Away,OAK,W 33-8,,,,Out,Shoulder
Chris Hogan,,,NWE,2017-11-26,Sun,2017,12,11.0,Home,MIA,W 35-17,,,,Out,Shoulder
Chris Hogan,,,NWE,2017-12-03,Sun,2017,13,12.0,Away,BUF,W 23-3,,,,Out,Shoulder
Chris Hogan,30.048,WR,NWE,2017-12-11,Mon,2017,14,13.0,Away,MIA,L 20-27,0.6,55.0,0.9,Questionable,Shoulder
Chris Hogan,,,NWE,2017-12-17,Sun,2017,15,14.0,Away,PIT,W 27-24,,,,Questionable,Shoulder
Chris Hogan,,,NWE,2017-12-24,Sun,2017,16,15.0,Home,BUF,W 37-16,,,,Questionable,Shoulder
Chris Hogan,,,NWE,2017-12-31,Sun,2017,17,16.0,Home,NYJ,W 26-6,,,,Questionable,Shoulder
Chris Jones,23.066,DT,KAN,2017-09-07,Thu,2017,1,1.0,Away,NWE,W 42-27,0.0,48.0,48.0,Injured Reserve,Undisclosed
Chris Jones,28.051,DT,DAL,2017-09-10,Sun,2017,1,1.0,Home,NYG,W 19-3,0.0,48.0,48.0,Injured Reserve,Undisclosed
Chris Jones,23.076,DT,KAN,2017-09-17,Sun,2017,2,2.0,Home,PHI,W 27-20,35.5,32.0,32.0,Injured Reserve,Undisclosed
Chris Jones,28.058,DT,DAL,2017-09-17,Sun,2017,2,2.0,Away,DEN,L 17-42,0.0,32.0,32.0,Injured Reserve,Undisclosed
Chris Jones,28.066,DT,DAL,2017-09-25,Mon,2017,3,3.0,Away,ARI,W 28-17,0.0,39.0,39.0,Injured Reserve,Undisclosed
Chris Jones,23.083,DT,KAN,2017-09-24,Sun,2017,3,3.0,Away,LAC,W 24-10,5.75,39.0,39.0,Injured Reserve,Undisclosed
Chris Jones,28.072,DT,DAL,2017-10-01,Sun,2017,4,4.0,Home,LAR,L 30-35,0.0,36.0,36.0,Injured Reserve,Undisclosed
Chris Jones,23.091,DT,KAN,2017-10-02,Mon,2017,4,4.0,Home,WAS,W 29-20,2.25,36.0,36.0,Injured Reserve,Undisclosed
Chris Jones,28.079,DT,DAL,2017-10-08,Sun,2017,5,5.0,Home,GNB,L 31-35,0.0,43.0,43.0,Injured Reserve,Undisclosed
Chris Jones,23.097,DT,KAN,2017-10-08,Sun,2017,5,5.0,Away,HOU,W 42-34,8.25,43.0,43.0,Injured Reserve,Undisclosed
Chris Jones,23.104,DT,KAN,2017-10-15,Sun,2017,6,6.0,Home,PIT,L 13-19,0.75,42.0,42.0,Injured Reserve,Undisclosed
Chris Jones,28.093,DT,DAL,2017-10-22,Sun,2017,7,6.0,Away,SFO,W 40-10,0.0,55.0,55.0,Injured Reserve,Undisclosed
Chris Jones,23.108,DT,KAN,2017-10-19,Thu,2017,7,7.0,Away,OAK,L 30-31,4.5,55.0,55.0,Injured Reserve,Undisclosed
Chris Jones,28.1,DT,DAL,2017-10-29,Sun,2017,8,7.0,Away,WAS,W 33-19,0.0,36.0,36.0,Injured Reserve,Undisclosed
Chris Jones,23.119,DT,KAN,2017-10-30,Mon,2017,8,8.0,Home,DEN,W 29-19,3.0,36.0,36.0,Injured Reserve,Undisclosed
Chris Jones,28.107,DT,DAL,2017-11-05,Sun,2017,9,8.0,Home,KAN,W 28-17,0.0,38.0,38.0,Injured Reserve,Undisclosed
Chris Jones,23.125,DT,KAN,2017-11-05,Sun,2017,9,9.0,Away,DAL,L 17-28,3.75,38.0,38.0,Injured Reserve,Undisclosed
Chris Jones,28.114,P,DAL,2017-11-12,Sun,2017,10,9.0,Away,ATL,L 7-27,0.0,,,Injured Reserve,Undisclosed
Chris Jones,23.139,DT,KAN,2017-11-19,Sun,2017,11,10.0,Away,NYG,L 9-12,6.0,56.0,56.0,,
Chris Jones,28.121,DT,DAL,2017-11-19,Sun,2017,11,10.0,Home,PHI,L 9-37,0.0,56.0,56.0,,
Chris Jones,28.125,DT,DAL,2017-11-23,Thu,2017,12,11.0,Home,LAC,L 6-28,0.0,46.0,46.0,Injured Reserve,Undisclosed
Chris Jones,23.146,DT,KAN,2017-11-26,Sun,2017,12,11.0,Home,BUF,L 10-16,3.0,46.0,46.0,Injured Reserve,Undisclosed
Chris Jones,23.153,DT,KAN,2017-12-03,Sun,2017,13,12.0,Away,NYJ,L 31-38,2.25,64.0,64.0,Injured Reserve,Undisclosed
Chris Jones,28.132,DT,DAL,2017-11-30,Thu,2017,13,12.0,Home,WAS,W 38-14,0.0,64.0,64.0,Injured Reserve,Undisclosed
Chris Jones,28.142,DT,DAL,2017-12-10,Sun,2017,14,13.0,Away,NYG,W 30-10,0.0,47.0,47.0,Injured Reserve,Undisclosed
Chris Jones,23.16,DT,KAN,2017-12-10,Sun,2017,14,13.0,Home,OAK,W 26-15,11.0,47.0,47.0,Injured Reserve,Undisclosed
Chris Jones,23.166,DT,KAN,2017-12-16,Sat,2017,15,14.0,Home,LAC,W 30-13,9.0,36.0,36.0,Injured Reserve,Undisclosed
Chris Jones,28.149,DT,DAL,2017-12-17,Sun,2017,15,14.0,Away,OAK,W 20-17,2.4000000000000004,36.0,36.0,Injured Reserve,Undisclosed
Chris Jones,23.174,DT,KAN,2017-12-24,Sun,2017,16,15.0,Home,MIA,W 29-13,3.0,33.0,33.0,Injured Reserve,Undisclosed
Chris Jones,28.156,DT,DAL,2017-12-24,Sun,2017,16,15.0,Home,SEA,L 12-21,0.0,33.0,33.0,Injured Reserve,Undisclosed
Chris Jones,28.163,DT,DAL,2017-12-31,Sun,2017,17,16.0,Away,PHI,W 6-0,0.0,27.0,27.0,Injured Reserve,Undisclosed
Chris Jones,23.181,DT,KAN,2017-12-31,Sun,2017,17,16.0,Away,DEN,W 27-24,11.0,27.0,27.0,Injured Reserve,Undisclosed
Chris Landrum,,,LAC,2017-09-11,Mon,2017,1,1.0,Away,DEN,L 21-24,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-09-17,Sun,2017,2,2.0,Home,MIA,L 17-19,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-09-24,Sun,2017,3,3.0,Home,KAN,L 10-24,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-10-01,Sun,2017,4,4.0,Home,PHI,L 24-26,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-10-08,Sun,2017,5,5.0,Away,NYG,W 27-22,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-10-15,Sun,2017,6,6.0,Away,OAK,W 17-16,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-10-22,Sun,2017,7,7.0,Home,DEN,W 21-0,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-10-29,Sun,2017,8,8.0,Away,NWE,L 13-21,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-11-12,Sun,2017,10,9.0,Away,JAX,L 17-20,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-11-19,Sun,2017,11,10.0,Home,BUF,W 54-24,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-11-23,Thu,2017,12,11.0,Away,DAL,W 28-6,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-12-03,Sun,2017,13,12.0,Home,CLE,W 19-10,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-12-10,Sun,2017,14,13.0,Home,WAS,W 30-13,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-12-16,Sat,2017,15,14.0,Away,KAN,L 13-30,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-12-24,Sun,2017,16,15.0,Away,NYJ,W 14-7,,,,Injured Reserve,Shoulder
Chris Landrum,,,LAC,2017-12-31,Sun,2017,17,16.0,Home,OAK,W 30-10,,,,Injured Reserve,Shoulder
Chris Long,32.198,DE,PHI,2017-10-12,Thu,2017,6,6.0,Away,CAR,W 28-23,3.0,41.0,41.0,Questionable,Foot
Chris Long,32.209,DE,PHI,2017-10-23,Mon,2017,7,7.0,Home,WAS,W 34-24,3.0,38.0,38.0,,
Chris Long,32.215,DE,PHI,2017-10-29,Sun,2017,8,8.0,Home,SFO,W 33-10,0.0,34.0,34.0,,
Chris Long,32.222,DE,PHI,2017-11-05,Sun,2017,9,9.0,Home,DEN,W 51-23,12.5,36.0,36.0,,
Chris Long,32.236,DE,PHI,2017-11-19,Sun,2017,11,10.0,Away,DAL,W 37-9,2.25,31.0,31.0,,
Chris Long,32.243,DE,PHI,2017-11-26,Sun,2017,12,11.0,Home,CHI,W 31-3,3.5,27.0,27.0,,
Chris Long,32.25,DE,PHI,2017-12-03,Sun,2017,13,12.0,Away,SEA,L 10-24,1.5,26.0,26.0,,
Chris Long,32.257,DE,PHI,2017-12-10,Sun,2017,14,13.0,Away,LAR,W 43-35,11.0,18.0,18.0,,
Chris Long,32.264,DE,PHI,2017-12-17,Sun,2017,15,14.0,Away,NYG,W 34-29,0.0,38.0,38.0,,
Chris Long,32.272,DE,PHI,2017-12-25,Mon,2017,16,15.0,Home,OAK,W 19-10,11.75,40.0,40.0,,
Chris Long,32.278,DE,PHI,2017-12-31,Sun,2017,17,16.0,Home,DAL,L 0-6,7.5,42.0,42.0,,
Chris Maragos,,,PHI,2017-10-23,Mon,2017,7,7.0,Home,WAS,W 34-24,,,,Injured Reserve,Knee
Chris Maragos,,,PHI,2017-10-29,Sun,2017,8,8.0,Home,SFO,W 33-10,,,,Injured Reserve,Knee
Chris Maragos,,,PHI,2017-11-05,Sun,2017,9,9.0,Home,DEN,W 51-23,,,,Injured Reserve,Knee
Chris Maragos,,,PHI,2017-11-19,Sun,2017,11,10.0,Away,DAL,W 37-9,,,,Injured Reserve,Knee
Chris Maragos,,,PHI,2017-11-26,Sun,2017,12,11.0,Home,CHI,W 31-3,,,,Injured Reserve,Knee
Chris Maragos,,,PHI,2017-12-03,Sun,2017,13,12.0,Away,SEA,L 10-24,,,,Injured Reserve,Knee
Chris Maragos,,,PHI,2017-12-10,Sun,2017,14,13.0,Away,LAR,W 43-35,,,,Injured Reserve,Knee
Chris Maragos,,,PHI,2017-12-17,Sun,2017,15,14.0,Away,NYG,W 34-29,,,,Injured Reserve,Knee
Chris Maragos,,,PHI,2017-12-25,Mon,2017,16,15.0,Home,OAK,W 19-10,,,,Injured Reserve,Knee
Chris Maragos,,,PHI,2017-12-31,Sun,2017,17,16.0,Home,DAL,L 0-6,,,,Injured Reserve,Knee
Chris Matthews,27.353,WR,BAL,2017-09-24,Sun,2017,3,3.0,Away,JAX,L 7-44,2.8,7.0,0.12,Questionable,Ankle
Chris Matthews,27.36,WR,BAL,2017-10-01,Sun,2017,4,4.0,Home,PIT,L 9-26,1.7000000000000002,14.0,0.2,,
Chris Matthews,28.002,WR,BAL,2017-10-08,Sun,2017,5,5.0,Away,OAK,W 30-17,0.0,8.0,0.12,,
Chris Matthews,28.009,WR,BAL,2017-10-15,Sun,2017,6,6.0,Home,CHI,L 24-27,5.5,23.0,0.32,,
Chris Matthews,,,BAL,2017-10-22,Sun,2017,7,7.0,Away,MIN,L 16-24,,,,Doubtful,Thigh
Chris Matthews,,,BAL,2017-10-26,Thu,2017,8,8.0,Home,MIA,W 40-0,,,,Doubtful,Thigh
Chris McCain,,,LAC,2017-11-19,Sun,2017,11,10.0,Home,BUF,W 54-24,,,,Questionable,Quadricep
Chris McCain,26.002,DE,LAC,2017-11-23,Thu,2017,12,11.0,Away,DAL,W 28-6,0.0,13.0,13.0,,
Chris McCain,26.012,DE,LAC,2017-12-03,Sun,2017,13,12.0,Home,CLE,W 19-10,1.5,18.0,18.0,,
Chris McCain,26.019,DE,LAC,2017-12-10,Sun,2017,14,13.0,Home,WAS,W 30-13,3.0,18.0,18.0,,
Chris McCain,26.025,DE,LAC,2017-12-16,Sat,2017,15,14.0,Away,KAN,L 13-30,0.0,11.0,11.0,,
Chris McCain,26.033,DE,LAC,2017-12-24,Sun,2017,16,15.0,Away,NYJ,W 14-7,1.5,16.0,16.0,,
Chris McCain,26.04,DE,LAC,2017-12-31,Sun,2017,17,16.0,Home,OAK,W 30-10,0.0,12.0,12.0,,
Chris Moore,24.184,WR,BAL,2017-12-17,Sun,2017,15,14.0,Away,CLE,W 27-10,0.0,43.0,0.57,Questionable,Hip
Chris Moore,24.19,WR,BAL,2017-12-23,Sat,2017,16,15.0,Home,IND,W 23-16,3.9,44.0,0.6,,
Chris Moore,24.198,WR,BAL,2017-12-31,Sun,2017,17,16.0,Home,CIN,L 27-31,7.1,30.0,0.39,,
Chris Prosinski,,,CHI,2017-12-24,Sun,2017,16,15.0,Home,CLE,W 20-3,,,,Questionable,Concussion
Chris Prosinski,,,CHI,2017-12-31,Sun,2017,17,16.0,Away,MIN,L 10-23,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-09-10,Sun,2017,1,1.0,Away,SFO,W 23-3,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-09-17,Sun,2017,2,2.0,Home,BUF,W 9-3,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-09-24,Sun,2017,3,3.0,Home,NOR,L 13-34,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-10-01,Sun,2017,4,4.0,Away,NWE,W 33-30,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-10-08,Sun,2017,5,5.0,Away,DET,W 27-24,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-10-12,Thu,2017,6,6.0,Home,PHI,L 23-28,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-10-22,Sun,2017,7,7.0,Away,CHI,L 3-17,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-10-29,Sun,2017,8,8.0,Away,TAM,W 17-3,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-11-05,Sun,2017,9,9.0,Home,ATL,W 20-17,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-11-13,Mon,2017,10,10.0,Home,MIA,W 45-21,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-11-26,Sun,2017,12,11.0,Away,NYJ,W 35-27,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-12-03,Sun,2017,13,12.0,Away,NOR,L 21-31,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-12-10,Sun,2017,14,13.0,Home,MIN,W 31-24,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-12-17,Sun,2017,15,14.0,Home,GNB,W 31-24,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-12-24,Sun,2017,16,15.0,Home,TAM,W 22-19,,,,Injured Reserve,Concussion
Chris Scott,,,CAR,2017-12-31,Sun,2017,17,16.0,Away,ATL,L 10-22,,,,Injured Reserve,Concussion
Chris Thompson,23.194,RB,HOU,2017-11-19,Sun,2017,11,10.0,Home,ARI,W 31-21,0.0,18.0,0.26,Questionable,Knee
Chris Thompson,27.03,RB,WAS,2017-11-19,Sun,2017,11,10.0,Away,NOR,L 31-34,9.8,18.0,0.26,Questionable,Knee
Chris Thompson,23.202,WR,HOU,2017-11-27,Mon,2017,12,11.0,Away,BAL,L 16-23,0.0,1.0,0.01,Injured Reserve,Leg
Chris Thompson,23.208,WR,HOU,2017-12-03,Sun,2017,13,12.0,Away,TEN,L 13-24,5.6,50.0,0.62,Injured Reserve,Leg
Chris Thompson,23.215,WR,HOU,2017-12-10,Sun,2017,14,13.0,Home,SFO,L 16-26,0.0,,,Injured Reserve,Leg
Chris Thompson,23.222,WR,HOU,2017-12-17,Sun,2017,15,14.0,Away,JAX,L 7-45,1.5,3.0,0.05,Injured Reserve,Leg
Chris Thompson,23.23,WR,HOU,2017-12-25,Mon,2017,16,15.0,Home,PIT,L 6-34,3.0,,,Injured Reserve,Leg
Chris Thompson,23.236,WR,HOU,2017-12-31,Sun,2017,17,16.0,Away,IND,L 13-22,6.9,29.0,0.53,Injured Reserve,Leg
Christian Covington,,,HOU,2017-11-05,Sun,2017,9,8.0,Home,IND,L 14-20,,,,Injured Reserve,Bicep
Christian Covington,,,HOU,2017-11-12,Sun,2017,10,9.0,Away,LAR,L 7-33,,,,Injured Reserve,Bicep
Christian Covington,,,HOU,2017-11-19,Sun,2017,11,10.0,Home,ARI,W 31-21,,,,Injured Reserve,Bicep
Christian Covington,,,HOU,2017-11-27,Mon,2017,12,11.0,Away,BAL,L 16-23,,,,Injured Reserve,Bicep
Christian Covington,,,HOU,2017-12-03,Sun,2017,13,12.0,Away,TEN,L 13-24,,,,Injured Reserve,Bicep
Christian Covington,,,HOU,2017-12-10,Sun,2017,14,13.0,Home,SFO,L 16-26,,,,Injured Reserve,Bicep
Christian Covington,,,HOU,2017-12-17,Sun,2017,15,14.0,Away,JAX,L 7-45,,,,Injured Reserve,Bicep
Christian Covington,,,HOU,2017-12-25,Mon,2017,16,15.0,Home,PIT,L 6-34,,,,Injured Reserve,Bicep
Christian Covington,,,HOU,2017-12-31,Sun,2017,17,16.0,Away,IND,L 13-22,,,,Injured Reserve,Bicep
Christian Jones,26.211,LB,CHI,2017-09-17,Sun,2017,2,2.0,Away,TAM,L 7-29,6.0,47.0,47.0,Questionable,Back
Christian Jones,26.218,LB,CHI,2017-09-24,Sun,2017,3,3.0,Home,PIT,W 23-17,0.75,36.0,36.0,,
Christian Jones,26.222,LB,CHI,2017-09-28,Thu,2017,4,4.0,Away,GNB,L 14-35,6.0,28.0,28.0,,
Christian Jones,26.233,LB,CHI,2017-10-09,Mon,2017,5,5.0,Home,MIN,L 17-20,12.0,69.0,69.0,,
